Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;
BMW;X3;2021;4650000;https://auto.drom.ru/moscow/bmw/x3/134568618.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;52 000 км, без пробега по РФ;левый;3 поколение;серебристый;;;;
BMW;X7;2021;11995000;https://auto.drom.ru/voronezh/bmw/x7/299147150.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;30 000 км;левый;1 поколение;белый;;xDrive30d AT M Sport Pro;;
BMW;7-Series;2021;12481880;https://auto.drom.ru/moscow/bmw/7-series/54033708.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;99 000 км;левый;6 поколение, рестайлинг;серый;;;;
BMW;X1;2021;3900000;https://auto.drom.ru/moscow/bmw/x1/54032635.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;10 000 км;левый;2 поколение, рестайлинг;черный;;sDrive 18i SAT Advantage;;
BMW;X1;2021;2800000;https://auto.drom.ru/gomel/bmw/x1/54030005.html;;;;;Гомеле;бензин, 2.0 л;231 л.с., налог;робот;4WD;78 000 км;левый;2 поколение, рестайлинг;белый;;xDrive25i AT Sport Line;;
BMW;6-Series Gran Turismo;2021;6880000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/432765744.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;67 531 км;левый;1 поколение, рестайлинг;серый;;;;
BMW;X5;2021;8490000;https://auto.drom.ru/moscow/bmw/x5/52914953.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;59 355 км;левый;4 поколение;синий;;xDrive 30d AT M Sport Plus;;
BMW;X6;2021;9250000;https://auto.drom.ru/moscow/bmw/x6/52911089.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;96 083 км;левый;3 поколение;черный;;xDrive 40i AT M Sport Pure;;
BMW;X3;2021;5350000;https://auto.drom.ru/moscow/bmw/x3/52903971.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;10 687 км;левый;3 поколение;белый;;;;
BMW;X6;2021;10450000;https://auto.drom.ru/moscow/bmw/x6/52903973.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;11 692 км;левый;3 поколение;черный;;;;
BMW;X6;2021;14300000;https://auto.drom.ru/moscow/bmw/x6/327172153.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;35 193 км;левый;3 поколение;черный;;M Competition;;
BMW;4-Series;2021;5420000;https://auto.drom.ru/spb/bmw/4-series/698477000.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;45 728 км;левый;2 поколение;белый;купе;;;
BMW;iX;2021;7260000;https://auto.drom.ru/moscow/bmw/ix/53686521.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;электро;523 л.с., налог;АКПП;4WD;28 172 км;левый;1 поколение;черный;;;;
BMW;6-Series Gran Turismo;2021;6599000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/304689839.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;50 100 км;левый;1 поколение, рестайлинг;белый;;;;
BMW;X5;2021;12790000;https://auto.drom.ru/moscow/bmw/x5/531260413.html;;;;;Москве;бензин, 4.4 л;600 л.с., налог;АКПП;4WD;43 520 км;левый;4 поколение;синий;;;;
BMW;5-Series;2021;4250000;https://auto.drom.ru/balashiha/bmw/5-series/52455233.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашихе;бензин, 2.0 л;184 л.с., налог;АКПП;задний;57 261 км;левый;7 поколение, рестайлинг;черный;седан;;;
BMW;X5;2021;7898000;https://auto.drom.ru/moscow/bmw/x5/564596957.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;86 105 км;левый;4 поколение;серый;;;;
BMW;X3;2021;5890000;https://auto.drom.ru/moscow/bmw/x3/54019378.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;24 706 км;левый;3 поколение, рестайлинг;белый;;xDrive 20d AT Lifestyle;;
BMW;X3;2021;5999000;https://auto.drom.ru/moscow/bmw/x3/53337218.html;;;;;Москве;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;46 594 км;левый;3 поколение;черный;;;;
BMW;5-Series;2021;4750000;https://auto.drom.ru/kazan/bmw/5-series/53336715.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;задний;40 866 км;левый;7 поколение, рестайлинг;серый;седан;520d AT;;
BMW;X3;2021;4900000;https://auto.drom.ru/gomel/bmw/x3/53336112.html;;;;;Гомеле;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;14 900 км;левый;3 поколение, рестайлинг;серый;;xDrive 30i AT Base;;
BMW;5-Series;2021;5380000;https://auto.drom.ru/moscow/bmw/5-series/53329246.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;70 119 км;левый;7 поколение, рестайлинг;серый;седан;520d AT xDrive;;
BMW;X3;2021;5299000;https://auto.drom.ru/spb/bmw/x3/716105199.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;47 117 км;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;X5;2021;9349000;https://auto.drom.ru/spb/bmw/x5/52892194.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;53 500 км;левый;4 поколение;синий;;;;
BMW;5-Series;2021;4747000;https://auto.drom.ru/moscow/bmw/5-series/307816463.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;35 705 км;левый;7 поколение, рестайлинг;черный;седан;520d AT;;
BMW;3-Series;2021;4699500;https://auto.drom.ru/moscow/bmw/3-series/53631629.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;9 959 км;левый;7 поколение;черный;седан;;;
BMW;3-Series;2021;4590000;https://auto.drom.ru/spb/bmw/3-series/222757299.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;33 686 км;левый;7 поколение;черный;седан;320d AT xDrive M Sport Pure;;
BMW;X1;2021;3928000;https://auto.drom.ru/moscow/bmw/x1/849511371.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;33 861 км;левый;2 поколение, рестайлинг;серый;;xDrive 18d AT M Sport;;
BMW;X3;2021;4153000;https://auto.drom.ru/moscow/bmw/x3/231138212.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;74 891 км;левый;3 поколение;черный;;;;
BMW;X3;2021;5905012;https://auto.drom.ru/minsk/bmw/x3/53726682.html;;;;;Минске;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;8 830 км;левый;3 поколение, рестайлинг;синий;;;;
BMW;X5;2021;7700000;https://auto.drom.ru/kirov/bmw/x5/54061916.html;;;;;Кирове;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;108 000 км, без пробега по РФ;левый;4 поколение;серый;;xDrive30d AT M Sport;;
BMW;X7;2021;8945000;https://auto.drom.ru/moscow/bmw/x7/610831950.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;102 924 км;левый;1 поколение;черный;;xDrive30d AT M Sport Pro;;
BMW;X1;2021;2969000;https://auto.drom.ru/moscow/bmw/x1/54011171.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;29 842 км;левый;2 поколение, рестайлинг;синий;;;;
BMW;5-Series;2021;7020000;https://auto.drom.ru/moscow/bmw/5-series/53326049.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;93 206 км;левый;7 поколение, рестайлинг;черный;седан;;;
BMW;4-Series;2021;6050000;https://auto.drom.ru/moscow/bmw/4-series/52882596.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;63 791 км;левый;2 поколение;черный;купе;;;
BMW;iX;2021;6990000;https://auto.drom.ru/spb/bmw/ix/52839473.html;;;;;Санкт-Петербурге;электро;523 л.с., налог;АКПП;4WD;25 000 км;левый;1 поколение;черный;;;;
BMW;5-Series;2021;6285000;https://auto.drom.ru/spb/bmw/5-series/52428716.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;70 000 км;левый;7 поколение, рестайлинг;черный;седан;;;
BMW;X4;2021;6190000;https://auto.drom.ru/moscow/bmw/x4/51972729.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;46 656 км;левый;2 поколение;белый;;xDrive 20d AT M Sport;;
BMW;X3;2021;4785000;https://auto.drom.ru/moscow/bmw/x3/51613424.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;17 760 км;левый;3 поколение;черный;;;;
BMW;X3;2021;5650000;https://auto.drom.ru/moscow/bmw/x3/308395850.html;Цвет не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;9 700 км;левый;3 поколение;черный;;xDrive 20i AT Luxury;;
BMW;X7;2021;10200000;https://auto.drom.ru/moscow/bmw/x7/653778418.html;;;;;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;48 440 км, без пробега по РФ;левый;1 поколение;серый;;;;
BMW;X5;2021;7748000;https://auto.drom.ru/moscow/bmw/x5/891799685.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;79 599 км;левый;4 поколение;черный;;;;
BMW;3-Series;2021;4173000;https://auto.drom.ru/kazan/bmw/3-series/465861437.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;150 л.с., налог;АКПП;задний;31 502 км;левый;7 поколение;синий;седан;318d AT Sport Line;;
BMW;2-Series;2021;3545000;https://auto.drom.ru/spb/bmw/2-series/155938263.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;140 л.с., налог;робот;передний;9 300 км;левый;1 поколение, рестайлинг;серый;седан;;;
BMW;X7;2021;8778969;https://auto.drom.ru/minsk/bmw/x7/54003504.html;;;;;Минске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;46 000 км;левый;1 поколение;синий;;xDrive30d AT Exclusive;;
BMW;3-Series;2021;3317526;https://auto.drom.ru/minsk/bmw/3-series/52843325.html;;;;;Минске;бензин, 2.0 л;258 л.с., налог;АКПП;задний;29 000 км;левый;7 поколение;белый;седан;330i AT Luxury;;
BMW;X5;2021;10900000;https://auto.drom.ru/moscow/bmw/x5/480104032.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 4.4 л;600 л.с., налог;АКПП;4WD;64 088 км;левый;4 поколение;черный;;M SE;;
BMW;3-Series;2021;4270000;https://auto.drom.ru/moscow/bmw/3-series/589452761.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;34 200 км;левый;7 поколение;серый;седан;;;
BMW;X4;2021;5790000;https://auto.drom.ru/spb/bmw/x4/515742407.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;37 035 км;левый;2 поколение;черный;;xDrive 20d AT M Sport;;
BMW;5-Series;2021;5699789;https://auto.drom.ru/spb/bmw/5-series/135197260.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;30 337 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;M5;2021;16800000;https://auto.drom.ru/moscow/bmw/m5/345919923.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;635 л.с., налог;АКПП;4WD;14 420 км;левый;6 поколение, рестайлинг;зеленый;седан;;;
BMW;X7;2021;11299000;https://auto.drom.ru/spb/bmw/x7/734927189.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;56 696 км;левый;1 поколение;серый;;xDrive30d AT M Sport Pro;;
BMW;X7;2021;12475000;https://auto.drom.ru/moscow/bmw/x7/742249745.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;34 393 км;левый;1 поколение;черный;;;;
BMW;3-Series;2021;3799000;https://auto.drom.ru/ivanovo/bmw/3-series/874513373.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Иваново;дизель, 2.0 л;150 л.с., налог;АКПП;задний;32 390 км;левый;7 поколение;красный;седан;;;
BMW;5-Series;2021;4635000;https://auto.drom.ru/moscow/bmw/5-series/53996973.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;82 875 км;левый;7 поколение, рестайлинг;черный;седан;520d AT;;
BMW;X5;2021;8700000;https://auto.drom.ru/ulyanovsk/bmw/x5/53710325.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Ульяновске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;80 000 км;левый;4 поколение;черный;;xDrive 30d AT M Sport Pro;;
BMW;5-Series;2021;4800000;https://auto.drom.ru/moscow/bmw/5-series/944753640.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;126 666 км;левый;7 поколение, рестайлинг;черный;седан;520d AT;;
BMW;7-Series;2021;7750000;https://auto.drom.ru/moscow/bmw/7-series/53707774.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;8 000 км;левый;6 поколение, рестайлинг;черный;;;;
BMW;X6;2021;13399000;https://auto.drom.ru/spb/bmw/x6/53704412.html;Цвет не совпадает с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 4.4 л;600 л.с., налог;АКПП;4WD;28 223 км;левый;3 поколение;синий;;;;
BMW;X3;2021;6200000;https://auto.drom.ru/molodechno/bmw/x3/52877298.html;;;;;Молодечно;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;27 000 км;левый;3 поколение, рестайлинг;белый;;xDrive M40i AT M Special;;
BMW;6-Series Gran Turismo;2021;6150000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/52866337.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;56 500 км;левый;1 поколение, рестайлинг;серый;;;;
BMW;X4;2021;6359000;https://auto.drom.ru/nizhniy-novgorod/bmw/x4/52863536.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;65 500 км;левый;2 поколение;красный;;;;
BMW;3-Series;2021;3950000;https://auto.drom.ru/kostroma/bmw/3-series/317391954.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Костроме;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;121 000 км;левый;7 поколение;черный;седан;320i AT xDrive Sport Line;;
BMW;3-Series;2021;4750000;https://auto.drom.ru/moscow/bmw/3-series/53230262.html;;;;;Москве;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;21 000 км;левый;7 поколение;белый;седан;330i AT xDrive M Sport;;
BMW;3-Series;2021;4084000;https://auto.drom.ru/kazan/bmw/3-series/685274681.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;156 л.с., налог;АКПП;задний;42 104 км;левый;7 поколение;белый;седан;318i AT SE;;
BMW;X4;2021;5595000;https://auto.drom.ru/yaroslavl/bmw/x4/349874036.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Ярославле;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;24 600 км;левый;2 поколение;красный;;;;
BMW;5-Series;2021;5250000;https://auto.drom.ru/spb/bmw/5-series/702228094.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;195 л.с., налог;АКПП;задний;53 000 км;левый;7 поколение, рестайлинг;серый;седан;520d AT Base;;
BMW;X3;2021;8224508;https://auto.drom.ru/minsk/bmw/x3/206974655.html;;;;;Минске;бензин, 3.0 л;510 л.с., налог;АКПП;4WD;27 000 км;левый;3 поколение, рестайлинг;черный;;M Competition;;
BMW;5-Series;2021;5900000;https://auto.drom.ru/moscow/bmw/5-series/163239394.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;195 л.с., налог;АКПП;4WD;57 000 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive M Sport Pure;;
BMW;5-Series;2021;7550000;https://auto.drom.ru/moscow/bmw/5-series/53552835.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;46 000 км;левый;7 поколение, рестайлинг;серый;седан;;;
BMW;5-Series;2021;4480700;https://auto.drom.ru/moscow/bmw/5-series/438087905.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;102 823 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;3-Series;2021;5490000;https://auto.drom.ru/moscow/bmw/3-series/53995997.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;12 767 км;левый;7 поколение;черный;седан;320d AT xDrive M Sport Pro;;
BMW;8-Series;2021;11200000;https://auto.drom.ru/moscow/bmw/8-series/53696196.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;57 877 км;левый;2 поколение;зеленый;седан;840d AT xDrive Venezia Edition;;
BMW;5-Series;2021;7555000;https://auto.drom.ru/moscow/bmw/5-series/53297959.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;57 707 км;левый;7 поколение, рестайлинг;серый;седан;;;
BMW;X6;2021;9949700;https://auto.drom.ru/moscow/bmw/x6/52795063.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;33 965 км;левый;3 поколение;белый;;xDrive 40d AT M Sport Pro;;
BMW;5-Series;2021;4990000;https://auto.drom.ru/moscow/bmw/5-series/630961363.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;89 105 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;X5;2021;7490000;https://auto.drom.ru/saratov/bmw/x5/936410324.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;дизель, 2.0 л;231 л.с., налог;АКПП;4WD;83 810 км;левый;4 поколение;серый;;;;
BMW;5-Series;2021;4600000;https://auto.drom.ru/moscow/bmw/5-series/598549707.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;12 668 км;левый;7 поколение, рестайлинг;черный;седан;520d AT;;
BMW;X5;2021;6459473;https://auto.drom.ru/minsk/bmw/x5/53676190.html;;;;;Минске;дизель, 2.0 л;231 л.с., налог;АКПП;4WD;52 000 км;левый;4 поколение;черный;;xDrive25d AT xLine;;
BMW;X4;2021;6399000;https://auto.drom.ru/spb/bmw/x4/663344715.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;34 824 км;левый;2 поколение;красный;;;;
BMW;X3;2021;3645582;https://auto.drom.ru/minsk/bmw/x3/52837176.html;;;;;Минске;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;12 500 км;левый;3 поколение;черный;;;;
