Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;
BMW;5-Series;2020;3680000;https://auto.drom.ru/moscow/bmw/5-series/152436152.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;59 000 км;левый;7 поколение, рестайлинг;белый;седан;530d AT xDrive M Sport Pro;требуется ремонт или не на ходу;
BMW;X5;2020;8500000;https://auto.drom.ru/moscow/bmw/x5/140851766.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;45 000 км;левый;4 поколение;черный;;;;
BMW;X5;2020;8180000;https://auto.drom.ru/moscow/bmw/x5/53562904.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;39 000 км, без пробега по РФ;левый;4 поколение;серый;;xDrive30d AT M Sport;;
BMW;X3;2020;4815000;https://auto.drom.ru/moscow/bmw/x3/53598612.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;63 000 км, без пробега по РФ;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;5-Series;2020;5753000;https://auto.drom.ru/moscow/bmw/5-series/285022149.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;71 754 км;левый;7 поколение;черный;седан;;;
BMW;X6;2020;8390000;https://auto.drom.ru/moscow/bmw/x6/344848518.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;81 123 км;левый;3 поколение;черный;;;;
BMW;X1;2020;3020000;https://auto.drom.ru/spb/bmw/x1/686360576.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;140 л.с., налог;робот;передний;73 600 км;левый;2 поколение, рестайлинг;черный;;;;
BMW;X1;2020;4049000;https://auto.drom.ru/moscow/bmw/x1/351838987.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;192 л.с., налог;АКПП;4WD;37 415 км;левый;2 поколение, рестайлинг;коричневый;;xDrive 20i AT Advantage;;
BMW;3-Series;2020;3078000;https://auto.drom.ru/moscow/bmw/3-series/53086477.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;задний;45 145 км;левый;7 поколение;синий;седан;;;
BMW;1-Series;2020;2890000;https://auto.drom.ru/spb/bmw/1-series/53873708.html;;;;;Санкт-Петербурге;дизель, 2.0 л;150 л.с., налог;АКПП;передний;20 522 км;левый;3 поколение;синий;хэтчбек 5 дв.;118d AT M Sport;;
BMW;5-Series;2020;4485000;https://auto.drom.ru/moscow/bmw/5-series/53868201.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;74 208 км;левый;7 поколение;синий;седан;;;
BMW;7-Series;2020;6459000;https://auto.drom.ru/moscow/bmw/7-series/53508990.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;73 371 км;левый;6 поколение, рестайлинг;серый;;730d AT xDrive Base;;
BMW;X5;2020;8350000;https://auto.drom.ru/moscow/bmw/x5/53084994.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;68 798 км;левый;4 поколение;черный;;;;
BMW;X5;2020;8950000;https://auto.drom.ru/odintsovo/bmw/x5/54154844.html;;;;;Одинцове;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;27 000 км, без пробега по РФ;левый;4 поколение;белый;;xDrive30d AT M Sport;;
BMW;5-Series;2020;5150000;https://auto.drom.ru/moscow/bmw/5-series/54154669.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;34 450 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;3-Series;2020;4300000;https://auto.drom.ru/moscow/bmw/3-series/54153349.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;66 000 км;левый;7 поколение;серый;седан;320d AT xDrive M Sport Pure;;
BMW;X3;2020;4250000;https://auto.drom.ru/moscow/bmw/x3/53771490.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;124 000 км, без пробега по РФ;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;X6;2020;13700000;https://auto.drom.ru/moscow/bmw/x6/53422293.html;;;;;Москве;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;22 000 км;левый;3 поколение;белый;;M Competition;;
BMW;X3;2020;3937000;https://auto.drom.ru/solnechnogorsk/bmw/x3/52552650.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Солнечногорске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;100 867 км;левый;3 поколение;черный;;;;
BMW;X4;2020;4650000;https://auto.drom.ru/pskov/bmw/x4/47030634.html;;;;;Пскове;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;13 500 км;левый;2 поколение;черный;;xDrive 20d AT M Sport;;
BMW;5-Series;2020;4550000;https://auto.drom.ru/pskov/bmw/5-series/47030808.html;;;;;Пскове;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;42 000 км;левый;7 поколение;серый;седан;520d AT xDrive M Sport;;
BMW;X6;2020;8490000;https://auto.drom.ru/moscow/bmw/x6/54147341.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;91 437 км;левый;3 поколение;черный;;;;
BMW;3-Series;2020;3295000;https://auto.drom.ru/spb/bmw/3-series/54147289.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;96 833 км;левый;7 поколение;серый;седан;320i AT xDrive M Sport Pure;;
BMW;5-Series;2020;4200000;https://auto.drom.ru/moscow/bmw/5-series/53487158.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;2.0 л;;автомат;;50 450 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2020;5500000;https://auto.drom.ru/domodedovo/bmw/5-series/53862102.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Домодедово;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;17 500 км;левый;7 поколение;белый;седан;520d AT xDrive M Sport;;
BMW;X3;2020;5500000;https://auto.drom.ru/moscow/bmw/x3/53944651.html;;;;;Москве;дизель, 3.0 л;265 л.с., налог;автомат;4WD;76 000 км, без пробега по РФ;левый;3 поколение;черный;;;;
BMW;5-Series;2021;5880000;https://auto.drom.ru/moscow/bmw/5-series/54146107.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;44 830 км;левый;7 поколение, рестайлинг;черный;седан;;;
BMW;7-Series;2021;8999000;https://auto.drom.ru/spb/bmw/7-series/53866707.html;;;;;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;24 306 км;левый;6 поколение, рестайлинг;черный;;;;
BMW;X6;2021;10650000;https://auto.drom.ru/moscow/bmw/x6/53864895.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;23 000 км;левый;3 поколение;черный;;;;
BMW;X1;2021;3649000;https://auto.drom.ru/yaroslavl/bmw/x1/53861279.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Ярославле;бензин, 1.5 л;140 л.с., налог;робот;передний;28 054 км;левый;2 поколение, рестайлинг;серый;;sDrive 18i SAT Advantage;;
BMW;8-Series;2021;8299000;https://auto.drom.ru/voronezh/bmw/8-series/53858281.html;Мощность двигателя не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;340 л.с., налог;автомат;4WD;71 700 км;левый;;черный;седан;;;
BMW;5-Series;2021;4777000;https://auto.drom.ru/volgograd/bmw/5-series/53857530.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;52 889 км;левый;7 поколение, рестайлинг;синий;седан;520d AT xDrive;;
BMW;3-Series;2021;3999000;https://auto.drom.ru/spb/bmw/3-series/53497374.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;35 167 км;левый;7 поколение;синий;седан;320i AT Sport Line;;
BMW;7-Series;2021;8950000;https://auto.drom.ru/moscow/bmw/7-series/53081380.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;44 133 км;левый;6 поколение, рестайлинг;черный;;;;
BMW;5-Series;2021;4599000;https://auto.drom.ru/spb/bmw/5-series/53069909.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;121 614 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;4-Series;2021;6495000;https://auto.drom.ru/moscow/bmw/4-series/53068996.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;43 276 км;левый;2 поколение;синий;купе;;;
BMW;iX3;2021;5420000;https://auto.drom.ru/moscow/bmw/ix3/52612059.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;электро;286 л.с., налог;АКПП;задний;20 629 км;левый;1 поколение;черный;;;;
BMW;X1;2021;3080000;https://auto.drom.ru/nahabino/bmw/x1/52400008.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Нахабино;бензин, 2.0 л;231 л.с., налог;робот;4WD;29 000 км;левый;2 поколение, рестайлинг;синий;;sDrive28i AT;;
BMW;X5;2021;7300000;https://auto.drom.ru/spb/bmw/x5/52109378.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;56 000 км;левый;4 поколение;черный;;xDrive 40i AT Luxury;;
BMW;X3;2021;6840000;https://auto.drom.ru/moscow/bmw/x3/51762343.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;7 459 км;левый;3 поколение;синий;;;;
BMW;3-Series;2021;4097000;https://auto.drom.ru/moscow/bmw/3-series/752812647.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;83 372 км;левый;7 поколение;черный;седан;320i AT xDrive M Sport Pure;;
BMW;3-Series;2021;4890000;https://auto.drom.ru/spb/bmw/3-series/767157013.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;67 642 км;левый;7 поколение;черный;седан;320d AT xDrive M Sport Pro;;
BMW;X4;2021;7100000;https://auto.drom.ru/moscow/bmw/x4/587344007.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;30 978 км;левый;2 поколение;белый;;xDrive 30d AT M Sport;;
BMW;X5;2021;9200000;https://auto.drom.ru/minsk/bmw/x5/51352898.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;27 100 км;левый;4 поколение;черный;;;;
BMW;X3;2021;5795000;https://auto.drom.ru/himki/bmw/x3/52593924.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 3.0 л;382 л.с., налог;автомат;4WD;8 268 км;левый;;белый;;;;
BMW;X6;2021;9499000;https://auto.drom.ru/spb/bmw/x6/891271175.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;31 849 км;левый;3 поколение;белый;;xDrive 40i AT M Sport Edition 21;;
BMW;X1;2021;3500700;https://auto.drom.ru/moscow/bmw/x1/54144854.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;39 702 км;левый;2 поколение, рестайлинг;синий;;;;
BMW;X3;2021;6500000;https://auto.drom.ru/spb/bmw/x3/53484907.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;41 000 км;левый;3 поколение;синий;;xDrive 30d AT M Sport;;
BMW;X3;2021;4600000;https://auto.drom.ru/moscow/bmw/x3/53456886.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;12 000 км;левый;3 поколение, рестайлинг;черный;;xDrive 30i AT Base;;
BMW;4-Series;2021;6560000;https://auto.drom.ru/moscow/bmw/4-series/52593776.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;27 342 км;левый;2 поколение;синий;купе;;;
BMW;3-Series;2021;9500000;https://auto.drom.ru/moscow/bmw/3-series/51762032.html;;;;;Москве;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;1 400 км;левый;7 поколение;зеленый;седан;M340i AT xDrive M Special;;
BMW;M4;2021;10250000;https://auto.drom.ru/moscow/bmw/m4/54066787.html;;;;;Москве;бензин, 3.0 л;510 л.с., налог;АКПП;4WD;19 970 км;левый;2 поколение;синий;купе;3.0 AT xDrive Competition;;
BMW;2-Series;2021;3687167;https://auto.drom.ru/minsk/bmw/2-series/171641637.html;;;;;Минске;бензин, 2.0 л;230 л.с., налог;автомат;передний;20 000 км;левый;1 поколение, рестайлинг;серый;седан;;;
BMW;X4;2021;7450000;https://auto.drom.ru/moscow/bmw/x4/712578467.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;24 500 км;левый;2 поколение;серый;;;;
BMW;X1;2021;3550000;https://auto.drom.ru/spb/bmw/x1/893863535.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;140 л.с., налог;робот;передний;38 315 км;левый;2 поколение, рестайлинг;серый;;;;
BMW;X3;2021;5500000;https://auto.drom.ru/spb/bmw/x3/762795270.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;64 000 км;левый;3 поколение;белый;;xDrive 30i AT M Sport;;
BMW;X6;2021;11400000;https://auto.drom.ru/spb/bmw/x6/481329442.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;11 992 км;левый;3 поколение;синий;;xDrive 30d AT M Sport Pro;;
BMW;6-Series Gran Turismo;2021;5968313;https://auto.drom.ru/minsk/bmw/6-series_gran_turismo/53463894.html;;;;;Минске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;90 000 км;левый;1 поколение, рестайлинг;черный;;630d AT xDrive Luxury Plus;;
BMW;5-Series;2021;5900000;https://auto.drom.ru/penza/bmw/5-series/531273247.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;дизель, 2.0 л;195 л.с., налог;АКПП;4WD;28 000 км;левый;7 поколение, рестайлинг;белый;седан;;;
BMW;3-Series;2021;3603905;https://auto.drom.ru/minsk/bmw/3-series/926885588.html;;;;;Минске;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;38 000 км, без пробега по РФ;левый;7 поколение;синий;седан;;;
BMW;5-Series;2021;4895700;https://auto.drom.ru/moscow/bmw/5-series/574818629.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;91 203 км;левый;7 поколение, рестайлинг;синий;седан;520d AT;;
BMW;X5;2021;8590000;https://auto.drom.ru/moscow/bmw/x5/163399918.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;77 953 км;левый;4 поколение;белый;;;;
BMW;3-Series;2021;3594757;https://auto.drom.ru/minsk/bmw/3-series/441432751.html;;;;;Минске;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;38 000 км;левый;7 поколение;синий;седан;;;
BMW;X5;2021;8350000;https://auto.drom.ru/moscow/bmw/x5/147671399.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;31 500 км, без пробега по РФ;левый;4 поколение;черный;;xDrive 40i AT M Sport Pure;;
BMW;iX;2021;9600000;https://auto.drom.ru/moscow/bmw/ix/918930669.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;электро;523 л.с., налог;АКПП;4WD;25 000 км;левый;1 поколение;серый;;xDrive50 Suite Sport;;
BMW;6-Series Gran Turismo;2021;7450000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/485952014.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;62 982 км;левый;1 поколение, рестайлинг;белый;;;;
BMW;3-Series;2021;4730000;https://auto.drom.ru/moscow/bmw/3-series/54134572.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;38 800 км;левый;7 поколение;синий;седан;;;
BMW;X5;2021;8890000;https://auto.drom.ru/moscow/bmw/x5/54131318.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;36 201 км;левый;4 поколение;зеленый;;;;
BMW;X4;2021;5879000;https://auto.drom.ru/moscow/bmw/x4/54124908.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;82 866 км;левый;2 поколение;белый;;xDrive 30d AT M Sport;;
BMW;iX;2021;6950000;https://auto.drom.ru/spb/bmw/ix/54124164.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;электро;326 л.с., налог;автомат;4WD;28 229 км;левый;1 поколение;черный;;;;
BMW;X7;2021;10200000;https://auto.drom.ru/moscow/bmw/x7/53841031.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;45 000 км;левый;1 поколение;белый;;xDrive40i AT M Sport Plus;;
BMW;5-Series;2021;7700000;https://auto.drom.ru/moscow/bmw/5-series/53465951.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;34 208 км;левый;7 поколение, рестайлинг;черный;седан;530d AT xDrive M Sport Plus Edition 21;;
BMW;X6;2021;9000000;https://auto.drom.ru/moscow/bmw/x6/52589260.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;17 420 км;левый;3 поколение;черный;;xDrive 40i AT M Sport Pure;;
BMW;5-Series;2021;6350000;https://auto.drom.ru/moscow/bmw/5-series/52148810.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;11 332 км;левый;7 поколение, рестайлинг;черный;седан;520d AT xDrive;;
BMW;7-Series;2021;8295000;https://auto.drom.ru/moscow/bmw/7-series/51616771.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;автомат;4WD;49 467 км;левый;;серый;;;;
BMW;4-Series;2021;5749000;https://auto.drom.ru/spb/bmw/4-series/490430408.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;48 422 км;левый;2 поколение;черный;купе;;;
BMW;7-Series;2021;6626000;https://auto.drom.ru/moscow/bmw/7-series/53462687.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;задний;73 605 км;левый;6 поколение, рестайлинг;черный;;730i AT M Sport Pure;;
BMW;X3;2021;4950000;https://auto.drom.ru/moscow/bmw/x3/54003167.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;59 450 км;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;X5;2021;6700000;https://auto.drom.ru/minsk/bmw/x5/54116907.html;;;;;Минске;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;86 500 км;левый;4 поколение;белый;;;;
BMW;X7;2021;8980000;https://auto.drom.ru/voronezh/bmw/x7/205006640.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;103 489 км;левый;1 поколение;серый;;;;
BMW;5-Series;2021;4350000;https://auto.drom.ru/kazan/bmw/5-series/623725956.html;;;;;Казани;бензин, 2.0 л;184 л.с., налог;АКПП;задний;88 287 км, без пробега по РФ;левый;7 поколение, рестайлинг;белый;седан;;;
BMW;X3;2021;5199000;https://auto.drom.ru/himki/bmw/x3/518089872.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;52 350 км;левый;3 поколение;белый;;;;
BMW;X5;2021;9050000;https://auto.drom.ru/moscow/bmw/x5/54120445.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;44 252 км;левый;4 поколение;серый;;;;
BMW;X5;2021;8450000;https://auto.drom.ru/moscow/bmw/x5/54114316.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;60 414 км;левый;4 поколение;черный;;;;
BMW;X5;2021;8497000;https://auto.drom.ru/moscow/bmw/x5/54112826.html;Цвет не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;54 762 км;левый;4 поколение;синий;;;;
BMW;X4;2021;7345000;https://auto.drom.ru/moscow/bmw/x4/53463215.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;39 260 км;левый;2 поколение;синий;;;;
BMW;X6;2021;11740000;https://auto.drom.ru/moscow/bmw/x6/53452670.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;53 517 км;левый;3 поколение;серый;;xDrive 40d AT M Sport Pro;;
