Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;
BMW;3-Series;2007;865000;https://auto.drom.ru/rybinsk/bmw/3-series/52303874.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Рыбинске;бензин, 2.0 л;129 л.с., налог;механика;задний;седан;серебристый;150 000 км;левый;5 поколение;;;
BMW;3-Series;2007;850000;https://auto.drom.ru/kazan/bmw/3-series/466579519.html;;;;;Казани;бензин, 2.0 л;156 л.с., налог;АКПП;задний;седан;;;левый;5 поколение;320i AT;;
BMW;X3;2007;930000;https://auto.drom.ru/kirov/bmw/x3/54134397.html;;;;;Кирове;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;белый;258 000 км;левый;1 поколение, рестайлинг;xDrive30i AT;;
BMW;3-Series;2007;890000;https://auto.drom.ru/saransk/bmw/3-series/53180553.html;Характеристики совпадают с ПТС;12 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Саранске;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;синий;270 000 км;левый;5 поколение;;;
BMW;3-Series;2007;1300000;https://auto.drom.ru/tver/bmw/3-series/566576730.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Твери;дизель, 2.0 л;177 л.с., налог;механика;задний;универсал;белый;270 000 км;левый;5 поколение;320d MT;;
BMW;X5;2007;1400000;https://auto.drom.ru/moscow/bmw/x5/53165950.html;;;;;Москве;бензин, 4.8 л, ГБО;355 л.с., налог;АКПП;4WD;;серый;150 000 км;левый;2 поколение;xDrive 48i AT Sport;;
BMW;X3;2007;840000;https://auto.drom.ru/moscow/bmw/x3/53918623.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;218 л.с., налог;АКПП;4WD;;черный;224 485 км;левый;1 поколение, рестайлинг;xDrive25i AT;;
BMW;X3;2007;1300000;https://auto.drom.ru/kostroma/bmw/x3/53912913.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Костроме;дизель, 2.0 л;177 л.с., налог;АКПП;4WD;;серый;290 000 км;левый;1 поколение, рестайлинг;xDrive 20d AT;;
BMW;X5;2007;1600000;https://auto.drom.ru/moscow/bmw/x5/742373345.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;264 л.с., налог;АКПП;4WD;;серый;291 000 км;левый;2 поколение;xDrive 30i AT;;
BMW;3-Series;2007;1100000;https://auto.drom.ru/spb/bmw/3-series/884705569.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.5 л;218 л.с., налог;АКПП;4WD;купе;черный;206 000 км;левый;5 поколение;325i AT xDrive;;
BMW;X5;2007;1430000;https://auto.drom.ru/moscow/bmw/x5/374752701.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.8 л;355 л.с., налог;АКПП;4WD;;серый;251 300 км;левый;2 поколение;xDrive 48i AT;;
BMW;X5;2007;1630000;https://auto.drom.ru/volgograd/bmw/x5/339300915.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;черный;307 500 км;левый;2 поколение;;;
BMW;X5;2007;1550000;https://auto.drom.ru/moscow/bmw/x5/190243061.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.8 л;355 л.с., налог;АКПП;4WD;;черный;257 000 км;левый;2 поколение;xDrive 48i AT;;
BMW;3-Series;2007;900000;https://auto.drom.ru/moscow/bmw/3-series/254425661.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;170 л.с., налог;механика;задний;универсал;белый;121 120 км;левый;5 поколение;320i MT;;
BMW;1-Series;2007;700000;https://auto.drom.ru/gorodets/bmw/1-series/53899778.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Городце;бензин, 2.0 л;136 л.с., налог;АКПП;задний;хэтчбек 3 дв.;черный;185 000 км;левый;1 поколение, рестайлинг;118i AT Базовая;;
BMW;X5;2007;1050000;https://auto.drom.ru/moscow/bmw/x5/777674852.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;264 л.с., налог;АКПП;4WD;;черный;380 000 км;левый;2 поколение;xDrive 30i AT;;
BMW;X5;2007;1490000;https://auto.drom.ru/tver/bmw/x5/283409202.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Твери;бензин, 3.0 л;264 л.с., налог;АКПП;4WD;;черный;361 240 км;левый;2 поколение;xDrive 30i AT;;
BMW;X5;2007;1550000;https://auto.drom.ru/spb/bmw/x5/53866226.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;черный;394 000 км;левый;2 поколение;;;
BMW;5-Series;2008;1179900;https://auto.drom.ru/nizhniy-novgorod/bmw/5-series/53497362.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;седан;черный;121 000 км;левый;5 поколение, рестайлинг;;;
BMW;5-Series;2008;1199999;https://auto.drom.ru/kirov/bmw/5-series/51864101.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Кирове;бензин, 2.5 л;218 л.с., налог;АКПП;задний;седан;черный;212 250 км;левый;5 поколение, рестайлинг;525i AT;;
BMW;X5;2008;1779000;https://auto.drom.ru/spb/bmw/x5/715683891.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;231 л.с., налог;АКПП;4WD;;черный;300 000 км;левый;2 поколение;;;
BMW;X6;2008;2100000;https://auto.drom.ru/kalachinsk-saratov/bmw/x6/52167405.html;Характеристики совпадают с ПТС;14 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Калининске;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;199 000 км;левый;1 поколение;xDrive 35i AT;;
BMW;1-Series;2008;650000;https://auto.drom.ru/ruza/bmw/1-series/767340105.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Рузе;бензин, 1.6 л;116 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;18 700 км;левый;1 поколение, рестайлинг;116i AT Base;;
BMW;X6;2008;1850000;https://auto.drom.ru/balashiha/bmw/x6/242664228.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашихе;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;серый;204 000 км;левый;1 поколение;xDrive 35i AT;;
BMW;5-Series;2008;1280000;https://auto.drom.ru/kaluga/bmw/5-series/853039416.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Калуге;бензин, 2.5 л;218 л.с., налог;АКПП;задний;седан;черный;211 400 км;левый;5 поколение, рестайлинг;525i AT;;
BMW;5-Series;2008;950000;https://auto.drom.ru/tula/bmw/5-series/512874216.html;;;;;Туле;бензин, 3.0 л;218 л.с., налог;АКПП;4WD;седан;черный;222 000 км;левый;5 поколение, рестайлинг;;документы с проблемами или отсутствуют;
BMW;X5;2008;1700000;https://auto.drom.ru/vladimir/bmw/x5/662043155.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Есть ограничения;Владимире;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;серый;280 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;X3;2008;1480000;https://auto.drom.ru/kirov/bmw/x3/53839416.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Кирове;дизель, 2.0 л;177 л.с., налог;АКПП;4WD;;белый;;левый;1 поколение, рестайлинг;;;
BMW;X5;2008;1490000;https://auto.drom.ru/nizhniy-novgorod/bmw/x5/53842188.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;черный;154 000 км;левый;2 поколение;xDrive 30i AT;;
BMW;3-Series;2008;900000;https://auto.drom.ru/moscow/bmw/3-series/53840867.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 2.0 л;156 л.с., налог;АКПП;задний;седан;черный;290 000 км;левый;5 поколение, рестайлинг;;;
BMW;7-Series;2008;700000;https://auto.drom.ru/bryansk/bmw/7-series/878591348.html;;;;;Брянске;бензин, 4.0 л;306 л.с., налог;АКПП;задний;;черный;;левый;4 поколение, рестайлинг;;;
BMW;5-Series;2008;1500000;https://auto.drom.ru/kursk/bmw/5-series/53392757.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Курске;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;седан;белый;297 000 км;левый;5 поколение, рестайлинг;535xi AT;;
BMW;5-Series;2008;1180000;https://auto.drom.ru/moscow/bmw/5-series/876298462.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;218 л.с., налог;АКПП;задний;седан;черный;272 099 км;левый;5 поколение, рестайлинг;525i AT;;
BMW;X5;2008;2250000;https://auto.drom.ru/moscow/bmw/x5/53382033.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;белый;198 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;1-Series;2008;850000;https://auto.drom.ru/saratov/bmw/1-series/699368593.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;бензин, 1.6 л;116 л.с., налог;АКПП;задний;хэтчбек 5 дв.;;229 000 км;левый;1 поколение, рестайлинг;116i AT Base;;
BMW;X5;2008;1709496;https://auto.drom.ru/minsk/bmw/x5/53016367.html;;;;;Минске;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;300 620 км;левый;2 поколение;xDrive 35d AT;;
BMW;X5;2008;2150000;https://auto.drom.ru/moscow/bmw/x5/54107022.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;;серый;211 045 км;левый;2 поколение;xDrive 35d AT Base;;
BMW;3-Series;2008;730000;https://auto.drom.ru/spb/bmw/3-series/50560655.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;122 л.с., налог;механика;задний;седан;черный;349 500 км;левый;5 поколение;316i MT;;
BMW;3-Series;2008;2200000;https://auto.drom.ru/spb/bmw/3-series/54108701.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;272 л.с., налог;АКПП;задний;купе;черный;230 000 км;левый;5 поколение;330i AT;;
BMW;X3;2008;1300000;https://auto.drom.ru/voronezh/bmw/x3/52636383.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;177 л.с., налог;АКПП;4WD;;серый;163 243 км;левый;1 поколение, рестайлинг;;;
BMW;X5;2008;2199000;https://auto.drom.ru/moscow/bmw/x5/50912617.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;серый;157 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;5-Series;2008;1478563;https://auto.drom.ru/minsk/bmw/5-series/54097974.html;;;;;Минске;дизель, 3.0 л;197 л.с., налог;АКПП;4WD;седан;синий;288 000 км;левый;5 поколение, рестайлинг;525d  AT xDrive;;
BMW;3-Series;2008;1050000;https://auto.drom.ru/spb/bmw/3-series/709234080.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;156 л.с., налог;АКПП;задний;купе;красный;154 938 км;левый;5 поколение;320i AT;;
BMW;3-Series;2008;950000;https://auto.drom.ru/elektrostal/bmw/3-series/53805464.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Электростали;бензин, 2.5 л;218 л.с., налог;АКПП;4WD;седан;серый;218 000 км;левый;5 поколение;325xi AT;;
BMW;X5;2008;1890000;https://auto.drom.ru/moscow/bmw/x5/168832261.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;черный;260 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;5-Series;2008;1300000;https://auto.drom.ru/saratov/bmw/5-series/315344532.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;бензин, 3.0 л;218 л.с., налог;АКПП;4WD;седан;серебристый;218 000 км;левый;5 поколение, рестайлинг;525xi AT xDrive;;
BMW;3-Series;2008;1050000;https://auto.drom.ru/moscow/bmw/3-series/287882164.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;136 л.с., налог;АКПП;задний;седан;черный;226 208 км;левый;5 поколение, рестайлинг;318i AT Базовая;;
BMW;3-Series;2008;1299000;https://auto.drom.ru/spb/bmw/3-series/501757114.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.5 л;218 л.с., налог;АКПП;задний;купе;черный;181 000 км;левый;5 поколение;325i AT;;
BMW;X5;2008;1600000;https://auto.drom.ru/spb/bmw/x5/52806341.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;;серый;300 000 км;левый;2 поколение;;;
BMW;1-Series;2008;720000;https://auto.drom.ru/vologda/bmw/1-series/53801753.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Вологде;бензин, 2.0 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;205 000 км;левый;1 поколение, рестайлинг;118i AT Base;;
BMW;X5;2008;1370000;https://auto.drom.ru/kazan/bmw/x5/53798488.html;;;;;Казани;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;серебристый;213 000 км;левый;2 поколение;;;
BMW;X5;2008;1830000;https://auto.drom.ru/nizhniy-novgorod/bmw/x5/570758138.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;синий;310 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;1-Series;2008;665000;https://auto.drom.ru/spb/bmw/1-series/281026630.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;115 л.с., налог;автомат;задний;хэтчбек 5 дв.;черный;207 000 км;левый;;;;
BMW;1-Series;2008;795000;https://auto.drom.ru/moscow/bmw/1-series/53780019.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;115 л.с., налог;автомат;задний;хэтчбек 5 дв.;красный;174 000 км;левый;;;;
BMW;X5;2008;2000000;https://auto.drom.ru/moscow/bmw/x5/53406706.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;красный;300 000 км;левый;2 поколение;xDrive 30d AT;;
BMW;3-Series;2008;899000;https://auto.drom.ru/togliatti/bmw/3-series/52517365.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Тольятти;бензин, 2.0 л;136 л.с., налог;АКПП;задний;седан;серый;261 272 км;левый;5 поколение;318i AT;;
BMW;5-Series;2008;1100000;https://auto.drom.ru/spb/bmw/5-series/50837031.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.5 л;218 л.с., налог;АКПП;задний;седан;черный;275 000 км;левый;5 поколение, рестайлинг;525i AT;;
BMW;X5;2008;2080000;https://auto.drom.ru/moscow/bmw/x5/124290064.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;231 л.с., налог;АКПП;4WD;;черный;262 873 км;левый;2 поколение;;;
BMW;X5;2008;1650000;https://auto.drom.ru/korolev/bmw/x5/53359302.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Королёве;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;серый;240 000 км;левый;2 поколение;xDrive 30i AT Base;;
BMW;X6;2008;1720000;https://auto.drom.ru/moscow/bmw/x6/51667482.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;зеленый;250 000 км;левый;1 поколение;xDrive 35i AT;;
BMW;X6;2008;1810000;https://auto.drom.ru/moscow/bmw/x6/701374514.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;красный;226 052 км;левый;1 поколение;xDrive 35i AT;;
BMW;X3;2008;949000;https://auto.drom.ru/moscow/bmw/x3/54047841.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;черный;204 258 км;левый;1 поколение, рестайлинг;;;
BMW;3-Series;2008;670000;https://auto.drom.ru/vladimir/bmw/3-series/54054478.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Есть ограничения;Владимире;бензин, 2.0 л;136 л.с., налог;АКПП;задний;седан;красный;199 700 км;левый;5 поколение;318i AT;требуется ремонт или не на ходу, документы с проблемами или отсутствуют;
BMW;X6;2008;1799900;https://auto.drom.ru/voronezh/bmw/x6/54047793.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;;черный;283 565 км;левый;1 поколение;xDrive 35d AT;;
BMW;X5;2008;1700000;https://auto.drom.ru/moscow/bmw/x5/52495274.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.8 л;355 л.с., налог;АКПП;4WD;;черный;264 000 км;левый;2 поколение;xDrive 48i AT Luxury;;
BMW;X5;2008;1700000;https://auto.drom.ru/moscow/bmw/x5/52058906.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;272 л.с., налог;АКПП;4WD;;черный;250 000 км;левый;2 поколение;;;
BMW;X5;2008;1500000;https://auto.drom.ru/kaluga/bmw/x5/155192472.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Калуге;бензин, 4.8 л;355 л.с., налог;АКПП;4WD;;черный;279 000 км;левый;2 поколение;;;
BMW;3-Series;2008;850000;https://auto.drom.ru/petushki/bmw/3-series/827799686.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Петушках;бензин, 2.0 л;156 л.с., налог;АКПП;задний;седан;синий;230 000 км;левый;5 поколение;320i AT;;
BMW;X5;2008;1718830;https://auto.drom.ru/minsk/bmw/x5/53751458.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Есть ограничения;Минске;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;коричневый;309 500 км;левый;2 поколение;xDrive 30d AT;;
BMW;5-Series;2008;1320000;https://auto.drom.ru/bryansk/bmw/5-series/53370817.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Брянске;бензин, 2.0 л;170 л.с., налог;АКПП;задний;седан;серый;265 000 км;левый;5 поколение, рестайлинг;520i AT;;
BMW;1-Series;2008;825000;https://auto.drom.ru/moscow/bmw/1-series/51247112.html;Характеристики совпадают с ПТС;15 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;116 л.с., налог;АКПП;задний;хэтчбек 3 дв.;черный;201 000 км;левый;1 поколение, рестайлинг;116i AT Базовая;;
BMW;5-Series;2008;1234878;https://auto.drom.ru/minsk/bmw/5-series/380906590.html;;;;;Минске;бензин, 3.0 л;272 л.с., налог;АКПП;задний;седан;черный;281 000 км;левый;5 поколение, рестайлинг;530i AT;;
BMW;X5;2008;1999999;https://auto.drom.ru/penza/bmw/x5/828049110.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;;черный;279 700 км;левый;2 поколение;xDrive 35d AT Base;;
BMW;X6;2008;2450000;https://auto.drom.ru/sergach/bmw/x6/897833866.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Сергаче;бензин, 4.4 л;408 л.с., налог;АКПП;4WD;;белый;115 000 км;левый;1 поколение;xDrive 50i AT;;
BMW;X5;2008;1840000;https://auto.drom.ru/moscow/bmw/x5/53746706.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;235 л.с., налог;АКПП;4WD;;черный;243 400 км;левый;2 поколение;xDrive 30d AT;;
BMW;3-Series;2008;1500000;https://auto.drom.ru/moscow/bmw/3-series/53745439.html;Характеристики совпадают с ПТС;14 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;218 л.с., налог;АКПП;задний;купе;черный;220 000 км;левый;5 поколение;325i AT;;
BMW;X5;2008;1850000;https://auto.drom.ru/kolomna/bmw/x5/53353406.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Коломне;дизель, 3.0 л;211 л.с., налог;автомат;4WD;;серый;363 500 км;левый;2 поколение;;;
BMW;X6;2008;1360000;https://auto.drom.ru/moscow/bmw/x6/166900394.html;Цвет не совпадает с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;голубой;;левый;1 поколение;xDrive 35i AT;;
