Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
BMW;X7;2022;17499000;https://auto.drom.ru/moscow/bmw/x7/52872919.html;;;;;Москве;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;10 275 км;левый;1 поколение;серый;;;;;
BMW;M8;2022;19500000;https://auto.drom.ru/spb/bmw/m8/52427426.html;;;;;Санкт-Петербурге;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;4 446 км;левый;1 поколение;серый;открытый;;;;
BMW;X5;2022;8700000;https://auto.drom.ru/moscow/bmw/x5/834873971.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;24 000 км;левый;4 поколение;синий;;;;;
BMW;X5;2022;10789000;https://auto.drom.ru/moscow/bmw/x5/778758272.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;3 653 км;левый;4 поколение;синий;;;;;
BMW;X6;2022;14400000;https://auto.drom.ru/moscow/bmw/x6/53701467.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение;белый;;xDrive 40i AT Base;;WBA**************;
BMW;X6;2022;18770000;https://auto.drom.ru/moscow/bmw/x6/53989434.html;;;;;Москве;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;83 км;левый;3 поколение;красный;;M Competition M Special;;;
BMW;X7;2022;14250000;https://auto.drom.ru/moscow/bmw/x7/53249446.html;;;;;Москве;бензин, 3.0 л;381 л.с., налог;АКПП;4WD;9 000 км;левый;1 поколение, рестайлинг;серый;;xDrive40i AT;;;
BMW;X3;2022;6699000;https://auto.drom.ru/moscow/bmw/x3/53208646.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;10 174 км, без пробега по РФ;левый;3 поколение, рестайлинг;синий;;xDrive 20d AT M Sport Pure;;;
BMW;X7;2022;15000000;https://auto.drom.ru/moscow/bmw/x7/52836518.html;;;;;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;1 км;левый;1 поколение;черный;;xDrive40d AT M Sport Pro;;;
BMW;5-Series;2022;7449000;https://auto.drom.ru/moscow/bmw/5-series/262592028.html;;;;;Москве;бензин, 2.0 л;252 л.с., налог;АКПП;4WD;8 906 км;левый;7 поколение, рестайлинг;белый;седан;530i AT xDrive;;;
BMW;X5;2022;9500000;https://auto.drom.ru/kazan/bmw/x5/873922235.html;;;;;Казани;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;4 526 км;левый;4 поколение;черный;;;;;
BMW;X5;2022;9500000;https://auto.drom.ru/kazan/bmw/x5/827215330.html;;;;;Казани;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;19 690 км;левый;4 поколение;белый;;;;;
BMW;3-Series;2022;5650000;https://auto.drom.ru/spb/bmw/3-series/326225802.html;;;;;Санкт-Петербурге;бензин, 3.0 л;387 л.с., налог;АКПП;4WD;30 000 км;левый;7 поколение;белый;седан;M340i AT xDrive M Special Edition 21;;;
BMW;X4;2022;5535371;https://auto.drom.ru/minsk/bmw/x4/53671798.html;;;;;Минске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;49 000 км;левый;2 поколение, рестайлинг;черный;;xDrive 20d AT M Sport Pure;;;
BMW;iX;2022;6942409;https://auto.drom.ru/minsk/bmw/ix/53975453.html;;;;;Минске;электро;326 л.с., налог;АКПП;4WD;9 000 км;левый;1 поколение;серый;;;;;
BMW;X5;2022;9050000;https://auto.drom.ru/moscow/bmw/x5/911708792.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;34 622 км;левый;4 поколение;черный;;;;;
BMW;X5;2022;9139000;https://auto.drom.ru/voronezh/bmw/x5/477613387.html;;;;;Воронеже;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;14 556 км;левый;4 поколение;белый;;;;;
BMW;X1;2022;3500777;https://auto.drom.ru/spb/bmw/x1/390481716.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;140 л.с., налог;робот;передний;26 000 км;левый;2 поколение, рестайлинг;коричневый;;sDrive 18i SAT Advantage;;;
BMW;X6;2023;14950000;https://auto.drom.ru/moscow/bmw/x6/580865289.html;;;;;Москве;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;30 000 км;левый;3 поколение, рестайлинг;серый;;M60i AT;;;
BMW;iX3;2023;7850000;https://auto.drom.ru/volgograd/bmw/ix3/54020708.html;;;;;Волгограде;электро;286 л.с., налог;АКПП;задний;36 км;левый;1 поколение, рестайлинг;синий;;;;;
BMW;X7;2023;17700000;https://auto.drom.ru/moscow/bmw/x7/694136656.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;автомат;4WD;новый автомобиль;левый;;серый;;;;WBA**************;
BMW;X6;2023;17755900;https://auto.drom.ru/moscow/bmw/x6/54019097.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение, рестайлинг;черный;;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;21020895;https://auto.drom.ru/moscow/bmw/x5/54019086.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение;синий;;;;WBA**************;
BMW;X5;2023;15805900;https://auto.drom.ru/moscow/bmw/x5/54019071.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;381 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;серый;;;;WBA**************;
BMW;X5;2023;15680900;https://auto.drom.ru/moscow/bmw/x5/54019061.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;синий;;;;WBA**************;
BMW;X5;2023;15400000;https://auto.drom.ru/moscow/bmw/x5/461377950.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;64 км;левый;4 поколение, рестайлинг;синий;;xDrive30d AT;;;
BMW;X5;2023;14250000;https://auto.drom.ru/moscow/bmw/x5/408164014.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;65 км;левый;4 поколение, рестайлинг;черный;;xDrive30d AT;;;
BMW;iX;2023;8299000;https://auto.drom.ru/spb/bmw/ix/750619183.html;;;;;Санкт-Петербурге;электро;;автомат;4WD;22 257 км;левый;1 поколение;белый;;;;;
BMW;5-Series;2023;8650000;https://auto.drom.ru/moscow/bmw/5-series/53965404.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;новый автомобиль;левый;7 поколение, рестайлинг;серый;седан;530i AT xDrive Base;;WBA**************;
BMW;X5;2023;14500000;https://auto.drom.ru/moscow/bmw/x5/53707511.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;белый;;;;WBA**************;
BMW;5-Series;2023;9400000;https://auto.drom.ru/moscow/bmw/5-series/53707505.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;новый автомобиль;левый;7 поколение, рестайлинг;черный;седан;530i AT xDrive Base;;WBA**************;
BMW;X3;2023;9300000;https://auto.drom.ru/moscow/bmw/x3/53707481.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение, рестайлинг;белый;;xDrive 20d AT M Sport Pure;;WBA**************;
BMW;X6;2023;15900000;https://auto.drom.ru/moscow/bmw/x6/53707463.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение, рестайлинг;серый;;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;13100000;https://auto.drom.ru/moscow/bmw/x6/53707462.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение;коричневый;;xDrive30d;;WBA**************;
BMW;XM;2023;22900000;https://auto.drom.ru/moscow/bmw/xm/53707461.html;;;;;Москве;бензин, 4.4 л, гибрид;653 л.с., налог;автомат;4WD;новый автомобиль;левый;;синий;;;;WBS**************;
BMW;X5;2023;16300000;https://auto.drom.ru/moscow/bmw/x5/53707453.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;черный;;;;WBA**************;
BMW;X5;2023;15400000;https://auto.drom.ru/moscow/bmw/x5/53707384.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;черный;;;;WBA**************;
BMW;X5;2023;16300000;https://auto.drom.ru/moscow/bmw/x5/53707365.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;серый;;;;WBA**************;
BMW;X6;2023;15800000;https://auto.drom.ru/moscow/bmw/x6/53707354.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение, рестайлинг;синий;;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;13800000;https://auto.drom.ru/moscow/bmw/x5/53707342.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение;белый;;xDrive 40i AT Base;;WBA**************;
BMW;X5;2023;16000000;https://auto.drom.ru/moscow/bmw/x5/53707335.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение, рестайлинг;серый;;;;WBA**************;
BMW;X5;2023;13950000;https://auto.drom.ru/moscow/bmw/x5/53707318.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;новый автомобиль;левый;4 поколение;черный;;xDrive 40i AT Base;;WBA**************;
BMW;X6;2023;16350000;https://auto.drom.ru/moscow/bmw/x6/53707278.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;новый автомобиль;левый;3 поколение, рестайлинг;синий;;xDrive30d AT M Sport;;WBA**************;
