Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;GLC;2021;5700000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/47559483.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин;;автомат;;;черный;12 915 км;левый;1 поколение, рестайлинг;;;;
Mercedes-Benz;S-Class;2021;25855000;https://auto.drom.ru/moscow/mercedes-benz/s-class/45295113.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;седан;черный;;левый;7 поколение;S580 4MATIC Luxury;;;
Mercedes-Benz;GLB-Class;2021;5005000;https://auto.drom.ru/moscow/mercedes-benz/glb/568577528.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;робот;4WD;;синий;20 630 км;левый;1 поколение;;;;
Mercedes-Benz;GLE;2021;9299000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/631314004.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;19 481 км;левый;2 поколение;;;;
Mercedes-Benz;GLE;2021;7800000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/53916820.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;72 570 км;левый;2 поколение;GLE 300 d 4MATIC Sport Plus;;;
Mercedes-Benz;S-Class;2021;13850000;https://auto.drom.ru/moscow/mercedes-benz/s-class/713832843.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;седан;черный;59 200 км;левый;7 поколение;;;;
Mercedes-Benz;S-Class;2021;13500000;https://auto.drom.ru/moscow/mercedes-benz/s-class/54043137.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;седан;серый;47 200 км;левый;7 поколение;S450 4MATIC AMG Line L;;;
Mercedes-Benz;GLA-Class;2021;4295000;https://auto.drom.ru/moscow/mercedes-benz/gla-class/589462953.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.3 л;150 л.с., налог;робот;4WD;;белый;22 415 км;левый;2 поколение;;;;
Mercedes-Benz;C-Class;2021;5840000;https://auto.drom.ru/moscow/mercedes-benz/c-class/755533689.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;197 л.с., налог;автомат;4WD;седан;синий;2 596 км;левый;;;;;
Mercedes-Benz;GLS-Class;2021;5300000;https://auto.drom.ru/spb/mercedes-benz/gls-class/700697930.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;;черный;32 000 км;левый;2 поколение;GLS 400 d 4MATIC Premium;требуется ремонт или не на ходу;;
Mercedes-Benz;GLE;2021;15280000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/51092541.html;;;;;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;;;;левый;2 поколение;GLE 400 d 4MATIC Luxury;;;
