Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;
BMW;X4;2016;2890000;https://auto.drom.ru/chehov/bmw/x4/54039814.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Чехове;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;196 000 км;левый;1 поколение;;
BMW;X3;2016;2830000;https://auto.drom.ru/moscow/bmw/x3/601230102.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;126 599 км;левый;2 поколение, рестайлинг;;
BMW;X6;2016;3599856;https://auto.drom.ru/kazan/bmw/x6/53345059.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;коричневый;241 500 км;левый;2 поколение;;
BMW;X1;2016;1995000;https://auto.drom.ru/moscow/bmw/x1/54019376.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;передний;;синий;144 764 км;левый;2 поколение;;
BMW;X5;2016;4990000;https://auto.drom.ru/cheboksary/bmw/x5/53736875.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Чебоксарах;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;белый;99 000 км;левый;3 поколение;xDrive M50d AT;
BMW;X6;2016;3512000;https://auto.drom.ru/kazan/bmw/x6/464044438.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;173 032 км;левый;2 поколение;;
BMW;X5;2016;3799000;https://auto.drom.ru/spb/bmw/x5/52430178.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;141 000 км;левый;3 поколение;;
BMW;3-Series;2016;2180000;https://auto.drom.ru/spb/bmw/3-series/53686042.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;автомат;4WD;лифтбек;черный;220 000 км;левый;;;
BMW;5-Series;2016;1824550;https://auto.drom.ru/spb/bmw/5-series/836072147.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;синий;222 500 км;левый;;;
BMW;X6;2016;3997792;https://auto.drom.ru/spb/bmw/x6/253245015.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;коричневый;130 869 км;левый;2 поколение;;
BMW;X4;2016;3450000;https://auto.drom.ru/moscow/bmw/x4/778293866.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серый;94 800 км;левый;1 поколение;xDrive 30d AT;
BMW;5-Series;2016;2295700;https://auto.drom.ru/moscow/bmw/5-series/182159122.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;серый;129 733 км;левый;;;
BMW;X4;2016;3049500;https://auto.drom.ru/moscow/bmw/x4/53246739.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;97 111 км;левый;1 поколение;;
BMW;7-Series;2016;3560000;https://auto.drom.ru/voronezh/bmw/7-series/52809825.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;;серый;212 497 км;левый;6 поколение;;
BMW;X4;2016;3100000;https://auto.drom.ru/moscow/bmw/x4/52802935.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;94 258 км;левый;1 поколение;;
BMW;X1;2016;2008000;https://auto.drom.ru/moscow/bmw/x1/52830237.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;192 л.с., налог;автомат;4WD;;коричневый;117 900 км;левый;2 поколение;;
BMW;X4;2016;2770378;https://auto.drom.ru/minsk/bmw/x4/53649482.html;;;;;Минске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;синий;100 942 км;левый;1 поколение;;
BMW;X6;2016;3900000;https://auto.drom.ru/moscow/bmw/x6/227353913.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;белый;77 036 км;левый;2 поколение;;
BMW;X6;2016;4234202;https://auto.drom.ru/minsk/bmw/x6/53637310.html;;;;;Минске;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;черный;185 000 км;левый;2 поколение;;
BMW;3-Series;2016;2140000;https://auto.drom.ru/moscow/bmw/3-series/53648494.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;;173 000 км;левый;6 поколение, рестайлинг;320i AT;
BMW;5-Series;2016;2700000;https://auto.drom.ru/moscow/bmw/5-series/53647111.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;85 000 км;левый;6 поколение, рестайлинг;520i AT M Sport;
BMW;X5;2016;4650000;https://auto.drom.ru/moscow/bmw/x5/677585833.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;185 000 км;левый;3 поколение;xDrive 35i AT;
BMW;6-Series;2016;3229000;https://auto.drom.ru/spb/bmw/6-series/53243142.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;купе;белый;88 000 км;левый;3 поколение, рестайлинг;;
BMW;3-Series;2016;2135000;https://auto.drom.ru/spb/bmw/3-series/933156981.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;синий;234 000 км;левый;6 поколение, рестайлинг;;
BMW;X4;2016;2749000;https://auto.drom.ru/kazan/bmw/x4/731412580.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;серый;169 518 км;левый;1 поколение;;
BMW;3-Series;2016;2400000;https://auto.drom.ru/moscow/bmw/3-series/616828769.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;290 000 км;левый;6 поколение, рестайлинг;320d AT xDrive Luxury Line;
BMW;X1;2016;2310000;https://auto.drom.ru/kazan/bmw/x1/53904537.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;150 000 км;левый;2 поколение;;
BMW;X5;2016;3150000;https://auto.drom.ru/saransk/bmw/x5/53630198.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Саранске;2.0 л;245 л.с., налог;автомат;;;серебристый;164 961 км;левый;;;
BMW;3-Series;2016;2200000;https://auto.drom.ru/kazan/bmw/3-series/553172471.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;111 269 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;3945000;https://auto.drom.ru/spb/bmw/x6/210725108.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;белый;188 000 км;левый;2 поколение;;
BMW;5-Series;2016;1590000;https://auto.drom.ru/moscow/bmw/5-series/108839029.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;белый;340 501 км;левый;;;
BMW;5-Series;2016;2147987;https://auto.drom.ru/spb/bmw/5-series/366857516.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;142 628 км;левый;;;
BMW;X6;2016;3945700;https://auto.drom.ru/moscow/bmw/x6/902348025.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;152 889 км;левый;2 поколение;;
BMW;X5;2016;3980000;https://auto.drom.ru/moscow/bmw/x5/53962197.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;143 000 км;левый;3 поколение;xDrive 30d AT Luxury;
BMW;4-Series;2016;2412000;https://auto.drom.ru/kazan/bmw/4-series/53962176.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;задний;купе;белый;179 654 км;левый;1 поколение;;
BMW;X5;2016;5100000;https://auto.drom.ru/tula/bmw/x5/53956797.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;черный;88 000 км;левый;3 поколение;M;
BMW;i8;2016;6300000;https://auto.drom.ru/kazan/bmw/i8/53566571.html;;;;;Казани;бензин, 1.5 л, гибрид;231 л.с., налог;АКПП;4WD;купе;серый;93 000 км;левый;1 поколение;1.5 AT;
BMW;X5;2016;4410000;https://auto.drom.ru/moscow/bmw/x5/823397951.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;синий;146 731 км;левый;3 поколение;;
BMW;X5;2016;4099999;https://auto.drom.ru/kaluga/bmw/x5/428977986.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Калуге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;175 000 км;левый;3 поколение;xDrive 30d AT Pure Experience;
BMW;3-Series;2016;2016000;https://auto.drom.ru/spb/bmw/3-series/111678225.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;серый;116 100 км;левый;6 поколение, рестайлинг;;
BMW;4-Series;2016;2900000;https://auto.drom.ru/moscow/bmw/4-series/913639748.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;купе;черный;102 000 км;левый;1 поколение;420d AT xDrive;
BMW;1-Series;2016;1677000;https://auto.drom.ru/himki/bmw/1-series/53194812.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;114 925 км;левый;2 поколение, рестайлинг;;
BMW;3-Series;2016;1619000;https://auto.drom.ru/moscow/bmw/3-series/53949914.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;красный;114 312 км;левый;6 поколение, рестайлинг;;
BMW;X5;2016;3448000;https://auto.drom.ru/moscow/bmw/x5/53599376.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;154 331 км;левый;3 поколение;;
BMW;X5;2016;4280000;https://auto.drom.ru/moscow/bmw/x5/921475802.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;белый;120 000 км;левый;3 поколение;xDrive 35i AT Luxury;
BMW;i3;2016;2090000;https://auto.drom.ru/volgograd/bmw/i3/215852261.html;Мощность двигателя не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;электро;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;51 000 км;левый;1 поколение;;
BMW;5-Series;2016;3100000;https://auto.drom.ru/vidnoe/bmw/5-series/598496074.html;Год не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Видном;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;седан;серый;162 000 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;4999000;https://auto.drom.ru/moscow/bmw/x6/394588402.html;Цвет не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;синий;89 000 км;левый;2 поколение;;
BMW;X5;2016;4000000;https://auto.drom.ru/spb/bmw/x5/773473213.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;серый;193 000 км;левый;3 поколение;xDrive 40d AT M Sport;
BMW;7-Series;2016;4077000;https://auto.drom.ru/kazan/bmw/7-series/745382659.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;136 441 км;левый;6 поколение;;
BMW;X4;2016;3197000;https://auto.drom.ru/moscow/bmw/x4/51594445.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;205 070 км;левый;1 поколение;xDrive 30d AT Exclusive;
BMW;3-Series;2016;1860000;https://auto.drom.ru/spb/bmw/3-series/222419576.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;белый;168 000 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;1549000;https://auto.drom.ru/lipetsk/bmw/3-series/52739334.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Липецке;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;белый;152 245 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;3990000;https://auto.drom.ru/volgograd/bmw/x6/52253758.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;белый;144 320 км;левый;2 поколение;;
BMW;X5;2016;3497000;https://auto.drom.ru/moscow/bmw/x5/206811233.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;;серый;121 537 км;левый;3 поколение;xDrive 25d AT Business;
BMW;X1;2016;1939680;https://auto.drom.ru/kazan/bmw/x1/949874943.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин;;автомат;;;черный;178 000 км;левый;2 поколение;;
BMW;X5;2016;3200000;https://auto.drom.ru/moscow/bmw/x5/48278551.html;;;;;Москве;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;;коричневый;180 000 км, без пробега по РФ;левый;3 поколение;xDrive 30d AT;
BMW;3-Series;2016;2950000;https://auto.drom.ru/zhigulevsk/bmw/3-series/53524131.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Жигулёвске;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;104 000 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;3800000;https://auto.drom.ru/spb/bmw/x6/896824734.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;147 000 км;левый;2 поколение;xDrive 40d AT M Sport;
BMW;X4;2016;2960000;https://auto.drom.ru/moscow/bmw/x4/53927728.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;серый;69 750 км;левый;1 поколение;xDrive 20i AT M Sport;
BMW;5-Series;2016;4500000;https://auto.drom.ru/moscow/bmw/5-series/53571054.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;автомат;4WD;седан;черный;79 000 км;левый;7 поколение;;
BMW;1-Series;2016;1480000;https://auto.drom.ru/spb/bmw/1-series/53562963.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;141 000 км;левый;2 поколение, рестайлинг;;
BMW;X3;2016;2580000;https://auto.drom.ru/spb/bmw/x3/118426230.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;140 000 км;левый;2 поколение, рестайлинг;xDrive 28i AT Exclusive;
BMW;X6;2016;3949000;https://auto.drom.ru/moscow/bmw/x6/341078091.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;серый;151 000 км;левый;2 поколение;;
BMW;X4;2016;2850000;https://auto.drom.ru/moscow/bmw/x4/256770670.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;109 500 км;левый;1 поколение;;
BMW;5-Series;2016;2730000;https://auto.drom.ru/kazan/bmw/5-series/53917411.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;седан;коричневый;151 110 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;5100000;https://auto.drom.ru/moscow/bmw/x6/53914484.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;белый;53 000 км;левый;2 поколение;xDrive 30d AT M Sport;
BMW;X5;2016;4300000;https://auto.drom.ru/engels/bmw/x5/53146179.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Энгельсе;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;121 235 км;левый;3 поколение;;
BMW;X3;2016;2449000;https://auto.drom.ru/moscow/bmw/x3/52685098.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;коричневый;105 941 км;левый;2 поколение, рестайлинг;;
BMW;5-Series;2016;2200000;https://auto.drom.ru/spb/bmw/5-series/666734162.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;седан;черный;216 000 км;левый;6 поколение, рестайлинг;;
BMW;5-Series;2016;2800000;https://auto.drom.ru/moscow/bmw/5-series/877491943.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;белый;104 531 км;левый;6 поколение, рестайлинг;520d AT 100 Years Edition;
BMW;7-Series;2016;3500000;https://auto.drom.ru/moscow/bmw/7-series/53549802.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;175 200 км;левый;6 поколение;;
BMW;X3;2016;2400000;https://auto.drom.ru/spb/bmw/x3/53120436.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;250 000 км;левый;2 поколение, рестайлинг;xDrive 20d AT;
BMW;X4;2016;2725000;https://auto.drom.ru/moscow/bmw/x4/52657500.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;112 317 км;левый;1 поколение;;
BMW;3-Series;2016;2650000;https://auto.drom.ru/donetsk/bmw/3-series/809867167.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Донецке;дизель, 2.0 л;163 л.с., налог;АКПП;задний;седан;синий;80 000 км;левый;6 поколение, рестайлинг;320d AT EfficientDynamics Edition;
BMW;3-Series;2016;1730000;https://auto.drom.ru/moscow/bmw/3-series/859703363.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;белый;125 890 км;левый;6 поколение, рестайлинг;;
BMW;X4;2016;3735000;https://auto.drom.ru/moscow/bmw/x4/274668309.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;110 515 км;левый;1 поколение;;
BMW;5-Series;2016;3500000;https://auto.drom.ru/moscow/bmw/5-series/53888080.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;95 000 км;левый;6 поколение, рестайлинг;520d AT 100 Years Edition;
BMW;3-Series;2016;2018160;https://auto.drom.ru/voronezh/bmw/3-series/53886524.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;109 000 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;4248000;https://auto.drom.ru/kazan/bmw/x6/53885140.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;154 003 км;левый;2 поколение;;
BMW;X5;2016;3300000;https://auto.drom.ru/borisoglebsk/bmw/x5/52580699.html;Мощность двигателя не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Борисоглебске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;237 709 км;левый;3 поколение;xDrive 30d AT Pure Experience;
BMW;X5;2016;3450000;https://auto.drom.ru/moscow/bmw/x5/48589141.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;;коричневый;169 000 км;левый;3 поколение;xDrive 25d AT Business;
BMW;7-Series;2016;4750000;https://auto.drom.ru/moscow/bmw/7-series/53497826.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;белый;78 800 км;левый;6 поколение;730d AT xDrive;
BMW;X1;2016;2450000;https://auto.drom.ru/moscow/bmw/x1/926694117.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;94 413 км;левый;2 поколение;;
BMW;3-Series;2016;2499000;https://auto.drom.ru/korolev/bmw/3-series/817374270.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Королёве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;белый;155 000 км;левый;6 поколение, рестайлинг;320i AT xDrive 100 Years Edition;
BMW;5-Series;2016;2600000;https://auto.drom.ru/moscow/bmw/5-series/52809384.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;174 000 км;левый;6 поколение, рестайлинг;520i AT M Sport;
BMW;3-Series;2016;2590000;https://auto.drom.ru/moscow/bmw/3-series/133970735.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;252 л.с., налог;АКПП;4WD;седан;черный;111 000 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;2035000;https://auto.drom.ru/moscow/bmw/3-series/53877358.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;черный;86 433 км;левый;6 поколение, рестайлинг;;
BMW;2-Series Gran Tourer;2016;1800000;https://auto.drom.ru/moscow/bmw/2-series_gran_tourer/47659365.html;;;;;Москве;дизель, 1.5 л;116 л.с., налог;АКПП;передний;;черный;183 000 км;левый;1 поколение;216d AT;
BMW;X5;2016;4230000;https://auto.drom.ru/moscow/bmw/x5/54154845.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;151 000 км;левый;3 поколение;;
BMW;7-Series;2016;3318000;https://auto.drom.ru/moscow/bmw/7-series/54153043.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;158 402 км;левый;6 поколение;;
BMW;i3;2016;1617179;https://auto.drom.ru/minsk/bmw/i3/53486347.html;;;;;Минске;электро, 0.6 л, гибрид;34 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;142 000 км;левый;1 поколение;;
BMW;3-Series Gran Turismo;2017;2990000;https://auto.drom.ru/obninsk/bmw/3-series_gran_turismo/923309641.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Обнинске;дизель, 2.0 л;190 л.с., налог;автомат;4WD;;черный;115 000 км;левый;6 поколение, рестайлинг;;
