Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;;;;
BMW;5-Series;1992;250000;https://auto.drom.ru/spb/bmw/5-series/53887845.html;;;;;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;универсал;красный;500 000 км;левый;3 поколение;;;
BMW;5-Series;1993;2495000;https://auto.drom.ru/moscow/bmw/5-series/48894622.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;218 л.с., налог;механика;задний;седан;серый;450 000 км;левый;3 поколение;530i MT;;
BMW;3-Series;1993;210000;https://auto.drom.ru/moscow/bmw/3-series/299863113.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;113 л.с., налог;механика;задний;седан;черный;480 000 км;левый;3 поколение;318i MT;;
BMW;3-Series;1993;300000;https://auto.drom.ru/zelenograd/bmw/3-series/53756442.html;;;;;Зеленограде;бензин, 2.8 л;193 л.с., налог;механика;задний;седан;черный;200 000 км;левый;3 поколение;;документы с проблемами или отсутствуют;
BMW;5-Series;1993;250000;https://auto.drom.ru/vyazma/bmw/5-series/504607193.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Вязьме;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серебристый;300 000 км;левый;3 поколение;520i MT;;
BMW;3-Series;1993;270000;https://auto.drom.ru/dobrinka/bmw/3-series/516330579.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Добринке;бензин, 1.6 л;102 л.с., налог;автомат;задний;седан;серый;440 000 км;левый;3 поколение;;;
BMW;3-Series;1993;240000;https://auto.drom.ru/podolsk/bmw/3-series/507888852.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Подольске;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;синий;98 000 км;левый;3 поколение;320i MT;;
BMW;3-Series;1993;450000;https://auto.drom.ru/moscow/bmw/3-series/264274372.html;Объем двигателя, мощность двигателя не совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 2.5 л;192 л.с., налог;механика;задний;седан;серый;62 583 км;левый;3 поколение;325i MT;;
BMW;7-Series;1993;180000;https://auto.drom.ru/moscow/bmw/7-series/661286161.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л, ГБО;188 л.с., налог;механика;задний;;серый;500 000 км;левый;2 поколение;730i MT Catalyst;;
BMW;3-Series;1993;300000;https://auto.drom.ru/stupino/bmw/3-series/942550357.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Есть ограничения;Ступино;бензин, 2.5 л;192 л.с., налог;механика;задний;седан;серый;280 000 км;левый;3 поколение;325i MT;;
BMW;5-Series;1993;270000;https://auto.drom.ru/orel/bmw/5-series/645461242.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Орле;бензин, 1.8 л;113 л.с., налог;механика;задний;седан;черный;215 000 км;левый;3 поколение;518i MT;;
BMW;5-Series;1993;400000;https://auto.drom.ru/spb/bmw/5-series/777582486.html;Год не совпадает с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;113 л.с., налог;механика;задний;седан;зеленый;400 000 км;левый;3 поколение;518i MT;;
BMW;3-Series;1993;150000;https://auto.drom.ru/volzhskiy/bmw/3-series/52280128.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Волжском;бензин, 1.6 л;99 л.с., налог;механика;задний;седан;;500 000 км;левый;3 поколение;316i MT;требуется ремонт или не на ходу;
BMW;3-Series;1993;790000;https://auto.drom.ru/gomel/bmw/3-series/53511989.html;Объем двигателя, мощность двигателя не совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Гомеле;бензин, 3.0 л;230 л.с., налог;механика;задний;седан;черный;430 000 км;левый;3 поколение;;;
BMW;3-Series;1993;425000;https://auto.drom.ru/spb/bmw/3-series/494567266.html;Год, объем двигателя, мощность двигателя не совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серый;280 000 км;левый;3 поколение;320i MT;;
BMW;5-Series;1993;150000;https://auto.drom.ru/smolensk/bmw/5-series/439303470.html;;;;;Смоленске;дизель, 2.5 л;143 л.с., налог;механика;задний;седан;черный;198 000 км;левый;3 поколение;525tds MT;;
BMW;3-Series;1993;180000;https://auto.drom.ru/nizhniy-novgorod/bmw/3-series/53906932.html;Мощность двигателя не совпадает с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;зеленый;300 000 км;левый;3 поколение;320i MT;;
BMW;3-Series;1993;349000;https://auto.drom.ru/shchigry/bmw/3-series/505764579.html;Год, объем двигателя, мощность двигателя не совпадают с ПТС;17 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Щиграх;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серый;450 000 км;левый;3 поколение;320i MT;;
BMW;3-Series;1994;360000;https://auto.drom.ru/klin/bmw/3-series/53850077.html;Характеристики совпадают с ПТС;16 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Клину;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;256 000 км;левый;3 поколение;320i MT;;
BMW;7-Series;1994;560000;https://auto.drom.ru/moscow/bmw/7-series/729535215.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;286 л.с., налог;АКПП;задний;;черный;399 000 км;левый;3 поколение;740i AT;;
BMW;3-Series;1994;1000000;https://auto.drom.ru/kraskovo/bmw/3-series/216573755.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Краскове;бензин, 1.6 л;102 л.с., налог;механика;задний;купе;черный;111 111 км;левый;3 поколение;316i MT;;
BMW;5-Series;1994;190000;https://auto.drom.ru/moscow/bmw/5-series/101050715.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;115 л.с., налог;механика;задний;седан;синий;347 000 км;левый;3 поколение, рестайлинг;518i MT;;
BMW;5-Series;1994;170000;https://auto.drom.ru/rybinsk/bmw/5-series/53670956.html;;;;;Рыбинске;бензин, 1.8 л;113 л.с., налог;механика;задний;седан;;;левый;3 поколение;518i MT;;
BMW;5-Series;1994;350000;https://auto.drom.ru/smolensk/bmw/5-series/787491606.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Есть ограничения;Смоленске;дизель, 2.5 л;143 л.с., налог;механика;задний;седан;серый;310 000 км;левый;3 поколение;525tds MT;;
BMW;5-Series;1994;215000;https://auto.drom.ru/spb/bmw/5-series/53984200.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.5 л;115 л.с., налог;механика;задний;седан;серебристый;350 000 км;левый;3 поколение;525td MT;;
BMW;5-Series;1994;495000;https://auto.drom.ru/egorievsk/bmw/5-series/52839980.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Егорьевске;бензин, 2.5 л;192 л.с., налог;механика;задний;седан;черный;390 000 км;левый;3 поколение;525i MT;;
BMW;5-Series;1994;170000;https://auto.drom.ru/moscow/bmw/5-series/53225664.html;Объем двигателя, мощность двигателя не совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;синий;300 000 км;левый;3 поколение, рестайлинг;520i MT;;
BMW;5-Series;1994;175000;https://auto.drom.ru/rybinsk/bmw/5-series/53561690.html;Цвет не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Рыбинске;бензин, 1.8 л;115 л.с., налог;механика;задний;седан;черный;350 000 км;левый;3 поколение, рестайлинг;518i MT;требуется ремонт или не на ходу;
BMW;5-Series;1994;216000;https://auto.drom.ru/avsyunino/bmw/5-series/53945478.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Авсюнино;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;красный;246 000 км;левый;3 поколение;520i MT;;
BMW;5-Series;1994;500000;https://auto.drom.ru/moscow/bmw/5-series/841960355.html;;;;;Москве;бензин, 2.5 л;192 л.с., налог;механика;задний;седан;синий;285 000 км;левый;3 поколение;525i MT;требуется ремонт или не на ходу;
BMW;5-Series;1995;300000;https://auto.drom.ru/kursk/bmw/5-series/617897131.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Курске;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;200 000 км;левый;3 поколение, рестайлинг;520i MT;;
BMW;3-Series;1995;207000;https://auto.drom.ru/ryazan/bmw/3-series/891098525.html;Мощность двигателя не совпадает с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Рязани;бензин, 1.8 л;115 л.с., налог;механика;задний;седан;серый;255 000 км;левый;3 поколение;318i MT;;
BMW;3-Series;1995;250000;https://auto.drom.ru/yaroslavl/bmw/3-series/53265858.html;Характеристики совпадают с ПТС;12 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Ярославле;бензин, 2.0 л;150 л.с., налог;механика;задний;купе;синий;300 000 км;левый;3 поколение;320i MT;требуется ремонт или не на ходу;
BMW;3-Series;1995;380000;https://auto.drom.ru/spb/bmw/3-series/53965353.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;102 л.с., налог;автомат;задний;купе;фиолетовый;322 000 км;левый;3 поколение;;;
BMW;7-Series;1995;750000;https://auto.drom.ru/moscow/bmw/7-series/53595243.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 5.4 л;326 л.с., налог;АКПП;задний;;черный;400 000 км;левый;3 поколение;750i AT;;
BMW;5-Series;1995;130000;https://auto.drom.ru/yaroslavl/bmw/5-series/53392222.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Ярославле;бензин, 1.8 л;115 л.с., налог;автомат;задний;седан;синий;400 000 км;левый;3 поколение, рестайлинг;;требуется ремонт или не на ходу;
BMW;X6;1995;12300000;https://auto.drom.ru/moscow/bmw/x6/53549247.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;4WD;;черный;10 000 км;левый;3 поколение;;;
BMW;3-Series;1995;284999;https://auto.drom.ru/saransk/bmw/3-series/671534478.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Есть ограничения;Саранске;бензин, 1.6 л;102 л.с., налог;механика;задний;седан;синий;470 000 км;левый;3 поколение;316i MT;;
BMW;5-Series;1996;449000;https://auto.drom.ru/moscow/bmw/5-series/52611106.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;190 л.с., налог;механика;задний;седан;серый;600 000 км;левый;4 поколение;;;
BMW;3-Series;1996;650000;https://auto.drom.ru/moscow/bmw/3-series/53474441.html;Объем двигателя, мощность двигателя не совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;280 л.с., налог;механика;задний;купе;белый;167 000 км;левый;3 поколение;;;
BMW;5-Series;1996;399000;https://auto.drom.ru/bologoe/bmw/5-series/315822344.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Есть ограничения;Бологое;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;498 000 км;левый;4 поколение;520i MT;;
BMW;7-Series;1996;1700000;https://auto.drom.ru/moscow/bmw/7-series/47833134.html;Объем двигателя, мощность двигателя не совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 5.4 л;326 л.с., налог;АКПП;задний;;черный;152 000 км;левый;3 поколение;;;
BMW;5-Series;1996;800000;https://auto.drom.ru/penza/bmw/5-series/53005230.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;бензин, 2.0 л;150 л.с., налог;АКПП;задний;универсал;черный;300 000 км;левый;3 поколение, рестайлинг;520i AT;;
BMW;7-Series;1996;351159;https://auto.drom.ru/minsk/bmw/7-series/53751546.html;;;;;Минске;дизель, 2.5 л;143 л.с., налог;механика;задний;;синий;499 624 км;левый;3 поколение;;;
BMW;5-Series;1996;300000;https://auto.drom.ru/dmitrov/bmw/5-series/740778446.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Дмитрове;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;черный;494 003 км;левый;4 поколение;;;
BMW;5-Series;1996;320000;https://auto.drom.ru/volgograd/bmw/5-series/52925867.html;Характеристики совпадают с ПТС;16 записей о регистрации;Не числится в розыске;Есть ограничения;Волгограде;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серебристый;340 000 км;левый;4 поколение;520i MT;;
BMW;7-Series;1996;900000;https://auto.drom.ru/voronezh/bmw/7-series/332597971.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.8 л;193 л.с., налог;АКПП;задний;;зеленый;150 000 км;левый;3 поколение;;;
BMW;3-Series;1996;549999;https://auto.drom.ru/spb/bmw/3-series/51552521.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;102 л.с., налог;механика;задний;седан;синий;172 000 км;левый;3 поколение;316i MT;;
BMW;5-Series;1996;320000;https://auto.drom.ru/volzhskiy/bmw/5-series/53968191.html;Мощность двигателя не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волжском;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;зеленый;718 000 км;левый;4 поколение;520i MT;;
BMW;3-Series;1996;280000;https://auto.drom.ru/sergiev-posad/bmw/3-series/407375268.html;Объем двигателя, мощность двигателя не совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Сергиевом Посаде;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;240 000 км;левый;3 поколение;320i MT;;
BMW;5-Series;1996;270000;https://auto.drom.ru/mozhaisk/bmw/5-series/271386295.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Можайске;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серый;320 000 км;левый;4 поколение;;;
BMW;3-Series;1996;205000;https://auto.drom.ru/spb/bmw/3-series/633311685.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;102 л.с., налог;механика;задний;купе;черный;455 000 км;левый;3 поколение;316i MT;;
BMW;5-Series;1996;1150000;https://auto.drom.ru/nizhniy-novgorod/bmw/5-series/52708249.html;Характеристики совпадают с ПТС;15 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 4.4 л, ГБО;286 л.с., налог;АКПП;задний;седан;черный;348 000 км;левый;4 поколение;540i AT;;
BMW;5-Series;1996;499999;https://auto.drom.ru/zelenograd/bmw/5-series/213357205.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Зеленограде;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;фиолетовый;299 999 км;левый;4 поколение;;;
BMW;3-Series;1997;340000;https://auto.drom.ru/voronezh/bmw/3-series/54143507.html;Год не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;черный;371 000 км;левый;3 поколение;323i MT;;
BMW;5-Series;1997;330000;https://auto.drom.ru/moscow/bmw/5-series/53855364.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;белый;536 782 км;левый;4 поколение;520i AT;;
BMW;5-Series;1997;620000;https://auto.drom.ru/spb/bmw/5-series/53855219.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;235 л.с., налог;АКПП;задний;седан;зеленый;280 000 км;левый;4 поколение;535i AT;;
BMW;3-Series;1997;276307;https://auto.drom.ru/lida/bmw/3-series/587318316.html;;;;;Лиде;бензин, 1.6 л;102 л.с., налог;механика;задний;лифтбек;красный;232 000 км;левый;3 поколение;316i MT;;
BMW;7-Series;1997;600000;https://auto.drom.ru/penza/bmw/7-series/494546224.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;бензин, 2.8 л;193 л.с., налог;АКПП;задний;;черный;304 000 км;левый;3 поколение;728i AT;;
BMW;5-Series;1997;290000;https://auto.drom.ru/spb/bmw/5-series/54032398.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Есть ограничения;Санкт-Петербурге;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;зеленый;350 000 км;левый;4 поколение;;;
BMW;3-Series;1997;485000;https://auto.drom.ru/spb/bmw/3-series/53738634.html;;;;;Санкт-Петербурге;дизель, 1.7 л;90 л.с., налог;механика;задний;универсал;черный;330 000 км;левый;3 поколение;318tds MT;;
BMW;5-Series;1997;280000;https://auto.drom.ru/spb/bmw/5-series/453931225.html;Характеристики совпадают с ПТС;16 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.8 л;193 л.с., налог;АКПП;задний;седан;черный;499 000 км;левый;4 поколение;528i AT;;
BMW;5-Series;1997;450000;https://auto.drom.ru/mytishchi/bmw/5-series/524766335.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Мытищах;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;серебристый;111 111 км;левый;4 поколение;;;
BMW;3-Series;1997;249000;https://auto.drom.ru/cheboksary/bmw/3-series/53245759.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Чебоксарах;бензин, 1.8 л;115 л.с., налог;механика;задний;седан;черный;250 000 км;левый;3 поколение;318i MT;;
BMW;5-Series;1997;515000;https://auto.drom.ru/kazan/bmw/5-series/54033070.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;серебристый;300 000 км;левый;4 поколение;;;
BMW;7-Series;1997;400000;https://auto.drom.ru/spb/bmw/7-series/162009003.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;235 л.с., налог;АКПП;задний;;черный;250 000 км;левый;3 поколение;;;
BMW;5-Series;1997;345000;https://auto.drom.ru/ulyanovsk/bmw/5-series/100917167.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Ульяновске;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;зеленый;300 000 км;левый;4 поколение;;;
BMW;5-Series;1997;600000;https://auto.drom.ru/moscow/bmw/5-series/53106443.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;серебристый;497 000 км;левый;4 поколение;;;
BMW;5-Series;1998;300000;https://auto.drom.ru/moscow/bmw/5-series/54132966.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;170 л.с., налог;АКПП;задний;универсал;серый;350 000 км;левый;4 поколение;523i AT;;
BMW;5-Series;1998;600000;https://auto.drom.ru/pytalovo/bmw/5-series/711786117.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Пыталово;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;;;левый;4 поколение;;;
BMW;5-Series;1998;350000;https://auto.drom.ru/moscow/bmw/5-series/52525270.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.5 л;143 л.с., налог;АКПП;задний;универсал;серый;350 000 км;левый;4 поколение;525tds AT;;
BMW;7-Series;1998;500000;https://auto.drom.ru/moscow/bmw/7-series/484439534.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.8 л;193 л.с., налог;механика;задний;;серебристый;250 000 км;левый;3 поколение;;;
BMW;3-Series;1998;400000;https://auto.drom.ru/spb/bmw/3-series/943563797.html;Характеристики совпадают с ПТС;12 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.9 л;118 л.с., налог;механика;задний;седан;синий;300 000 км;левый;4 поколение;;;
BMW;5-Series;1998;420000;https://auto.drom.ru/volzhskiy/bmw/5-series/54080483.html;Характеристики совпадают с ПТС;17 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Волжском;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;340 000 км;левый;4 поколение;;;
BMW;7-Series;1998;1500000;https://auto.drom.ru/minsk/bmw/7-series/52531996.html;;;;;Минске;бензин, 5.4 л;326 л.с., налог;АКПП;задний;;черный;329 000 км;левый;3 поколение, рестайлинг;;;
BMW;5-Series;1998;500000;https://auto.drom.ru/voronezh/bmw/5-series/648247012.html;Цвет не совпадает с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;;левый;4 поколение;;;
BMW;3-Series;1998;450000;https://auto.drom.ru/spb/bmw/3-series/938823211.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;черный;380 000 км;левый;4 поколение;;;
BMW;5-Series;1998;400000;https://auto.drom.ru/lyubertsy/bmw/5-series/848518153.html;Объем двигателя, мощность двигателя не совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Люберцах;бензин, 2.8 л;193 л.с., налог;механика;задний;седан;черный;330 000 км;левый;4 поколение;528i MT;;
BMW;3-Series;1998;595000;https://auto.drom.ru/nizhniy-novgorod/bmw/3-series/564057968.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 1.9 л;118 л.с., налог;механика;задний;седан;серый;301 000 км;левый;4 поколение;318i MT;;
BMW;5-Series;1998;380000;https://auto.drom.ru/ivanovo/bmw/5-series/54062815.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Иваново;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;зеленый;348 000 км;левый;4 поколение;523i AT;;
BMW;5-Series;1998;395000;https://auto.drom.ru/ulyanovsk/bmw/5-series/338649917.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Ульяновске;бензин, 2.8 л;193 л.с., налог;АКПП;задний;седан;синий;300 000 км;левый;4 поколение;528i AT;;
BMW;5-Series;1998;400000;https://auto.drom.ru/moscow/bmw/5-series/52498012.html;Объем двигателя, мощность двигателя не совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 2.8 л;193 л.с., налог;механика;задний;седан;черный;100 000 км;левый;4 поколение;;;
BMW;5-Series;1998;760000;https://auto.drom.ru/volgograd/bmw/5-series/53067800.html;Объем двигателя не совпадает с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;серый;420 000 км;левый;4 поколение;;;
BMW;3-Series;1998;560000;https://auto.drom.ru/spb/bmw/3-series/53184296.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;205 000 км;левый;4 поколение;320i MT;;
BMW;5-Series;1998;285000;https://auto.drom.ru/ryazan/bmw/5-series/821615706.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Рязани;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;;левый;4 поколение;;;
BMW;5-Series;1998;700000;https://auto.drom.ru/volgograd/bmw/5-series/53706681.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;черный;470 773 км;левый;4 поколение;;;
BMW;5-Series;1998;285000;https://auto.drom.ru/ryazan/bmw/5-series/889304634.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Рязани;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;;;левый;4 поколение;;;
BMW;5-Series;1998;450000;https://auto.drom.ru/shchelkovo/bmw/5-series/902053151.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Щёлкове;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;415 000 км;левый;4 поколение;520i MT;;
BMW;3-Series;1998;445000;https://auto.drom.ru/kotelniki/bmw/3-series/931131141.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Котельниках;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;зеленый;228 000 км;левый;4 поколение;320i АT;;
BMW;3-Series;1998;430000;https://auto.drom.ru/voronezh/bmw/3-series/286235779.html;;;;;Воронеже;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;;;левый;4 поколение;320i АT;;
BMW;5-Series;1998;530000;https://auto.drom.ru/moscow/bmw/5-series/49045745.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серый;290 000 км;левый;4 поколение;520i MT;;
BMW;5-Series;1998;270000;https://auto.drom.ru/moscow/bmw/5-series/447576981.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;белый;320 000 км;левый;4 поколение;520i MT;;
BMW;5-Series;1998;620000;https://auto.drom.ru/yoshkar-ola/bmw/5-series/178750620.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Йошкар-Оле;бензин, 2.8 л;193 л.с., налог;механика;задний;седан;синий;360 000 км;левый;4 поколение;528i MT;;
