Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
Mercedes-Benz;GLE;2019;8800000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/772197658.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;80 000 км;левый;2 поколение;черный;;GLE 400 d 4MATIC First Class;;;
Mercedes-Benz;GLC;2019;5425000;https://auto.drom.ru/kaluga/mercedes-benz/glc-class/739777497.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Калуге;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;26 000 км;левый;1 поколение, рестайлинг;черный;;GLC 220d 4MATIC AT Premium;;;
Mercedes-Benz;GLS-Class;2019;6200000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/379053828.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;362 л.с., налог;АКПП;4WD;82 000 км;левый;1 поколение;серый;;GLS 450 4MATIC;;;
Mercedes-Benz;GLE;2019;5398000;https://auto.drom.ru/nizhniy-novgorod/mercedes-benz/gle-class/51890251.html;;;;;Нижнем Новгороде;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;116 000 км;левый;2 поколение;синий;;GLE 350 4MATIC;;;
Mercedes-Benz;GLE;2019;7495000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/53953991.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;50 390 км;левый;2 поколение;серый;;;;;
Mercedes-Benz;E-Class;2019;3790000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53611382.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;197 л.с., налог;АКПП;задний;117 000 км;левый;5 поколение;черный;седан;E 200 Sport Plus;;;
Mercedes-Benz;GLS-Class;2019;8975000;https://auto.drom.ru/spb/mercedes-benz/gls-class/52750335.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;79 578 км;левый;2 поколение;белый;;GLS 400 d 4MATIC Premium;;;
Mercedes-Benz;C-Class;2019;2290000;https://auto.drom.ru/moscow/mercedes-benz/c-class/50112128.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;150 л.с., налог;АКПП;задний;110 000 км;левый;4 поколение, рестайлинг;черный;седан;;;;
Mercedes-Benz;V-Class;2019;7699000;https://auto.drom.ru/moscow/mercedes-benz/v-class/49478420.html;;;;;Москве;дизель, 2.0 л;239 л.с., налог;автомат;4WD;41 000 км;левый;;серый;;;;;
Mercedes-Benz;C-Class;2019;3169789;https://auto.drom.ru/spb/mercedes-benz/c-class/880548498.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;150 л.с., налог;АКПП;задний;87 695 км;левый;4 поколение, рестайлинг;черный;седан;;;;
