Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
Mercedes-Benz;GLC;2021;5190000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/104184872.html;;;;;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;35 600 км;левый;1 поколение, рестайлинг;;;;;;
Mercedes-Benz;V-Class;2022;14599320;https://auto.drom.ru/moscow/mercedes-benz/v-class/768509629.html;;;;;Москве;дизель, 2.0 л;237 л.с., налог;автомат;4WD;новый автомобиль;левый;;черный;;;;W1V**************;
Mercedes-Benz;G-Class;2022;28500000;https://auto.drom.ru/moscow/mercedes-benz/g-class/449723254.html;;;;;Москве;бензин, 4.0 л;585 л.с., налог;автомат;4WD;новый автомобиль;левый;3 поколение;белый;джип/suv 5 дв.;;;W1N**************;
Mercedes-Benz;GLC;2022;8697000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/918312878.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Есть ограничения;Москве;дизель, 2.0 л;197 л.с., налог;АКПП;4WD;6 344 км;левый;2 поколение;черный;;;;;
Mercedes-Benz;EQS;2022;9990000;https://auto.drom.ru/moscow/mercedes-benz/eqs/409704557.html;;;;;Москве;электро;292 л.с., налог;АКПП;задний;69 км;левый;1 поколение;черный;лифтбек;EQS 350;;;
Mercedes-Benz;GLC;2022;7159000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/53981806.html;;;;;Москве;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;новый автомобиль;левый;1 поколение, рестайлинг;белый;;GLC 220d AT 4MATIC;;Z9M**************;
Mercedes-Benz;GLC;2022;7292320;https://auto.drom.ru/moscow/mercedes-benz/glc-class/154366612.html;;;;;Москве;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;новый автомобиль;левый;1 поколение, рестайлинг;белый;;GLC 220d AT 4MATIC;;Z9M**************;
Mercedes-Benz;GLS-Class;2022;17990320;https://auto.drom.ru/moscow/mercedes-benz/gls-class/346716643.html;;;;;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;новый автомобиль;левый;2 поколение;белый;;;;Z9M**************;
Mercedes-Benz;V-Class;2022;14599320;https://auto.drom.ru/moscow/mercedes-benz/v-class/826657741.html;;;;;Москве;дизель, 2.0 л;237 л.с., налог;автомат;4WD;новый автомобиль;левый;;черный;;;;W1V**************;
Mercedes-Benz;G-Class;2022;28500000;https://auto.drom.ru/moscow/mercedes-benz/g-class/441532235.html;;;;;Москве;бензин, 4.0 л;585 л.с., налог;автомат;4WD;новый автомобиль;левый;3 поколение;белый;джип/suv 5 дв.;;;W1N**************;
Mercedes-Benz;S-Class;2022;23990750;https://auto.drom.ru/moscow/mercedes-benz/s-class/565215194.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;новый автомобиль;левый;7 поколение;белый;седан;;;W1K**************;
Mercedes-Benz;GLS-Class;2022;19372000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/52526501.html;;;;;Москве;бензин, 3.0 л, гибрид;367 л.с., налог;АКПП;4WD;новый автомобиль;левый;2 поколение;серый;;GLS 450 4MATIC Sport;;Z9M**************;
Mercedes-Benz;GLS-Class;2022;15640000;https://auto.drom.ru/kazan/mercedes-benz/gls-class/53405606.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;62 км;левый;2 поколение;серый;;;;;
