Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;S-Class;2017;7457000;https://auto.drom.ru/moscow/mercedes-benz/s-class/411482901.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;469 л.с., налог;АКПП;4WD;седан;черный;46 766 км;левый;6 поколение, рестайлинг;;;;
Mercedes-Benz;C-Class;2017;2525000;https://auto.drom.ru/voronezh/mercedes-benz/c-class/763144330.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 1.6 л;150 л.с., налог;АКПП;задний;седан;серебристый;97 307 км;левый;4 поколение;;;;
Mercedes-Benz;E-Class;2017;2499000;https://auto.drom.ru/spb/mercedes-benz/e-class/290209483.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;194 л.с., налог;АКПП;задний;универсал;черный;223 865 км;левый;5 поколение;;;;
Mercedes-Benz;CLA-Class;2017;2729000;https://auto.drom.ru/spb/mercedes-benz/cla-class/54110131.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;211 л.с., налог;робот;4WD;седан;черный;75 800 км;левый;1 поколение, рестайлинг;;;;
Mercedes-Benz;C-Class;2017;3555000;https://auto.drom.ru/spb/mercedes-benz/c-class/52569049.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;купе;синий;61 000 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2017;2600000;https://auto.drom.ru/moscow/mercedes-benz/c-class/894032377.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;150 л.с., налог;АКПП;задний;седан;черный;88 798 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2017;2847598;https://auto.drom.ru/moscow/mercedes-benz/c-class/53803896.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;белый;67 131 км;левый;4 поколение;;;;
Mercedes-Benz;CLS-Class;2017;4079789;https://auto.drom.ru/spb/mercedes-benz/cls-class/391394651.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;белый;68 721 км;левый;2 поколение, рестайлинг;CLS 350 d 4MATIC;;;
Mercedes-Benz;S-Class;2017;7890000;https://auto.drom.ru/moscow/mercedes-benz/s-class/54095192.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;469 л.с., налог;АКПП;4WD;седан;черный;91 746 км;левый;6 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2017;4225000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53425897.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;купе;черный;72 026 км;левый;5 поколение;E 400 4MATIC Sport;;;
Mercedes-Benz;GLA-Class;2017;2850000;https://auto.drom.ru/moscow/mercedes-benz/gla-class/545097155.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;211 л.с., налог;робот;4WD;;красный;61 360 км;левый;1 поколение, рестайлинг;GLA 250 4MATIC Особая серия;;;
Mercedes-Benz;GLC;2017;3319000;https://auto.drom.ru/spb/mercedes-benz/glc-class/222847327.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;;синий;97 500 км;левый;1 поколение;;;;
Mercedes-Benz;GLA-Class;2017;2239789;https://auto.drom.ru/spb/mercedes-benz/gla-class/821178119.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;156 л.с., налог;робот;передний;;красный;125 254 км;левый;1 поколение;;;;
Mercedes-Benz;GLE;2017;5900000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/436542546.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;;черный;81 521 км;левый;1 поколение;;;;
Mercedes-Benz;CLA-Class;2017;2550000;https://auto.drom.ru/dzerzhinsk/mercedes-benz/cla-class/793095923.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Дзержинске;бензин, 2.0 л;211 л.с., налог;робот;передний;седан;синий;98 000 км;левый;1 поколение, рестайлинг;CLA 250 DCT;;;
Mercedes-Benz;GLA-Class;2017;2687000;https://auto.drom.ru/himki/mercedes-benz/gla-class/571940022.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.6 л;150 л.с., налог;робот;передний;;белый;62 464 км;левый;1 поколение;;;;
Mercedes-Benz;S-Class;2017;4100000;https://auto.drom.ru/moscow/mercedes-benz/s-class/54085609.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;черный;268 000 км;левый;6 поколение;S 350 d 4MATIC L;;;
Mercedes-Benz;E-Class;2017;4199000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53420601.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;75 000 км;левый;5 поколение;;;;
Mercedes-Benz;GLS-Class;2017;4450000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53416372.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серебристый;282 000 км;левый;1 поколение;350 d 4MATIC Особая серия;;;
Mercedes-Benz;GLS-Class;2017;5250000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/52990135.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;92 202 км;левый;1 поколение;350 d 4MATIC Особая серия;;;
Mercedes-Benz;E-Class;2017;1699222;https://auto.drom.ru/minsk/mercedes-benz/e-class/204857155.html;;;;;Минске;дизель, 2.0 л;150 л.с., налог;АКПП;задний;универсал;черный;400 000 км;левый;5 поколение;;;;
Mercedes-Benz;GLC;2017;3875000;https://auto.drom.ru/kazan/mercedes-benz/glc-class/658662324.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;211 л.с., налог;АКПП;4WD;;;32 925 км;левый;1 поколение;;;;
Mercedes-Benz;C-Class;2017;2350000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53784846.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;150 л.с., налог;АКПП;задний;седан;белый;105 204 км;левый;4 поколение;;;;
Mercedes-Benz;GLE;2017;5380000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/54075206.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серебристый;73 667 км;левый;1 поколение;GLE 350d 4MATIC Grand Edition;;;
Mercedes-Benz;C-Class;2017;2499000;https://auto.drom.ru/moscow/mercedes-benz/c-class/54075063.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;211 л.с., налог;АКПП;задний;седан;синий;187 000 км;левый;4 поколение;;;;
Mercedes-Benz;CLS-Class;2017;4200000;https://auto.drom.ru/spb/mercedes-benz/cls-class/53784922.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;белый;66 100 км;левый;3 поколение;;;;
Mercedes-Benz;V-Class;2017;4470000;https://auto.drom.ru/moscow/mercedes-benz/v-class/53406971.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;190 л.с., налог;АКПП;4WD;;черный;106 657 км;левый;3 поколение;;;;
Mercedes-Benz;CLA-Class;2017;2700000;https://auto.drom.ru/rybinsk/mercedes-benz/cla-class/148335423.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Рыбинске;бензин, 1.6 л;150 л.с., налог;робот;передний;седан;белый;147 160 км;левый;1 поколение, рестайлинг;CLA 200 Особая серия Sport;;;
Mercedes-Benz;E-Class;2017;3490000;https://auto.drom.ru/spb/mercedes-benz/e-class/53779485.html;;;;;Санкт-Петербурге;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;седан;белый;112 000 км;левый;5 поколение;E 220 d AТ 4MATIC Exclusive;;;
Mercedes-Benz;V-Class;2017;7600000;https://auto.drom.ru/spb/mercedes-benz/v-class/53771427.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.1 л;163 л.с., налог;АКПП;4WD;;коричневый;15 337 км;левый;3 поколение;220 d AT 4MATIC Avantgarde Длинный;;;
Mercedes-Benz;S-Class;2017;5290000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53356987.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.7 л;456 л.с., налог;автомат;4WD;седан;черный;101 854 км;левый;;;;;
Mercedes-Benz;GLS-Class;2017;7900000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/52511130.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;;черный;90 000 км;левый;1 поколение;400 4MATIC Особая серия;;;
Mercedes-Benz;S-Class;2017;6000000;https://auto.drom.ru/spb/mercedes-benz/s-class/51017101.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 4.0 л;469 л.с., налог;АКПП;4WD;седан;черный;170 300 км;левый;6 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2017;3070000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53017536.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;белый;119 144 км;левый;5 поколение;;;;
Mercedes-Benz;S-Class;2017;4838000;https://auto.drom.ru/volgograd/mercedes-benz/s-class/54055707.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;черный;98 382 км;левый;6 поколение, рестайлинг;S 350 d 4MATIC L;;;
Mercedes-Benz;Vito;2017;6000000;https://auto.drom.ru/moscow/mercedes-benz/vito/53336582.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;211 л.с., налог;АКПП;задний;;черный;9 700 км;левый;3 поколение;121 AT Удлиненный Select;;;
Mercedes-Benz;GLS-Class;2017;6000000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53757513.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;белый;123 000 км;левый;1 поколение;350 d 4MATIC Особая серия;;;
Mercedes-Benz;E-Class;2017;3750000;https://auto.drom.ru/moscow/mercedes-benz/e-class/51244383.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;73 900 км;левый;5 поколение;E 200 Sport;;;
Mercedes-Benz;GLE Coupe;2017;4750000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/922252298.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;;черный;143 000 км;левый;1 поколение;GLE 400 4MATIC;;;
Mercedes-Benz;S-Class;2017;5531705;https://auto.drom.ru/minsk/mercedes-benz/s-class/53745503.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;седан;черный;168 280 км;левый;6 поколение, рестайлинг;;;;
Mercedes-Benz;GLA-Class;2017;2900000;https://auto.drom.ru/zhukovskiy/mercedes-benz/gla-class/810437975.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Жуковском;бензин, 2.0 л;211 л.с., налог;робот;4WD;;белый;50 000 км;левый;1 поколение;;;;
Mercedes-Benz;GLC Coupe;2017;4349000;https://auto.drom.ru/moscow/mercedes-benz/glc_coupe/106193743.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;76 808 км;левый;1 поколение;;;;
Mercedes-Benz;S-Class;2017;7775000;https://auto.drom.ru/spb/mercedes-benz/s-class/605511195.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;купе;черный;28 000 км;левый;6 поколение, рестайлинг;S 450 4MATIC;;;
Mercedes-Benz;GLC;2017;2899000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/54034226.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;211 л.с., налог;АКПП;4WD;;белый;120 000 км;левый;1 поколение;GLC 250 4MATIC "Особая серия";;;
Mercedes-Benz;E-Class;2017;2249099;https://auto.drom.ru/spb/mercedes-benz/e-class/52910265.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;194 л.с., налог;автомат;задний;универсал;черный;105 404 км;левый;;;;;
Mercedes-Benz;V-Class;2017;6019991;https://auto.drom.ru/moscow/mercedes-benz/v-class/53337524.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;190 л.с., налог;АКПП;4WD;;черный;84 001 км;левый;3 поколение;;;;
Mercedes-Benz;GLC;2017;3300000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/54022333.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;170 л.с., налог;АКПП;4WD;;черный;120 000 км;левый;1 поколение;GLC 220d 4MATIC "Особая серия";;;
Mercedes-Benz;GLE Coupe;2017;5640000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/53329640.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;;красный;82 000 км;левый;1 поколение;AMG 43 4MATIC Особая серия;;;
Mercedes-Benz;C-Class;2017;2898000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53328791.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;купе;белый;70 833 км;левый;4 поколение;;;;
Mercedes-Benz;GLC Coupe;2017;4180000;https://auto.drom.ru/moscow/mercedes-benz/glc_coupe/51594076.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;;черный;122 853 км;левый;1 поколение;;;;
Mercedes-Benz;E-Class;2017;3859000;https://auto.drom.ru/moscow/mercedes-benz/e-class/672119867.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;купе;красный;136 263 км;левый;5 поколение;;;;
Mercedes-Benz;E-Class;2017;2999000;https://auto.drom.ru/spb/mercedes-benz/e-class/53318783.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;105 000 км;левый;5 поколение;;;;
Mercedes-Benz;C-Class;2017;2974000;https://auto.drom.ru/moscow/mercedes-benz/c-class/417250337.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;63 374 км;левый;4 поколение;;;;
Mercedes-Benz;GLS-Class;2017;4750000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53687848.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;111 987 км;левый;1 поколение;350 d 4MATIC Особая серия;;;
Mercedes-Benz;S-Class;2017;6400000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53994882.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;469 л.с., налог;АКПП;4WD;седан;черный;135 000 км;левый;6 поколение, рестайлинг;S 560 AT L 4MATIC;;;
Mercedes-Benz;GLA-Class;2017;2715061;https://auto.drom.ru/minsk/mercedes-benz/gla-class/198333799.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;бензин, 2.0 л;211 л.с., налог;робот;4WD;;серебристый;77 000 км;левый;1 поколение;GLA 250 DCT 4MATIC Style;;;
Mercedes-Benz;GLC;2017;3140000;https://auto.drom.ru/bryansk/mercedes-benz/glc-class/366033934.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Брянске;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;синий;155 400 км;левый;1 поколение;GLC 300 4MATIC;;;
Mercedes-Benz;GLE;2017;4490000;https://auto.drom.ru/spb/mercedes-benz/gle-class/469071338.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;90 324 км;левый;1 поколение;;;;
Mercedes-Benz;GL-Class;2017;4500000;https://auto.drom.ru/korolev/mercedes-benz/gl-class/51925586.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Королёве;бензин, 3.0 л;333 л.с., налог;автомат;4WD;;синий;151 000 км;левый;;;;;
Mercedes-Benz;C-Class;2017;3250000;https://auto.drom.ru/lipetsk/mercedes-benz/c-class/118685469.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Липецке;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;белый;41 000 км;левый;4 поколение;C 200 AT 4MATIC AMG Line;;;
Mercedes-Benz;GLC;2017;4190000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/53975727.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;;красный;51 512 км;левый;1 поколение;;;;
Mercedes-Benz;CLS-Class;2017;3695000;https://auto.drom.ru/moscow/mercedes-benz/cls-class/53661883.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;серебристый;106 540 км;левый;2 поколение, рестайлинг;CLS 350 d 4MATIC;;;
Mercedes-Benz;GLA-Class;2017;2049000;https://auto.drom.ru/spb/mercedes-benz/gla-class/53661349.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;150 л.с., налог;робот;передний;;белый;109 196 км;левый;1 поколение;;;;
Mercedes-Benz;CLS-Class;2017;3465000;https://auto.drom.ru/moscow/mercedes-benz/cls-class/51550874.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;седан;красный;83 346 км;левый;2 поколение, рестайлинг;CLS 250 d 4MATIC;;;
Mercedes-Benz;GLC Coupe;2017;4100000;https://auto.drom.ru/moscow/mercedes-benz/glc_coupe/53494294.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;136 000 км;левый;1 поколение;GLC 300 4MATIC;;;
Mercedes-Benz;GLE Coupe;2017;5500000;https://auto.drom.ru/kazan/mercedes-benz/gle_coupe/53094720.html;;;;;Казани;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;;белый;83 300 км;левый;1 поколение;GLE 400 4MATIC;;;
Mercedes-Benz;S-Class;2017;9100000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53450989.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;седан;черный;81 000 км;левый;6 поколение, рестайлинг;Mercedes-Maybach S 450 4MATIC;;;
Mercedes-Benz;E-Class;2017;3038000;https://auto.drom.ru/moscow/mercedes-benz/e-class/52356111.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;111 260 км;левый;5 поколение;;;;
Mercedes-Benz;V-Class;2017;12800000;https://auto.drom.ru/moscow/mercedes-benz/v-class/53837757.html;Год не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;237 л.с., налог;автомат;4WD;;черный;22 км;левый;3 поколение;;;;
Mercedes-Benz;S-Class;2017;5050000;https://auto.drom.ru/moscow/mercedes-benz/s-class/682466783.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;купе;синий;159 791 км;левый;6 поколение, рестайлинг;S 450 4MATIC;;;
Mercedes-Benz;E-Class;2017;4099000;https://auto.drom.ru/moscow/mercedes-benz/e-class/769630311.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;универсал;черный;77 000 км;левый;5 поколение;;;;
Mercedes-Benz;GLE;2017;4690000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/53963191.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;;синий;135 188 км;левый;1 поколение;;;;
Mercedes-Benz;C-Class;2017;3200000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53633714.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;58 000 км;левый;4 поколение;C 200 4MATIC Sport;;;
