Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;S-Class;2018;9990000;https://auto.drom.ru/moscow/mercedes-benz/s-class/44953861.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;белый;25 637 км;левый;6 поколение, рестайлинг;S 350 d 4MATIC L;;;
Mercedes-Benz;X-Class;2018;4550000;https://auto.drom.ru/moscow/mercedes-benz/x-class/802098620.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;;черный;114 000 км;левый;1 поколение;X 350d AT 4MATIC Progressive;;;
Mercedes-Benz;S-Class;2018;6650000;https://auto.drom.ru/moscow/mercedes-benz/s-class/327486923.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;340 л.с., налог;АКПП;4WD;седан;черный;118 111 км;левый;6 поколение, рестайлинг;;;;
Mercedes-Benz;S-Class;2018;7199789;https://auto.drom.ru/spb/mercedes-benz/s-class/177930430.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;черный;64 070 км;левый;6 поколение, рестайлинг;S 350 d 4MATIC L;;;
Mercedes-Benz;E-Class;2018;3310000;https://auto.drom.ru/spb/mercedes-benz/e-class/578747807.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;211 л.с., налог;АКПП;задний;седан;черный;49 300 км;левый;5 поколение;;;;
Mercedes-Benz;CLS-Class;2018;5750000;https://auto.drom.ru/moscow/mercedes-benz/cls-class/578031355.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;автомат;4WD;седан;красный;35 000 км;левый;;;;;
Mercedes-Benz;A-Class;2018;2200000;https://auto.drom.ru/moscow/mercedes-benz/a-class/54120344.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.3 л;150 л.с., налог;робот;передний;хэтчбек 5 дв.;белый;110 000 км;левый;4 поколение;A 200 DCT Comfort;;;
Mercedes-Benz;GLE;2018;4500000;https://auto.drom.ru/nizhniy-novgorod/mercedes-benz/gle-class/53994920.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;;белый;158 000 км;левый;1 поколение;GLE 250d 4MATIC "Особая серия";;;
Mercedes-Benz;E-Class;2018;4450000;https://auto.drom.ru/volgograd/mercedes-benz/e-class/53699901.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 3.0 л;401 л.с., налог;АКПП;4WD;седан;черный;134 126 км;левый;5 поколение;;;;
Mercedes-Benz;E-Class;2018;2550000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53689570.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;247 295 км;левый;5 поколение;;;;
