Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
Mercedes-Benz;S-Class;2015;4980000;https://auto.drom.ru/moscow/mercedes-benz/s-class/583330432.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;85 000 км;левый;6 поколение;черный;седан;S 350 d 4MATIC L;;;
Mercedes-Benz;GL-Class;2015;3865000;https://auto.drom.ru/moscow/mercedes-benz/gl-class/827142962.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;130 000 км;левый;2 поколение;черный;;GL 350 BlueTEC 4MATIC AT Особая серия;;;
Mercedes-Benz;E-Class;2015;2500000;https://auto.drom.ru/stariy-oskol/mercedes-benz/e-class/50824526.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Старом Осколе;бензин, 2.0 л;184 л.с., налог;АКПП;задний;170 000 км;левый;4 поколение, рестайлинг;белый;седан;;;;
Mercedes-Benz;GLE Coupe;2015;4617358;https://auto.drom.ru/minsk/mercedes-benz/gle_coupe/54033098.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;85 000 км;левый;1 поколение;красный;;450 AMG 4MATIC Особая серия;;;
Mercedes-Benz;C-Class;2015;2290000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53746601.html;;;;;Москве;бензин, 1.6 л;156 л.с., налог;АКПП;задний;75 900 км, без пробега по РФ;правый;4 поколение;белый;универсал;C 180 Sports;;;
Mercedes-Benz;GLE Coupe;2015;4849000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/53739822.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;АКПП;4WD;100 536 км;левый;1 поколение;красный;;;;;
Mercedes-Benz;GLE;2015;3550000;https://auto.drom.ru/lyubertsy/mercedes-benz/gle-class/53353853.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Люберцах;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;138 828 км;левый;1 поколение;синий;;GLE 350d 4MATIC "Особая серия";;;
Mercedes-Benz;E-Class;2015;2234000;https://auto.drom.ru/moscow/mercedes-benz/e-class/866171180.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;100 950 км;левый;4 поколение, рестайлинг;серебристый;купе;;;;
Mercedes-Benz;M-Class;2015;2778000;https://auto.drom.ru/moscow/mercedes-benz/m-class/54032699.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;178 698 км;левый;3 поколение;черный;;;;;
Mercedes-Benz;SLK-Class;2015;3299000;https://auto.drom.ru/spb/mercedes-benz/slk-class/355362193.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;63 952 км;левый;3 поколение;серый;;;;;
Mercedes-Benz;S-Class;2015;10498000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53357439.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 6.0 л;530 л.с., налог;АКПП;задний;173 469 км;левый;6 поколение;белый;седан;;;;
Mercedes-Benz;C-Class;2015;2400000;https://auto.drom.ru/buinsk/mercedes-benz/c-class/52900314.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Буинске;дизель, 2.1 л;204 л.с., налог;АКПП;4WD;160 000 км;левый;4 поколение;коричневый;седан;C 250 BlueTEC AT 4MATIC AMG Line;;;
