Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;
BMW;5-Series;2017;4049000;https://auto.drom.ru/moscow/bmw/5-series/53209287.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;белый;71 937 км;левый;7 поколение;;
BMW;X4;2017;2899000;https://auto.drom.ru/moscow/bmw/x4/52758036.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;125 230 км;левый;1 поколение;;
BMW;X6;2017;4890000;https://auto.drom.ru/moscow/bmw/x6/367691578.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;голубой;116 451 км;левый;2 поколение;;
BMW;7-Series;2017;4890000;https://auto.drom.ru/moscow/bmw/7-series/851434939.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;;белый;94 254 км;левый;6 поколение;;
BMW;X4;2017;3500000;https://auto.drom.ru/moscow/bmw/x4/292326392.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;101 500 км;левый;1 поколение;xDrive 20d AT;
BMW;X3;2017;3987000;https://auto.drom.ru/bryansk/bmw/x3/53611328.html;Год не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Брянске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;синий;93 334 км;левый;3 поколение;;
BMW;X1;2017;2249000;https://auto.drom.ru/moscow/bmw/x1/403779279.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;192 л.с., налог;автомат;4WD;;черный;92 000 км;левый;2 поколение;;
BMW;3-Series;2017;2850000;https://auto.drom.ru/moscow/bmw/3-series/926306280.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;седан;черный;80 000 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2017;2780000;https://auto.drom.ru/moscow/bmw/3-series/559934181.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;серый;95 954 км;левый;6 поколение, рестайлинг;;
BMW;5-Series;2017;4200000;https://auto.drom.ru/moscow/bmw/5-series/53948628.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;41 400 км, без пробега по РФ;левый;7 поколение;;
BMW;6-Series Gran Turismo;2017;4250000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/53941087.html;Цвет не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;;синий;112 189 км;левый;1 поколение;;
BMW;2-Series Active Tourer;2017;1820000;https://auto.drom.ru/moscow/bmw/2-series_active_tourer/704251233.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;передний;;синий;150 426 км;левый;1 поколение;;
BMW;5-Series;2017;3408000;https://auto.drom.ru/kazan/bmw/5-series/53928116.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;белый;144 383 км;левый;;;
BMW;5-Series;2017;3350000;https://auto.drom.ru/moscow/bmw/5-series/53921272.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;134 877 км;левый;;;
BMW;7-Series;2018;4200000;https://auto.drom.ru/moscow/bmw/7-series/112255158.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;87 000 км;левый;6 поколение;730Ld AT xDrive;
BMW;X3;2018;3090000;https://auto.drom.ru/moscow/bmw/x3/52635637.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;;белый;107 000 км;левый;3 поколение;;
BMW;X1;2019;2245000;https://auto.drom.ru/moscow/bmw/x1/53740226.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;;белый;103 301 км;левый;2 поколение;;
BMW;X1;2019;2295000;https://auto.drom.ru/moscow/bmw/x1/53714985.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;;белый;102 916 км;левый;2 поколение;;
BMW;8-Series;2019;8640000;https://auto.drom.ru/moscow/bmw/8-series/53354846.html;;;;;Москве;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;купе;белый;22 575 км;левый;2 поколение;M850i AT xDrive Base;
BMW;X1;2019;2725000;https://auto.drom.ru/spb/bmw/x1/52914307.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;;синий;123 069 км;левый;2 поколение;;
BMW;X5;2019;7757316;https://auto.drom.ru/minsk/bmw/x5/826698501.html;;;;;Минске;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;синий;74 000 км;левый;4 поколение;xDrive M50d AT Base;
BMW;X4;2019;4860000;https://auto.drom.ru/moscow/bmw/x4/851331175.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;69 350 км;левый;2 поколение;xDrive 30d AT M Sport;
BMW;X2;2019;3300000;https://auto.drom.ru/moscow/bmw/x2/470049980.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;;белый;25 034 км;левый;1 поколение;;
BMW;7-Series;2019;9300000;https://auto.drom.ru/spb/bmw/7-series/226900126.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серый;53 000 км;левый;6 поколение, рестайлинг;;
BMW;X2;2019;3232123;https://auto.drom.ru/minsk/bmw/x2/53344338.html;;;;;Минске;дизель, 2.0 л;231 л.с., налог;АКПП;4WD;;черный;39 000 км;левый;1 поколение;xDrive 25d AT Base;
BMW;X5;2019;6690000;https://auto.drom.ru/moscow/bmw/x5/271923049.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;белый;63 000 км;левый;4 поколение;;
BMW;5-Series;2019;3698000;https://auto.drom.ru/moscow/bmw/5-series/54021965.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;80 878 км;левый;7 поколение;;
BMW;X7;2019;10050000;https://auto.drom.ru/spb/bmw/x7/54019844.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;серый;93 391 км;левый;1 поколение;M50d AT Base;
BMW;X1;2019;3630000;https://auto.drom.ru/moscow/bmw/x1/53737938.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;192 л.с., налог;АКПП;4WD;;черный;85 150 км;левый;2 поколение;xDrive 20i AT M Sport Model;
BMW;8-Series;2019;6915000;https://auto.drom.ru/moscow/bmw/8-series/53731770.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;купе;серый;91 598 км;левый;2 поколение;840d AT xDrive Base;
BMW;X7;2019;7950000;https://auto.drom.ru/moscow/bmw/x7/53343304.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;104 598 км;левый;1 поколение;;
BMW;4-Series;2019;4120000;https://auto.drom.ru/moscow/bmw/4-series/53337004.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;купе;черный;63 395 км;левый;1 поколение, рестайлинг;420d AT;
BMW;X7;2019;10100000;https://auto.drom.ru/moscow/bmw/x7/53336831.html;;;;;Москве;бензин, 4.4 л;530 л.с., налог;автомат;4WD;;белый;52 553 км;левый;1 поколение;;
BMW;X4;2019;5350000;https://auto.drom.ru/moscow/bmw/x4/53336251.html;;;;;Москве;бензин, 2.0 л;252 л.с., налог;автомат;4WD;;белый;30 830 км;левый;;;
BMW;5-Series;2019;5160000;https://auto.drom.ru/moscow/bmw/5-series/52900903.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;универсал;синий;71 069 км;левый;7 поколение;M550d AT xDrive;
BMW;2-Series Gran Tourer;2019;2300000;https://auto.drom.ru/pavlovskiy-posad/bmw/2-series_gran_tourer/52016800.html;;;;;Павловском Посаде;дизель, 1.5 л;116 л.с., налог;АКПП;передний;;серый;90 000 км;левый;1 поколение, рестайлинг;216d AT;
BMW;8-Series;2019;7179000;https://auto.drom.ru/spb/bmw/8-series/50420389.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;открытый;черный;78 287 км;левый;2 поколение;840i AT xDrive Base;
BMW;X5;2019;5065343;https://auto.drom.ru/minsk/bmw/x5/727090390.html;;;;;Минске;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;серый;95 000 км;левый;4 поколение;;
BMW;X3;2019;4500000;https://auto.drom.ru/moscow/bmw/x3/54006793.html;;;;;Москве;дизель, 3.0 л;265 л.с., налог;автомат;4WD;;серый;59 500 км, без пробега по РФ;левый;3 поколение;;
BMW;5-Series;2019;5090000;https://auto.drom.ru/moscow/bmw/5-series/494242194.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;серый;87 000 км;левый;7 поколение;;
BMW;8-Series;2019;7990000;https://auto.drom.ru/moscow/bmw/8-series/680959365.html;;;;;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;открытый;черный;89 900 км;правый;2 поколение;840d xDrive;
BMW;X3;2019;4550000;https://auto.drom.ru/kaluga/bmw/x3/51254671.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Калуге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;69 600 км, без пробега по РФ;левый;3 поколение;xDrive 20d AT M Sport;
BMW;3-Series;2019;3990000;https://auto.drom.ru/kaluga/bmw/3-series/51346055.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Калуге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;80 300 км, без пробега по РФ;левый;7 поколение;320d AT xDrive Luxury;
BMW;X3;2019;4200000;https://auto.drom.ru/kazan/bmw/x3/599548495.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;154 000 км;левый;3 поколение;xDrive 20d AT M Sport;
BMW;3-Series;2019;3100000;https://auto.drom.ru/moscow/bmw/3-series/304754330.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;универсал;белый;128 000 км;левый;7 поколение;320d AT xDrive Sport Line;
BMW;X5;2019;6250000;https://auto.drom.ru/kirov/bmw/x5/53774319.html;;;;;Кирове;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;136 895 км, без пробега по РФ;левый;4 поколение;xDrive30d AT M Sport;
BMW;X7;2019;7900000;https://auto.drom.ru/moscow/bmw/x7/745357756.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;черный;152 738 км;левый;1 поколение;M50d AT M Special;
BMW;X4;2019;4209000;https://auto.drom.ru/moscow/bmw/x4/343178445.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;серебристый;90 000 км;левый;2 поколение;;
BMW;5-Series;2019;3099200;https://auto.drom.ru/spb/bmw/5-series/52888621.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;синий;164 605 км;левый;7 поколение;;
BMW;3-Series;2019;4500000;https://auto.drom.ru/spb/bmw/3-series/53728817.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;синий;63 500 км;левый;7 поколение;320d AT xDrive M Sport Pro;
BMW;5-Series;2019;3757000;https://auto.drom.ru/moscow/bmw/5-series/53725659.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;седан;черный;132 115 км;левый;7 поколение;;
BMW;X1;2019;2245000;https://auto.drom.ru/moscow/bmw/x1/53715500.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;;белый;94 924 км;левый;2 поколение;;
BMW;X5;2019;8050000;https://auto.drom.ru/moscow/bmw/x5/52882595.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;синий;91 341 км;левый;4 поколение;;
BMW;X5;2019;7250000;https://auto.drom.ru/moscow/bmw/x5/53918179.html;;;;;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;85 000 км;левый;4 поколение;xDrive30d AT M Sport;
BMW;X6;2019;6000000;https://auto.drom.ru/moscow/bmw/x6/354920080.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;56 159 км;левый;2 поколение;xDrive 40d AT M Sport Extravagance;
BMW;X3;2019;4120000;https://auto.drom.ru/moscow/bmw/x3/904541431.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;черный;98 500 км;левый;3 поколение;xDrive 20i AT Luxury;
BMW;3-Series;2019;4150000;https://auto.drom.ru/bogoroditsk/bmw/3-series/139959237.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Богородицке;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;43 271 км;левый;7 поколение;320d AT xDrive M Sport;
BMW;X3;2019;3850000;https://auto.drom.ru/voronezh/bmw/x3/445072068.html;;;;;Воронеже;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;;;левый;3 поколение;;
BMW;X7;2019;8289000;https://auto.drom.ru/spb/bmw/x7/791769681.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;84 765 км;левый;1 поколение;xDrive30d AT M Sport Pro;
BMW;X7;2019;7868135;https://auto.drom.ru/minsk/bmw/x7/52860906.html;;;;;Минске;дизель, 3.0 л;265 л.с., налог;автомат;4WD;;серый;83 000 км;левый;1 поколение;;
BMW;X7;2019;6787651;https://auto.drom.ru/minsk/bmw/x7/52856685.html;;;;;Минске;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;серый;65 000 км;левый;1 поколение;xDrive40i AT Pure Excellence;
BMW;X4;2019;5648000;https://auto.drom.ru/moscow/bmw/x4/53997204.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;47 853 км;левый;2 поколение;;
BMW;1-Series;2019;2415000;https://auto.drom.ru/himki/bmw/1-series/53702192.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;серый;71 276 км;левый;2 поколение;;
BMW;5-Series;2019;3149999;https://auto.drom.ru/moscow/bmw/5-series/54002370.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;универсал;черный;75 000 км;левый;7 поколение;520d AT xDrive;
BMW;5-Series;2019;4250000;https://auto.drom.ru/spb/bmw/5-series/54001956.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;белый;60 541 км;левый;7 поколение;520d AT xDrive M Sport;
BMW;X3;2019;3850000;https://auto.drom.ru/vladimir/bmw/x3/53713269.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Владимире;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;серый;107 281 км;левый;3 поколение;;
BMW;X1;2019;3470000;https://auto.drom.ru/volgograd/bmw/x1/53713065.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 2.0 л;192 л.с., налог;АКПП;4WD;;синий;34 990 км;правый;2 поколение;xDrive 20i M Sport;
BMW;X3;2019;4650000;https://auto.drom.ru/togliatti/bmw/x3/53307237.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Тольятти;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;коричневый;39 000 км;левый;3 поколение;xDrive 20i AT Luxury;
BMW;X5;2019;8500000;https://auto.drom.ru/spb/bmw/x5/53300893.html;;;;;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;;94 000 км;левый;4 поколение;;
BMW;X1;2019;2619000;https://auto.drom.ru/moscow/bmw/x1/52426993.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 1.5 л;116 л.с., налог;автомат;передний;;серый;99 963 км;левый;;;
BMW;X4;2019;4548000;https://auto.drom.ru/moscow/bmw/x4/131006711.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;красный;50 245 км;левый;2 поколение;;
BMW;X4;2019;4750000;https://auto.drom.ru/voronezh/bmw/x4/53963887.html;;;;;Воронеже;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;белый;49 000 км, без пробега по РФ;левый;2 поколение;xDrive 20i AT Lifestyle;
BMW;5-Series;2019;4559700;https://auto.drom.ru/moscow/bmw/5-series/780395548.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;белый;40 124 км;левый;7 поколение;;
BMW;X1;2019;2485000;https://auto.drom.ru/pskov/bmw/x1/52396873.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Пскове;дизель, 1.5 л;116 л.с., налог;автомат;передний;;черный;59 000 км;левый;2 поколение, рестайлинг;;
BMW;X1;2019;3200000;https://auto.drom.ru/moscow/bmw/x1/53297737.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;передний;;черный;84 000 км;левый;2 поколение;;
BMW;X5;2019;5254658;https://auto.drom.ru/minsk/bmw/x5/266786000.html;;;;;Минске;дизель, 2.0 л;231 л.с., налог;АКПП;4WD;;черный;97 000 км;левый;4 поколение;;
BMW;7-Series;2019;9800000;https://auto.drom.ru/spb/bmw/7-series/231557271.html;Мощность двигателя не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 6.6 л;585 л.с., налог;АКПП;4WD;;серый;67 944 км;левый;6 поколение, рестайлинг;M760Li AT xDrive Base;
BMW;X2;2019;2933000;https://auto.drom.ru/kazan/bmw/x2/53695789.html;;;;;Казани;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;;черный;112 603 км;левый;1 поколение;;
BMW;X5;2019;5700000;https://auto.drom.ru/spb/bmw/x5/53688844.html;;;;;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;белый;87 271 км;левый;4 поколение;;
BMW;X1;2019;2640000;https://auto.drom.ru/kaluga/bmw/x1/53297454.html;;;;;Калуге;дизель, 1.5 л;116 л.с., налог;робот;передний;;синий;169 359 км;левый;2 поколение, рестайлинг;;
BMW;5-Series;2019;4169900;https://auto.drom.ru/moscow/bmw/5-series/712531868.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;седан;серый;70 189 км;левый;7 поколение;;
BMW;X5;2019;6999000;https://auto.drom.ru/moscow/bmw/x5/604424420.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;белый;127 358 км;левый;4 поколение;;
BMW;X4;2019;4238819;https://auto.drom.ru/minsk/bmw/x4/53986447.html;;;;;Минске;дизель, 2.0 л;231 л.с., налог;автомат;4WD;;красный;68 900 км;левый;2 поколение;;
BMW;i3;2019;2396457;https://auto.drom.ru/minsk/bmw/i3/52842957.html;;;;;Минске;электро;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;75 000 км;левый;1 поколение, рестайлинг;i3 120 Ah;
BMW;X3;2019;5628671;https://auto.drom.ru/minsk/bmw/x3/52841512.html;;;;;Минске;дизель, 3.0 л;326 л.с., налог;АКПП;4WD;;черный;46 000 км;левый;3 поколение;xDrive M40d AT Base;
BMW;X5;2019;5998067;https://auto.drom.ru/minsk/bmw/x5/52841199.html;;;;;Минске;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;синий;37 000 км;левый;4 поколение;;
BMW;X3;2019;4499990;https://auto.drom.ru/moscow/bmw/x3/333941747.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;39 990 км;левый;3 поколение;xDrive 30d AT M Sport;
BMW;X4;2019;4109530;https://auto.drom.ru/minsk/bmw/x4/52838329.html;;;;;Минске;бензин, 2.0 л;252 л.с., налог;автомат;4WD;;черный;55 000 км;левый;2 поколение;;
BMW;4-Series;2019;2848967;https://auto.drom.ru/minsk/bmw/4-series/52835981.html;;;;;Минске;бензин, 2.0 л;184 л.с., налог;АКПП;задний;купе;черный;62 000 км;левый;1 поколение, рестайлинг;420i AT;
BMW;3-Series;2019;4603598;https://auto.drom.ru/minsk/bmw/3-series/52836739.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;седан;серый;62 000 км;левый;7 поколение;;
BMW;X5;2019;8306792;https://auto.drom.ru/minsk/bmw/x5/52837376.html;;;;;Минске;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;;черный;63 000 км;левый;4 поколение;;
BMW;X5;2019;6540000;https://auto.drom.ru/spb/bmw/x5/484409889.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;черный;89 750 км;левый;4 поколение;;
BMW;X1;2019;2250000;https://auto.drom.ru/moscow/bmw/x1/616789729.html;;;;;Москве;дизель, 1.5 л;116 л.с., налог;робот;передний;;синий;175 000 км, без пробега по РФ;левый;2 поколение, рестайлинг;sDrive16d DKG;
BMW;7-Series;2019;6550000;https://auto.drom.ru/moscow/bmw/7-series/53271306.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;задний;;черный;65 000 км;левый;6 поколение, рестайлинг;;
BMW;X3;2019;4280000;https://auto.drom.ru/saratov/bmw/x3/868095745.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;дизель, 2.0 л;231 л.с., налог;автомат;4WD;;белый;132 000 км;левый;3 поколение;;
BMW;5-Series;2019;4400000;https://auto.drom.ru/moscow/bmw/5-series/736276339.html;;;;;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;универсал;белый;87 000 км;левый;7 поколение;540d AT xDrive;
BMW;X1;2019;2850000;https://auto.drom.ru/moscow/bmw/x1/53683862.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;110 000 км, без пробега по РФ;левый;2 поколение, рестайлинг;;
BMW;5-Series;2019;4370000;https://auto.drom.ru/yoshkar-ola/bmw/5-series/53978736.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Йошкар-Оле;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;белый;70 000 км;левый;7 поколение;520d AT xDrive M Sport;
BMW;X3;2019;5050000;https://auto.drom.ru/moscow/bmw/x3/53677218.html;;;;;Москве;дизель, 3.0 л;326 л.с., налог;АКПП;4WD;;белый;63 631 км;левый;3 поколение;xDrive M40d AT Base;
