Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;
BMW;X5;2012;1617000;https://auto.drom.ru/moscow/bmw/x5/52113459.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;белый;158 000 км;левый;2 поколение, рестайлинг;;;
BMW;1-Series;2012;1450000;https://auto.drom.ru/zheleznodorozhniy/bmw/1-series/233594845.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Железнодорожном;бензин, 1.6 л;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;190 000 км;левый;2 поколение;118i AT Urban;;
BMW;1-Series;2012;1225000;https://auto.drom.ru/tula/bmw/1-series/160670125.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;бензин, 1.6 л;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;150 000 км;левый;2 поколение;118i AT Urban;;
BMW;1-Series;2012;1080000;https://auto.drom.ru/kazan/bmw/1-series/53433457.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;черный;200 282 км;правый;2 поколение;116i;;
BMW;1-Series;2012;1395000;https://auto.drom.ru/moscow/bmw/1-series/212218484.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;242 000 км;левый;2 поколение;;;
BMW;3-Series;2012;1519789;https://auto.drom.ru/spb/bmw/3-series/54086793.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;синий;243 533 км;левый;;;;
BMW;3-Series;2012;1500000;https://auto.drom.ru/moscow/bmw/3-series/54081108.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;серый;178 000 км;левый;6 поколение;320i AT;;
BMW;X5;2012;2095000;https://auto.drom.ru/moscow/bmw/x5/54076816.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;коричневый;111 712 км;левый;2 поколение, рестайлинг;;;
BMW;3-Series;2012;1529000;https://auto.drom.ru/moscow/bmw/3-series/53797262.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;бежевый;204 421 км;левый;6 поколение;;;
BMW;5-Series;2012;1475000;https://auto.drom.ru/spb/bmw/5-series/53413997.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;АКПП;задний;седан;синий;239 557 км;левый;6 поколение;;;
BMW;3-Series;2012;1670000;https://auto.drom.ru/tosno/bmw/3-series/52867972.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Тосно;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;140 000 км;левый;6 поколение;;;
BMW;5-Series;2012;2300000;https://auto.drom.ru/smolensk/bmw/5-series/578111481.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Смоленске;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;седан;черный;249 500 км;левый;6 поколение;;;
BMW;1-Series;2012;1170000;https://auto.drom.ru/krasnogorsk/bmw/1-series/718573181.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Есть ограничения;Красногорске;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;красный;128 000 км;левый;2 поколение;;;
BMW;3-Series;2012;1870000;https://auto.drom.ru/moscow/bmw/3-series/112297936.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;коричневый;141 900 км;левый;6 поколение;;;
BMW;5-Series;2012;1750000;https://auto.drom.ru/volokolamsk/bmw/5-series/937202669.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волоколамске;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;синий;80 000 км;левый;6 поколение;520i AT;;
BMW;X1;2012;1630000;https://auto.drom.ru/spb/bmw/x1/612309435.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;бежевый;91 000 км;левый;1 поколение, рестайлинг;xDrive20i AT;;
BMW;X6;2012;2117000;https://auto.drom.ru/moscow/bmw/x6/273485369.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;407 л.с., налог;АКПП;4WD;;белый;110 970 км;левый;1 поколение;;;
BMW;5-Series;2012;1698000;https://auto.drom.ru/moscow/bmw/5-series/465465992.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;140 029 км;левый;6 поколение;;;
BMW;5-Series;2012;1850000;https://auto.drom.ru/moscow/bmw/5-series/697094308.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;задний;седан;серый;141 657 км;левый;6 поколение;;;
BMW;3-Series;2012;1750000;https://auto.drom.ru/nizhniy-novgorod/bmw/3-series/917309087.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;216 400 км;левый;6 поколение;320d AT;;
BMW;3-Series;2012;1739000;https://auto.drom.ru/spb/bmw/3-series/331635567.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;красный;209 490 км;левый;;;;
BMW;5-Series;2012;1900000;https://auto.drom.ru/engels/bmw/5-series/220440573.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Есть ограничения;Энгельсе;дизель, 2.0 л;218 л.с., налог;АКПП;4WD;седан;белый;220 000 км;левый;6 поколение;525d AT xDrive Business;;
BMW;3-Series;2012;1870000;https://auto.drom.ru/vyazma/bmw/3-series/54075544.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Вязьме;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;121 000 км;левый;6 поколение;320i AT;;
BMW;1-Series;2012;1360000;https://auto.drom.ru/moscow/bmw/1-series/53405040.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;красный;107 827 км;левый;2 поколение;;;
BMW;X5;2012;1739000;https://auto.drom.ru/kolomna/bmw/x5/53404767.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Коломне;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;бежевый;183 743 км;левый;2 поколение, рестайлинг;;;
BMW;X5;2012;1979000;https://auto.drom.ru/kolomna/bmw/x5/52974421.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Коломне;бензин, 4.4 л;555 л.с., налог;АКПП;4WD;;синий;123 804 км;левый;2 поколение, рестайлинг;;;
BMW;5-Series;2012;1995000;https://auto.drom.ru/tver/bmw/5-series/52513541.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Твери;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;119 184 км;левый;6 поколение;;;
BMW;5-Series;2012;1859000;https://auto.drom.ru/spb/bmw/5-series/929091714.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;седан;синий;174 000 км;левый;6 поколение;;;
BMW;X1;2012;1100000;https://auto.drom.ru/moscow/bmw/x1/316640342.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;184 л.с., налог;АКПП;4WD;;коричневый;209 300 км;левый;1 поколение, рестайлинг;xDrive 20d AT xLine;;
BMW;5-Series Gran Turismo;2012;1875000;https://auto.drom.ru/moscow/bmw/5-series_gran_turismo/284818023.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;219 945 км;левый;6 поколение;;;
BMW;X5;2012;2395000;https://auto.drom.ru/belgorod/bmw/x5/54038488.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Есть ограничения;Белгороде;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;250 000 км;левый;2 поколение, рестайлинг;;;
BMW;X3;2012;2200000;https://auto.drom.ru/moscow/bmw/x3/474240542.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л, ГБО;245 л.с., налог;АКПП;4WD;;черный;298 000 км;левый;2 поколение;xDrive 28i AT Lifestyle;;
BMW;X1;2012;1280000;https://auto.drom.ru/moscow/bmw/x1/54067476.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;синий;191 695 км;левый;1 поколение;sDrive 18i AT Urban;;
BMW;X6;2012;1739000;https://auto.drom.ru/moscow/bmw/x6/54067191.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;белый;195 335 км;левый;1 поколение;;;
BMW;X3;2012;2220000;https://auto.drom.ru/moscow/bmw/x3/54066339.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;92 485 км;левый;2 поколение;;;
BMW;1-Series;2012;895000;https://auto.drom.ru/spb/bmw/1-series/54062319.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;черный;151 135 км;левый;2 поколение;;;
BMW;X5;2012;2890000;https://auto.drom.ru/kirov/bmw/x5/53389588.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Кирове;дизель, 3.0 л;245 л.с., налог;АКПП;4WD;;синий;243 000 км;левый;2 поколение, рестайлинг;xDrive 30d AT Luxury;;
BMW;3-Series;2012;1599789;https://auto.drom.ru/spb/bmw/3-series/623485808.html;Цвет не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;212 686 км;левый;;;;
BMW;X1;2012;1315000;https://auto.drom.ru/moscow/bmw/x1/53927528.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;177 л.с., налог;АКПП;4WD;;синий;231 515 км;левый;1 поколение;;;
BMW;3-Series;2012;1590000;https://auto.drom.ru/safonovo/bmw/3-series/53975861.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Сафоновe;бензин, 2.0 л;245 л.с., налог;АКПП;задний;седан;серебристый;228 936 км;левый;6 поколение;328i AT;;
BMW;X1;2012;1320000;https://auto.drom.ru/ulyanovsk/bmw/x1/903462087.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Ульяновске;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;синий;182 248 км;левый;1 поколение;;;
BMW;X5;2012;1800000;https://auto.drom.ru/moscow/bmw/x5/596674027.html;Мощность двигателя не совпадает с ПТС;;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;коричневый;206 000 км, без пробега по РФ;левый;2 поколение, рестайлинг;;;
BMW;X3;2012;2400000;https://auto.drom.ru/kazan/bmw/x3/683894351.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;128 000 км;левый;2 поколение;xDrive 28i AT Exclusive;;
BMW;1-Series;2012;1300000;https://auto.drom.ru/saratov/bmw/1-series/466660274.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;144 538 км;левый;2 поколение;;;
BMW;3-Series;2012;1290000;https://auto.drom.ru/moscow/bmw/3-series/54055440.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;206 701 км;правый;6 поколение;320i SE;;
BMW;5-Series;2012;1850000;https://auto.drom.ru/moscow/bmw/5-series/53763802.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;123 000 км;левый;6 поколение;520i AT Business;;
BMW;1-Series;2012;1080000;https://auto.drom.ru/spb/bmw/1-series/53761524.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;136 л.с., налог;механика;задний;хэтчбек 5 дв.;черный;147 000 км;левый;2 поколение;116i MT Базовая;;
BMW;X1;2012;1299000;https://auto.drom.ru/kolomna/bmw/x1/52945670.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Коломне;дизель, 2.0 л;184 л.с., налог;АКПП;4WD;;черный;128 000 км;левый;1 поколение, рестайлинг;;;
BMW;X3;2012;1950000;https://auto.drom.ru/podolsk/bmw/x3/49427134.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Подольске;бензин, 3.0 л;258 л.с., налог;АКПП;4WD;;черный;135 000 км;левый;2 поколение;xDrive 28i AT;;
BMW;3-Series;2012;2300000;https://auto.drom.ru/pushkino/bmw/3-series/184703895.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Пушкино;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;красный;187 000 км;левый;6 поколение;320d AT;;
BMW;X1;2012;1099000;https://auto.drom.ru/spb/bmw/x1/641759486.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;коричневый;153 000 км;левый;1 поколение;;;
BMW;X6;2012;2000000;https://auto.drom.ru/moscow/bmw/x6/53311957.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;черный;169 000 км;левый;1 поколение, рестайлинг;;;
BMW;3-Series;2012;800000;https://auto.drom.ru/vidnoe/bmw/3-series/383709373.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Видном;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;красный;300 000 км;левый;6 поколение;;требуется ремонт или не на ходу;
BMW;X6;2012;2367000;https://auto.drom.ru/moscow/bmw/x6/53372137.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;245 л.с., налог;АКПП;4WD;;белый;206 693 км;левый;1 поколение;;;
BMW;1-Series;2012;1079000;https://auto.drom.ru/spb/bmw/1-series/54044822.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;170 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;181 000 км;левый;2 поколение;;;
BMW;5-Series;2012;1559000;https://auto.drom.ru/moscow/bmw/5-series/53365391.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;189 105 км;левый;6 поколение;;;
BMW;5-Series;2012;1700000;https://auto.drom.ru/kazan/bmw/5-series/48913979.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;195 997 км;левый;6 поколение;520i AT;;
BMW;5-Series;2012;1880000;https://auto.drom.ru/spb/bmw/5-series/145425761.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;седан;синий;239 366 км;левый;6 поколение;;;
BMW;5-Series;2012;1750000;https://auto.drom.ru/kazan/bmw/5-series/845995815.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;300 000 км;левый;6 поколение;520d AT;;
BMW;X3;2012;1770000;https://auto.drom.ru/voronezh/bmw/x3/54027939.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;184 л.с., налог;АКПП;4WD;;белый;245 000 км;левый;2 поколение;;;
BMW;3-Series;2012;1505000;https://auto.drom.ru/moscow/bmw/3-series/53356516.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;;175 000 км;левый;6 поколение;;;
BMW;1-Series;2012;1200000;https://auto.drom.ru/engels/bmw/1-series/53136129.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Энгельсе;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;черный;180 000 км;левый;2 поколение;116i AT Базовая;;
BMW;5-Series;2012;2099000;https://auto.drom.ru/luhovitsy/bmw/5-series/140549932.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Луховицах;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;седан;серый;198 000 км;левый;6 поколение;528i AT xDrive Luxury;;
BMW;5-Series;2012;1710000;https://auto.drom.ru/odintsovo/bmw/5-series/54015778.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Одинцове;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;синий;200 000 км;левый;6 поколение;520i AT Business;;
BMW;X1;2012;1430000;https://auto.drom.ru/penza/bmw/x1/53738076.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;коричневый;170 000 км;левый;1 поколение, рестайлинг;sDrive 18i AT;;
BMW;1-Series;2012;1021000;https://auto.drom.ru/moscow/bmw/1-series/53737802.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;179 719 км;левый;2 поколение;;;
BMW;X3;2012;1980000;https://auto.drom.ru/moscow/bmw/x3/53737704.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;184 л.с., налог;АКПП;4WD;;коричневый;137 800 км;левый;2 поколение;;;
BMW;5-Series;2012;1689000;https://auto.drom.ru/kolomna/bmw/5-series/53736322.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Коломне;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;237 359 км;левый;6 поколение;;;
BMW;X1;2012;1320000;https://auto.drom.ru/ulyanovsk/bmw/x1/53736129.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Ульяновске;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;синий;182 248 км;левый;1 поколение;;;
BMW;1-Series;2012;1284000;https://auto.drom.ru/voronezh/bmw/1-series/52892225.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 1.6 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;черный;125 032 км;левый;2 поколение;;;
BMW;5-Series;2012;1750000;https://auto.drom.ru/moscow/bmw/5-series/53327435.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;бежевый;214 000 км;левый;6 поколение;;;
BMW;5-Series;2012;1945000;https://auto.drom.ru/moscow/bmw/5-series/204137331.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;138 000 км;левый;6 поколение;;;
BMW;X1;2012;1400000;https://auto.drom.ru/balashov/bmw/x1/54011215.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашове;бензин, 2.0 л;150 л.с., налог;АКПП;задний;;черный;180 000 км;левый;1 поколение;;;
BMW;X5;2012;2180000;https://auto.drom.ru/kazan/bmw/x5/54004075.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;245 л.с., налог;АКПП;4WD;;черный;198 000 км;левый;2 поколение, рестайлинг;;;
BMW;X6;2012;3190000;https://auto.drom.ru/vyazniki/bmw/x6/52890074.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Вязниках;дизель, 3.0 л;245 л.с., налог;АКПП;4WD;;коричневый;191 000 км;левый;1 поколение, рестайлинг;xDrive 30d AT;;
BMW;X1;2012;1475000;https://auto.drom.ru/voronezh/bmw/x1/497467451.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;177 л.с., налог;АКПП;4WD;;коричневый;198 800 км;левый;1 поколение;xDrive20d AT;;
BMW;X3;2012;1595000;https://auto.drom.ru/moscow/bmw/x3/53713616.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;258 л.с., налог;АКПП;4WD;;коричневый;255 200 км;левый;2 поколение;xDrive 28i AT Lifestyle;;
BMW;X3;2012;2300000;https://auto.drom.ru/moscow/bmw/x3/170133057.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;258 л.с., налог;АКПП;4WD;;красный;163 500 км;левый;2 поколение;xDrive 28i AT Exclusive;;
BMW;X1;2012;1600000;https://auto.drom.ru/moscow/bmw/x1/785190310.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;синий;145 500 км;левый;1 поколение;xDrive 20i AT Базовая;;
