Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
BMW;5-Series;2023;9100000;https://auto.drom.ru/moscow/bmw/5-series/848976754.html;;;;;Москве;дизель, 2.0 л;188 л.с., налог;АКПП;4WD;седан;серый;новый автомобиль;левый;8 поколение;520d AT xDrive M Sport;;WBA**************;
BMW;X7;2023;15800000;https://auto.drom.ru/moscow/bmw/x7/53895963.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;352 л.с., налог;АКПП;4WD;;серый;15 км;левый;1 поколение, рестайлинг;xDrive40d AT;;;
BMW;X6;2023;9990000;https://auto.drom.ru/moscow/bmw/x6/484434967.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;черный;3 759 км;левый;3 поколение;;;;
BMW;X5;2023;14300000;https://auto.drom.ru/moscow/bmw/x5/53701513.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение;xDrive 30d AT M Sport;;WBA**************;
BMW;X6;2023;16820000;https://auto.drom.ru/moscow/bmw/x6/53701478.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;381 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение, рестайлинг;xDrive40i AT M Sport;;WBA**************;
BMW;X6;2023;16600000;https://auto.drom.ru/moscow/bmw/x6/53477804.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;16900000;https://auto.drom.ru/moscow/bmw/x6/52928116.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X3;2023;7700000;https://auto.drom.ru/moscow/bmw/x3/269470286.html;;;;;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;синий;11 981 км;левый;3 поколение, рестайлинг;;;;
BMW;X7;2023;17300000;https://auto.drom.ru/moscow/bmw/x7/137726106.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;автомат;4WD;;черный;новый автомобиль;левый;;;;WBA**************;
BMW;X7;2023;17300000;https://auto.drom.ru/moscow/bmw/x7/587972334.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;автомат;4WD;;черный;новый автомобиль;левый;;;;WBA**************;
BMW;X5;2023;14700000;https://auto.drom.ru/moscow/bmw/x5/54104196.html;;;;;Москве;бензин, 3.0 л;381 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение, рестайлинг;;;5UX**************;
BMW;X5;2023;13249000;https://auto.drom.ru/moscow/bmw/x5/53447971.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;273 км;левый;4 поколение, рестайлинг;;;;
BMW;X5;2023;14000000;https://auto.drom.ru/spb/bmw/x5/53017800.html;;;;;Санкт-Петербурге;дизель, 3.0 л;352 л.с., налог;автомат;4WD;;черный;105 км;левый;;;;;
BMW;X5;2023;13930000;https://auto.drom.ru/spb/bmw/x5/52562201.html;;;;;Санкт-Петербурге;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение, рестайлинг;xDrive30d AT;;WBA**************;
BMW;X7;2023;16200000;https://auto.drom.ru/moscow/bmw/x7/53873005.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;352 л.с., налог;АКПП;4WD;;серый;29 км;левый;1 поколение, рестайлинг;xDrive40d AT;;;
BMW;X7;2023;13700000;https://auto.drom.ru/moscow/bmw/x7/53434576.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;352 л.с., налог;АКПП;4WD;;черный;19 500 км;левый;1 поколение, рестайлинг;xDrive40d AT;;;
BMW;X6;2023;17000000;https://auto.drom.ru/moscow/bmw/x6/52992152.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;18017704;https://auto.drom.ru/moscow/bmw/x6/277656373.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;зеленый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;16757183;https://auto.drom.ru/moscow/bmw/x5/301390309.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение, рестайлинг;xDrive30d AT;;WBA**************;
BMW;X6;2023;18017704;https://auto.drom.ru/moscow/bmw/x6/466982959.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;зеленый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;16757183;https://auto.drom.ru/moscow/bmw/x5/841953894.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение, рестайлинг;;;WBA**************;
BMW;X6;2023;15950000;https://auto.drom.ru/moscow/bmw/x6/54089025.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;синий;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;16500000;https://auto.drom.ru/moscow/bmw/x6/54089028.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;15210436;https://auto.drom.ru/moscow/bmw/x5/54088823.html;;;;;Москве;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение, рестайлинг;;;WBA**************;
BMW;XM;2023;24950900;https://auto.drom.ru/moscow/bmw/xm/53801873.html;;;;;Москве;бензин, 4.4 л, гибрид;653 л.с., налог;автомат;4WD;;серый;новый автомобиль;левый;;;;WBS**************;
BMW;X5;2023;16450000;https://auto.drom.ru/spb/bmw/x5/53425381.html;;;;;Санкт-Петербурге;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;;серый;405 км;левый;4 поколение;;;;
BMW;X4;2023;8850000;https://auto.drom.ru/moscow/bmw/x4/571759367.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;6 578 км;левый;2 поколение, рестайлинг;;;;
BMW;X6;2023;14990000;https://auto.drom.ru/spb/bmw/x6/145370662.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;16000000;https://auto.drom.ru/spb/bmw/x6/812600899.html;;;;;Санкт-Петербурге;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X5;2023;22500000;https://auto.drom.ru/moscow/bmw/x5/724598706.html;;;;;Москве;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;;серый;новый автомобиль;левый;4 поколение;;;WBS**************;
BMW;X7;2023;15790000;https://auto.drom.ru/moscow/bmw/x7/54088006.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;автомат;4WD;;черный;10 818 км;левый;;;;;
BMW;X7;2023;15400000;https://auto.drom.ru/spb/bmw/x7/54084366.html;;;;;Санкт-Петербурге;дизель, 3.0 л;340 л.с., налог;автомат;4WD;;белый;новый автомобиль;левый;;;;WBA**************;
BMW;X6;2023;13700000;https://auto.drom.ru/himki/bmw/x6/53798679.html;;;;;Химках;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение;xDrive 40i AT Base;;WBA**************;
BMW;3-Series;2023;5900000;https://auto.drom.ru/himki/bmw/3-series/53798557.html;;;;;Химках;бензин, 2.0 л;156 л.с., налог;АКПП;задний;универсал;черный;новый автомобиль;левый;7 поколение, рестайлинг;318i AT Base;;WBA**************;
BMW;3-Series;2023;5900000;https://auto.drom.ru/himki/bmw/3-series/53798563.html;;;;;Химках;бензин, 2.0 л;156 л.с., налог;АКПП;задний;универсал;черный;новый автомобиль;левый;7 поколение, рестайлинг;318i AT Base;;WBA**************;
BMW;3-Series;2023;5900000;https://auto.drom.ru/himki/bmw/3-series/53798564.html;;;;;Химках;бензин, 2.0 л;156 л.с., налог;АКПП;задний;универсал;черный;новый автомобиль;левый;7 поколение, рестайлинг;318i AT Base;;WBA**************;
BMW;X6;2023;16350000;https://auto.drom.ru/himki/bmw/x6/53798567.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;синий;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;5-Series;2023;9400000;https://auto.drom.ru/himki/bmw/5-series/53798611.html;;;;;Химках;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;седан;черный;новый автомобиль;левый;7 поколение, рестайлинг;530i AT xDrive Base;;WBA**************;
BMW;X6;2023;14500000;https://auto.drom.ru/himki/bmw/x6/53798624.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;5-Series;2023;9400000;https://auto.drom.ru/himki/bmw/5-series/53798642.html;;;;;Химках;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;седан;черный;новый автомобиль;левый;7 поколение, рестайлинг;530i AT xDrive Base;;WBA**************;
BMW;X6;2023;14500000;https://auto.drom.ru/himki/bmw/x6/53798652.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;13700000;https://auto.drom.ru/himki/bmw/x6/53798672.html;;;;;Химках;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение;xDrive 40i AT Base;;WBA**************;
BMW;3-Series;2023;5900000;https://auto.drom.ru/himki/bmw/3-series/53798551.html;;;;;Химках;бензин, 2.0 л;156 л.с., налог;АКПП;задний;универсал;черный;новый автомобиль;левый;7 поколение, рестайлинг;318i AT Base;;WBA**************;
BMW;X7;2023;15689000;https://auto.drom.ru/spb/bmw/x7/53408967.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;340 л.с., налог;автомат;4WD;;черный;7 000 км;левый;;;;;
BMW;X5;2023;13550000;https://auto.drom.ru/himki/bmw/x5/53232155.html;;;;;Химках;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;синий;новый автомобиль;левый;4 поколение;xDrive 40i AT Base;;WBA**************;
BMW;X5;2023;13550000;https://auto.drom.ru/himki/bmw/x5/53232164.html;;;;;Химках;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;синий;новый автомобиль;левый;4 поколение;xDrive 40i AT Base;;WBA**************;
BMW;X5;2023;13550000;https://auto.drom.ru/himki/bmw/x5/53232165.html;;;;;Химках;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;4 поколение;xDrive 40i AT Base;;WBA**************;
BMW;X6;2023;13100000;https://auto.drom.ru/himki/bmw/x6/53126445.html;;;;;Химках;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;;коричневый;новый автомобиль;левый;3 поколение;xDrive30d;;WBA**************;
BMW;XM;2023;22900000;https://auto.drom.ru/himki/bmw/xm/53133538.html;;;;;Химках;бензин, 4.4 л, гибрид;653 л.с., налог;автомат;4WD;;синий;новый автомобиль;левый;;;;WBS**************;
BMW;X6;2023;15900000;https://auto.drom.ru/himki/bmw/x6/53133540.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;серый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;15500000;https://auto.drom.ru/himki/bmw/x6/52930725.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;черный;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;15600000;https://auto.drom.ru/himki/bmw/x6/52917023.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
BMW;X6;2023;15600000;https://auto.drom.ru/himki/bmw/x6/52917025.html;;;;;Химках;дизель, 3.0 л;298 л.с., налог;АКПП;4WD;;белый;новый автомобиль;левый;3 поколение, рестайлинг;xDrive30d AT M Sport;;WBA**************;
