Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
Mercedes-Benz;E-Class;2016;3349000;https://auto.drom.ru/spb/mercedes-benz/e-class/52709091.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;164 000 км;левый;5 поколение;синий;седан;;;;
Mercedes-Benz;Mercedes;2016;1340000;https://auto.drom.ru/moscow/mercedes-benz/mercedes/578753476.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;109 л.с., налог;механика;задний;487 000 км;левый;;белый;;;;;
Mercedes-Benz;GLA-Class;2016;2499099;https://auto.drom.ru/spb/mercedes-benz/gla-class/679544096.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;211 л.с., налог;робот;4WD;90 148 км;левый;1 поколение;черный;;;;;
Mercedes-Benz;GLS-Class;2016;5250000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/51838565.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;76 000 км;левый;1 поколение;;;350 d 4MATIC Особая серия;;;
Mercedes-Benz;E-Class;2016;3145000;https://auto.drom.ru/spb/mercedes-benz/e-class/564178216.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;118 000 км;левый;5 поколение;зеленый;седан;E 200 Sport Plus;;;
Mercedes-Benz;V-Class;2016;3880000;https://auto.drom.ru/moscow/mercedes-benz/v-class/329056793.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;190 л.с., налог;АКПП;4WD;240 853 км;левый;3 поколение;черный;;;;;
Mercedes-Benz;GLS-Class;2016;5299000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/721443363.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;80 100 км;левый;1 поколение;серебристый;;350 d 4MATIC Особая серия;;;
Mercedes-Benz;E-Class;2016;3635000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53929054.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;64 842 км;левый;4 поколение, рестайлинг;синий;купе;;;;
Mercedes-Benz;C-Class;2016;1950000;https://auto.drom.ru/spb/mercedes-benz/c-class/53926743.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;150 л.с., налог;АКПП;задний;92 000 км;левый;4 поколение;белый;седан;;;;
Mercedes-Benz;S-Class;2016;4699000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53572190.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;333 л.с., налог;АКПП;4WD;134 585 км;левый;6 поколение;белый;седан;;;;
