Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;Vito;2012;2380000;https://auto.drom.ru/seshcha/mercedes-benz/vito/53538593.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Сеще;дизель, 2.1 л;136 л.с., налог;АКПП;4WD;;серебристый;188 000 км;левый;2 поколение, рестайлинг;113 CDI 4x4 AT L3;;;
Mercedes-Benz;G-Class;2012;6500000;https://auto.drom.ru/moscow/mercedes-benz/g-class/53536983.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 5.5 л;388 л.с., налог;АКПП;4WD;джип/suv 5 дв.;черный;75 000 км;левый;2 поколение;;;;
Mercedes-Benz;C-Class;2012;1690000;https://auto.drom.ru/minsk/mercedes-benz/c-class/53534138.html;Цвет не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;бензин, 3.5 л;250 л.с., налог;АКПП;4WD;седан;серебристый;173 000 км;левый;3 поколение, рестайлинг;C 300 4MATIC AT Особая серия;;;
Mercedes-Benz;C-Class;2012;1629000;https://auto.drom.ru/kirov/mercedes-benz/c-class/53533848.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Кирове;бензин, 1.6 л;156 л.с., налог;АКПП;задний;седан;черный;161 000 км;левый;3 поколение, рестайлинг;C 180 AT Elegance;;;
Mercedes-Benz;E-Class;2012;1640000;https://auto.drom.ru/moscow/mercedes-benz/e-class/938661105.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;252 л.с., налог;АКПП;задний;седан;белый;222 000 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2012;1319000;https://auto.drom.ru/moscow/mercedes-benz/c-class/335534789.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;204 л.с., налог;АКПП;задний;купе;серый;115 140 км;левый;3 поколение, рестайлинг;;;;
Mercedes-Benz;M-Class;2012;2350000;https://auto.drom.ru/penza/mercedes-benz/m-class/52194875.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;;белый;240 000 км;левый;3 поколение;;;;
Mercedes-Benz;GL-Class;2012;2890000;https://auto.drom.ru/spb/mercedes-benz/gl-class/54154706.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 4.7 л;435 л.с., налог;АКПП;4WD;;черный;199 500 км;левый;2 поколение;GL 500 4MATIC AT;;;
Mercedes-Benz;M-Class;2012;2150000;https://auto.drom.ru/moscow/mercedes-benz/m-class/54153168.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;;белый;205 000 км;левый;3 поколение;ML 350 AT 4MATIC;;;
Mercedes-Benz;C-Class;2012;1790000;https://auto.drom.ru/cheboksary/mercedes-benz/c-class/54146085.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Чебоксарах;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;белый;;левый;3 поколение, рестайлинг;C 180 BlueEFFICIENCY AT Особая серия;;;
