Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;
BMW;X3;2019;4300000;https://auto.drom.ru/moscow/bmw/x3/242525577.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;86 000 км;левый;3 поколение;черный;;;;
BMW;6-Series Gran Turismo;2019;3760000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/52809978.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;141 000 км, без пробега по РФ;левый;1 поколение;черный;;620d AT xDrive M Sport;;
BMW;3-Series;2019;3600000;https://auto.drom.ru/moscow/bmw/3-series/54098821.html;;;;;Москве;бензин, 2.0 л;258 л.с., налог;АКПП;задний;36 000 км;левый;7 поколение;серый;седан;330i AT Luxury;;
BMW;X7;2019;9149000;https://auto.drom.ru/spb/bmw/x7/54097947.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;85 000 км;левый;1 поколение;черный;;;;
BMW;X4;2019;4189000;https://auto.drom.ru/spb/bmw/x4/54095430.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;82 000 км;левый;2 поколение;синий;;xDrive 20d AT M Sport;;
BMW;6-Series Gran Turismo;2019;6000000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/949334321.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;44 425 км, без пробега по РФ;левый;1 поколение;серый;;;;
BMW;X2;2019;2690000;https://auto.drom.ru/pavlovo/bmw/x2/53809992.html;;;;;Павлово;дизель, 2.0 л;150 л.с., налог;АКПП;передний;113 986 км;левый;1 поколение;синий;;sDrive 18d AT Base;;
BMW;5-Series;2019;3652000;https://auto.drom.ru/kazan/bmw/5-series/53436814.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;задний;67 896 км;левый;7 поколение;серый;седан;;;
BMW;X4;2019;5120000;https://auto.drom.ru/moscow/bmw/x4/53425321.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;17 692 км;левый;2 поколение;красный;;xDrive 20d AT M Sport;;
BMW;4-Series;2019;4270000;https://auto.drom.ru/moscow/bmw/4-series/53424718.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;23 019 км;левый;1 поколение, рестайлинг;черный;купе;420d AT;;
BMW;6-Series Gran Turismo;2019;6026000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/53424719.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;90 280 км;левый;1 поколение;черный;;;;
BMW;X5;2019;6670000;https://auto.drom.ru/moscow/bmw/x5/53108238.html;Электронный ПТС не выдавался;;;;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;87 373 км, без пробега по РФ;левый;4 поколение;серый;;xDrive30d AT M Sport;документы с проблемами, данный авто пригнан из Германии и готов к постановке на учет. Проблем с документами нет!;
BMW;X3;2019;6850000;https://auto.drom.ru/odintsovo/bmw/x3/53609537.html;;;;;Одинцове;бензин, 3.0 л;510 л.с., налог;АКПП;4WD;37 000 км, без пробега по РФ;левый;3 поколение;серебристый;;M Competition;;
BMW;3-Series;2019;4189000;https://auto.drom.ru/voronezh/bmw/3-series/52549287.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.0 л;258 л.с., налог;АКПП;задний;56 924 км, без пробега по РФ;левый;7 поколение;белый;седан;;;
BMW;8-Series;2019;8600000;https://auto.drom.ru/moscow/bmw/8-series/52544690.html;;;;;Москве;дизель, 3.0 л;320 л.с., налог;автомат;4WD;26 675 км;левый;;черный;открытый;;;
BMW;3-Series Gran Turismo;2019;2430000;https://auto.drom.ru/minsk/bmw/3-series_gran_turismo/51966221.html;;;;;Минске;дизель, 2.0 л;190 л.с., налог;автомат;4WD;169 000 км;левый;6 поколение, рестайлинг;синий;;;;
BMW;5-Series;2019;5000000;https://auto.drom.ru/ramenskoe/bmw/5-series/51304656.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Раменском;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;99 500 км;левый;7 поколение;синий;седан;540i AT xDrive Base;;
BMW;X5;2019;6879000;https://auto.drom.ru/spb/bmw/x5/319176401.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;71 712 км;левый;4 поколение;белый;;;;
BMW;X6;2019;5900000;https://auto.drom.ru/moscow/bmw/x6/762325553.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;82 000 км;левый;2 поколение;белый;;;;
BMW;X2;2019;3140000;https://auto.drom.ru/kazan/bmw/x2/53801172.html;;;;;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;101 000 км;левый;1 поколение;оранжевый;;;;
BMW;X4;2019;4700000;https://auto.drom.ru/moscow/bmw/x4/52471163.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;110 000 км;левый;2 поколение;белый;;xDrive 20d AT M Sport;;
BMW;X2;2019;3150000;https://auto.drom.ru/spb/bmw/x2/54072297.html;;;;;Санкт-Петербурге;дизель, 2.0 л;192 л.с., налог;автомат;4WD;89 000 км;левый;1 поколение;серый;;;;
BMW;X5;2019;7259000;https://auto.drom.ru/spb/bmw/x5/535967302.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;91 800 км;левый;4 поколение;черный;;;;
BMW;X5;2019;8081272;https://auto.drom.ru/minsk/bmw/x5/53797803.html;;;;;Минске;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;91 000 км;левый;4 поколение;черный;;;;
BMW;X5;2019;6750000;https://auto.drom.ru/moscow/bmw/x5/792882221.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;75 900 км;левый;4 поколение;белый;;;;
BMW;X6;2019;4787000;https://auto.drom.ru/moscow/bmw/x6/113513700.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;206 563 км;левый;2 поколение;черный;;;;
BMW;X3;2019;4199000;https://auto.drom.ru/nizhniy-novgorod/bmw/x3/52969206.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;89 527 км;левый;3 поколение;синий;;xDrive 20d AT M Sport;;
BMW;X3;2019;5950000;https://auto.drom.ru/moscow/bmw/x3/52504445.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;480 л.с., налог;АКПП;4WD;83 000 км;левый;3 поколение;серый;;M Special Edition;;
