Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;GLA-Class;2021;3970000;https://auto.drom.ru/moscow/mercedes-benz/gla-class/53392556.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;1.3 л;;автомат;;;синий;43 000 км;левый;2 поколение;;;;
Mercedes-Benz;GLC Coupe;2021;12500000;https://auto.drom.ru/moscow/mercedes-benz/glc_coupe/54086041.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;510 л.с., налог;робот;4WD;;серый;26 033 км;левый;1 поколение, рестайлинг;;;;
Mercedes-Benz;GLS-Class;2021;23600000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53408540.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;558 л.с., налог;автомат;4WD;;зеленый;31 597 км;левый;;;;;
Mercedes-Benz;GLE;2021;9420000;https://auto.drom.ru/spb/mercedes-benz/gle-class/54085088.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;;черный;70 530 км;левый;2 поколение;;;;
Mercedes-Benz;GLE Coupe;2021;15700000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/54084967.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л, гибрид;612 л.с., налог;АКПП;4WD;;черный;69 000 км;левый;2 поколение;GLE 63 S 4MATIC+;;;
Mercedes-Benz;E-Class;2021;6299900;https://auto.drom.ru/balashiha/mercedes-benz/e-class/54082423.html;;;;;Балашихе;бензин, 2.0 л;211 л.с., налог;автомат;задний;седан;белый;26 888 км;левый;;;;;
Mercedes-Benz;E-Class;2021;5395000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53409945.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;седан;черный;49 566 км;левый;5 поколение, рестайлинг;;;;
Mercedes-Benz;S-Class;2021;13790000;https://auto.drom.ru/moscow/mercedes-benz/s-class/53409947.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;черный;72 000 км;левый;7 поколение;;;;
Mercedes-Benz;GLS-Class;2021;16650000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53409997.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;612 л.с., налог;автомат;4WD;;серый;41 986 км;левый;;;;;
Mercedes-Benz;GLE;2021;10545000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/52528841.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;;белый;36 149 км;левый;2 поколение;;;;
Mercedes-Benz;S-Class;2021;26191000;https://auto.drom.ru/moscow/mercedes-benz/s-class/52528229.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;седан;черный;;левый;7 поколение;S580 4MATIC Premium;;;
Mercedes-Benz;CLS-Class;2021;7330000;https://auto.drom.ru/kazan/mercedes-benz/cls-class/52101131.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;черный;29 965 км;левый;3 поколение, рестайлинг;CLS 350 d 4MATIC Sport;;;
Mercedes-Benz;GLS-Class;2021;11499000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/436437942.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л, гибрид;367 л.с., налог;АКПП;4WD;;белый;30 450 км;левый;2 поколение;GLS 450 4MATIC Sport;;;
Mercedes-Benz;S-Class;2021;10999999;https://auto.drom.ru/moscow/mercedes-benz/s-class/774351808.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;черный;75 000 км;левый;7 поколение;;;;
Mercedes-Benz;EQC;2021;5550000;https://auto.drom.ru/naro-fominsk/mercedes-benz/eqc/53865282.html;;;;;Наро-Фоминске;электро;408 л.с., налог;АКПП;4WD;;синий;71 000 км, без пробега по РФ;левый;1 поколение;EQC 400 4MATIC AMG Line;;;
Mercedes-Benz;GLC;2021;5900000;https://auto.drom.ru/kazan/mercedes-benz/glc-class/824226728.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;63 638 км;левый;1 поколение, рестайлинг;;;;
Mercedes-Benz;G-Class;2021;24150000;https://auto.drom.ru/solnechnogorsk/mercedes-benz/g-class/146510484.html;;;;;Солнечногорске;бензин, 4.0 л;585 л.с., налог;автомат;4WD;джип/suv 5 дв.;черный;17 782 км;левый;3 поколение;;;;
Mercedes-Benz;CLA-Class;2021;3799000;https://auto.drom.ru/himki/mercedes-benz/cla-class/581956992.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.3 л;150 л.с., налог;робот;передний;седан;синий;53 321 км;левый;2 поколение;CLA 200 DCT Sport;;;
Mercedes-Benz;GLS-Class;2021;17990320;https://auto.drom.ru/moscow/mercedes-benz/gls-class/231360353.html;;;;;Москве;бензин, 3.0 л;367 л.с., налог;автомат;4WD;;черный;;левый;;;;;
Mercedes-Benz;S-Class;2021;24990750;https://auto.drom.ru/moscow/mercedes-benz/s-class/260542895.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;седан;черный;;левый;7 поколение;;;;
Mercedes-Benz;S-Class;2021;23990750;https://auto.drom.ru/moscow/mercedes-benz/s-class/246674189.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;седан;серый;;левый;7 поколение;;;;
Mercedes-Benz;GLS-Class;2021;11599000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/53700093.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л, гибрид;367 л.с., налог;АКПП;4WD;;черный;46 115 км;левый;2 поколение;GLS 450 4MATIC Sport;;;
Mercedes-Benz;S-Class;2021;20714000;https://auto.drom.ru/moscow/mercedes-benz/s-class/52513551.html;;;;;Москве;дизель, 2.9 л;249 л.с., налог;АКПП;4WD;седан;белый;;левый;7 поколение;S350 d 4MATIC Bussines;;;
Mercedes-Benz;GLE;2021;8710000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/54076025.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;;черный;34 338 км;левый;2 поколение;GLE 300 d 4MATIC Sport Plus;;;
Mercedes-Benz;GLS-Class;2021;13900000;https://auto.drom.ru/spb/mercedes-benz/gls-class/53790423.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;;черный;29 365 км;левый;2 поколение;GLS 400 d 4MATIC Luxury;;;
Mercedes-Benz;GLC;2021;5500569;https://auto.drom.ru/moscow/mercedes-benz/glc-class/53789300.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;197 л.с., налог;АКПП;4WD;;белый;21 000 км;левый;1 поколение, рестайлинг;GLC 200 4MATIC AT Premium;;;
