Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Mercedes-Benz;A-Class;2011;760000;https://auto.drom.ru/spb/mercedes-benz/a-class/53223946.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.7 л;116 л.с., налог;вариатор;передний;хэтчбек 5 дв.;белый;162 917 км;левый;2 поколение, рестайлинг;;;;
Mercedes-Benz;C-Class;2011;1387400;https://auto.drom.ru/moscow/mercedes-benz/c-class/892873916.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;156 л.с., налог;АКПП;задний;купе;белый;153 000 км;левый;3 поколение, рестайлинг;C 180 BlueEFFICIENCY AT;;;
Mercedes-Benz;E-Class;2011;685000;https://auto.drom.ru/spb/mercedes-benz/e-class/820419432.html;;;;;Санкт-Петербурге;бензин, 1.8 л;204 л.с., налог;АКПП;задний;купе;черный;140 000 км;левый;4 поколение;;требуется ремонт или не на ходу;;
Mercedes-Benz;M-Class;2011;1950000;https://auto.drom.ru/spb/mercedes-benz/m-class/805623724.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;272 л.с., налог;АКПП;4WD;;серебристый;271 800 км;левый;2 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2011;1750000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53611517.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л, ГБО;231 л.с., налог;АКПП;задний;седан;белый;290 000 км;левый;4 поколение;E 300 AT Особая серия;;;
Mercedes-Benz;C-Class;2011;1385000;https://auto.drom.ru/kazan/mercedes-benz/c-class/53610073.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;бежевый;119 759 км;левый;3 поколение;;;;
Mercedes-Benz;CLS-Class;2011;2500000;https://auto.drom.ru/vladimir/mercedes-benz/cls-class/53202628.html;Характеристики совпадают с ПТС;13 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Владимире;бензин, 4.7 л;408 л.с., налог;АКПП;4WD;седан;красный;185 000 км;левый;2 поколение;CLS 500 4MATIC AT Особая серия;;;
Mercedes-Benz;M-Class;2011;1999000;https://auto.drom.ru/moscow/mercedes-benz/m-class/801308148.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;;черный;301 309 км;левый;3 поколение;;;;
Mercedes-Benz;E-Class;2011;3100000;https://auto.drom.ru/moscow/mercedes-benz/e-class/204827314.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 4.7 л;408 л.с., налог;АКПП;4WD;седан;черный;126 000 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2011;1350000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53189761.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;черный;154 345 км;левый;3 поколение;C 180 CGI BlueEFFICIENCY AT Avantgarde;;;
Mercedes-Benz;E-Class;2011;1339000;https://auto.drom.ru/spb/mercedes-benz/e-class/310105625.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;244 298 км;левый;4 поколение;;;;
Mercedes-Benz;M-Class;2011;1699999;https://auto.drom.ru/spb/mercedes-benz/m-class/50158725.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;224 л.с., налог;АКПП;4WD;;черный;211 244 км;левый;2 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2011;1900000;https://auto.drom.ru/volgograd/mercedes-benz/e-class/53176858.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;бензин, 3.5 л;272 л.с., налог;АКПП;4WD;седан;коричневый;138 262 км;левый;4 поколение;;;;
Mercedes-Benz;E-Class;2011;1565000;https://auto.drom.ru/spb/mercedes-benz/e-class/52693540.html;Цвет не совпадает с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;седан;черный;182 000 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2011;1350000;https://auto.drom.ru/balashiha/mercedes-benz/c-class/330969363.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашихе;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;;213 000 км;левый;3 поколение;;;;
Mercedes-Benz;M-Class;2011;2790000;https://auto.drom.ru/voronezh/mercedes-benz/m-class/52984048.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;243 л.с., налог;АКПП;4WD;;серый;157 000 км;левый;3 поколение;ML 350 BlueTEC AT 4MATIC;;;
Mercedes-Benz;GL-Class;2011;2159000;https://auto.drom.ru/moscow/mercedes-benz/gl-class/455477692.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;224 л.с., налог;АКПП;4WD;;черный;225 419 км;левый;1 поколение, рестайлинг;GL 350 CDI "Особая серия";;;
Mercedes-Benz;E-Class;2011;1515000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53929162.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;3.5 л;;автомат;;седан;черный;171 989 км;левый;4 поколение;;;;
Mercedes-Benz;E-Class;2011;1200000;https://auto.drom.ru/spb/mercedes-benz/e-class/53918499.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;275 000 км;левый;4 поколение;E 200 CGI AT Особая серия;;;
Mercedes-Benz;M-Class;2011;2360000;https://auto.drom.ru/tula/mercedes-benz/m-class/53928337.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;белый;255 472 км;левый;3 поколение;ML 350 BlueTEC 4MATIC Особая серия;;;
Mercedes-Benz;E-Class;2011;1250000;https://auto.drom.ru/kazan/mercedes-benz/e-class/482768038.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 1.8 л;204 л.с., налог;АКПП;задний;купе;;200 239 км;левый;4 поколение;;;;
Mercedes-Benz;Viano;2011;3000000;https://auto.drom.ru/donetsk/mercedes-benz/viano/53558580.html;;;;;Донецке;дизель, 3.0 л;224 л.с., налог;АКПП;задний;;черный;345 000 км;левый;2 поколение, рестайлинг;3.0 CDI Ambiente Сверхдлинный;;;
Mercedes-Benz;G-Class;2011;4350000;https://auto.drom.ru/togliatti/mercedes-benz/g-class/943032194.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Тольятти;дизель, 3.0 л;224 л.с., налог;АКПП;4WD;джип/suv 5 дв.;серый;204 000 км;левый;2 поколение, 5 рестайлинг;G 350 CDI Cabriolet Особая серия;;;
Mercedes-Benz;C-Class;2011;1900000;https://auto.drom.ru/moscow/mercedes-benz/c-class/53904489.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;172 222 км;левый;3 поколение;C 200 CGI BlueEFFICIENCY AT Avantgarde;;;
Mercedes-Benz;SLS AMG;2011;20000000;https://auto.drom.ru/moscow/mercedes-benz/sls_amg/53548832.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 6.2 л;571 л.с., налог;робот;задний;открытый;черный;17 000 км;левый;1 поколение;;;;
Mercedes-Benz;C-Class;2011;1317008;https://auto.drom.ru/spb/mercedes-benz/c-class/53548328.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;серый;115 000 км;левый;3 поколение;;;;
Mercedes-Benz;E-Class;2011;1600000;https://auto.drom.ru/himki/mercedes-benz/e-class/254644697.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.8 л;184 л.с., налог;АКПП;задний;купе;красный;84 838 км;левый;4 поколение;;;;
Mercedes-Benz;C-Class;2011;1797667;https://auto.drom.ru/spb/mercedes-benz/c-class/53894122.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;156 л.с., налог;АКПП;задний;купе;черный;42 459 км;левый;3 поколение, рестайлинг;C 180 BlueEFFICIENCY AT;;;
Mercedes-Benz;E-Class;2011;1599000;https://auto.drom.ru/voronezh/mercedes-benz/e-class/53108552.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;203 531 км;левый;4 поколение;;;;
Mercedes-Benz;GLK-Class;2011;2150000;https://auto.drom.ru/moscow/mercedes-benz/glk-class/148841967.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.1 л;170 л.с., налог;АКПП;4WD;;белый;143 000 км;левый;1 поколение;GLK 220 CDI 4MATIC AT Особая серия;;;
Mercedes-Benz;E-Class;2011;1488000;https://auto.drom.ru/moscow/mercedes-benz/e-class/595624978.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;272 л.с., налог;автомат;задний;купе;серый;116 000 км;левый;;;;;
Mercedes-Benz;GLK-Class;2011;1670000;https://auto.drom.ru/cheboksary/mercedes-benz/glk-class/620691448.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Чебоксарах;бензин, 3.0 л;231 л.с., налог;АКПП;4WD;;серый;;левый;1 поколение;GLK 300 4MATIC AT Особая серия;;;
Mercedes-Benz;Vito;2011;1600000;https://auto.drom.ru/sofrino/mercedes-benz/vito/53888242.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Софрино;дизель, 2.1 л;163 л.с., налог;АКПП;задний;;серый;372 000 км;левый;2 поколение, рестайлинг;;;;
Mercedes-Benz;C-Class;2011;1400000;https://auto.drom.ru/saratov/mercedes-benz/c-class/669806994.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;230 000 км;левый;3 поколение, рестайлинг;C 200 AT Elegance;;;
Mercedes-Benz;S-Class;2011;1550000;https://auto.drom.ru/spb/mercedes-benz/s-class/53091591.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;седан;черный;274 801 км;левый;5 поколение, рестайлинг;;;;
Mercedes-Benz;C-Class;2011;1690000;https://auto.drom.ru/belgorod/mercedes-benz/c-class/53859509.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Белгороде;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;серебристый;381 000 км;левый;3 поколение, рестайлинг;C 180 BlueEFFICIENCY AT Особая серия;;;
Mercedes-Benz;M-Class;2012;2999000;https://auto.drom.ru/spb/mercedes-benz/m-class/737528338.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;;серый;103 333 км;левый;3 поколение;;;;
Mercedes-Benz;E-Class;2012;1650000;https://auto.drom.ru/nahabino/mercedes-benz/e-class/53200901.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Нахабино;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;коричневый;338 500 км;левый;4 поколение;E 200 CGI BlueEfficiency AТ Avantgarde;;;
Mercedes-Benz;GLK-Class;2012;2350000;https://auto.drom.ru/moscow/mercedes-benz/glk-class/53496699.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин;;автомат;4WD;;белый;148 260 км;левый;1 поколение;;;;
Mercedes-Benz;C-Class;2012;1493000;https://auto.drom.ru/spb/mercedes-benz/c-class/49641648.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;156 л.с., налог;АКПП;задний;седан;черный;120 000 км;левый;3 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2012;1420000;https://auto.drom.ru/kazan/mercedes-benz/e-class/53819798.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.1 л;170 л.с., налог;АКПП;задний;седан;черный;300 000 км;левый;4 поколение;E 220 CDI BlueEfficiency AТ Avantgarde;;;
Mercedes-Benz;M-Class;2012;2750000;https://auto.drom.ru/moscow/mercedes-benz/m-class/282660447.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;;черный;213 000 км;левый;3 поколение;ML 350 AT 4MATIC;;;
Mercedes-Benz;E-Class;2012;1850000;https://auto.drom.ru/moscow/mercedes-benz/e-class/54145711.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;184 л.с., налог;АКПП;задний;купе;белый;136 000 км;левый;4 поколение;E 200 CGI AT Особая серия;;;
Mercedes-Benz;E-Class;2012;1699000;https://auto.drom.ru/tula/mercedes-benz/e-class/53853361.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;черный;113 669 км;левый;4 поколение;;;;
Mercedes-Benz;S-Class;2012;2299900;https://auto.drom.ru/spb/mercedes-benz/s-class/53476256.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.5 л;306 л.с., налог;АКПП;4WD;седан;черный;169 000 км;левый;5 поколение, рестайлинг;;;;
Mercedes-Benz;GLK-Class;2012;1800000;https://auto.drom.ru/moscow/mercedes-benz/glk-class/135628233.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;3.0 л;;автомат;4WD;;белый;158 421 км;левый;1 поколение;;;;
Mercedes-Benz;C-Class;2012;1499000;https://auto.drom.ru/spb/mercedes-benz/c-class/476867271.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;белый;129 600 км;левый;3 поколение, рестайлинг;;;;
Mercedes-Benz;SLK-Class;2012;3990000;https://auto.drom.ru/moscow/mercedes-benz/slk-class/113736548.html;Характеристики совпадают с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 5.5 л;421 л.с., налог;АКПП;задний;;черный;130 000 км;левый;3 поколение;SLK 55 AMG AT;;;
Mercedes-Benz;C-Class;2012;1588000;https://auto.drom.ru/moscow/mercedes-benz/c-class/54123010.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;156 л.с., налог;АКПП;задний;седан;коричневый;110 934 км;левый;3 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2012;1900000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53475122.html;Мощность двигателя не совпадает с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;306 л.с., налог;АКПП;задний;купе;белый;212 000 км;левый;4 поколение;;;;
Mercedes-Benz;CLS-Class;2012;2650000;https://auto.drom.ru/moscow/mercedes-benz/cls-class/53475022.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;306 л.с., налог;АКПП;задний;седан;черный;190 000 км;левый;2 поколение;CLS 350 AT;;;
Mercedes-Benz;GLK-Class;2012;2200000;https://auto.drom.ru/severniy/mercedes-benz/glk-class/53040143.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Северном;бензин, 3.5 л;249 л.с., налог;АКПП;4WD;;белый;136 000 км;левый;1 поколение, рестайлинг;GLK 300 4MATIC AT Особая серия;;;
Mercedes-Benz;M-Class;2012;2799000;https://auto.drom.ru/spb/mercedes-benz/m-class/526024882.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;;синий;215 304 км;левый;3 поколение;ML 350 BlueTEC AT 4MATIC;;;
Mercedes-Benz;M-Class;2012;2500000;https://auto.drom.ru/moscow/mercedes-benz/m-class/52723259.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серый;186 000 км;левый;3 поколение;ML 350 BlueTEC 4MATIC Особая серия;;;
Mercedes-Benz;Viano;2012;1690000;https://auto.drom.ru/moscow/mercedes-benz/viano/343312909.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.2 л;163 л.с., налог;автомат;задний;;серый;550 000 км;левый;2 поколение, рестайлинг;;;;
Mercedes-Benz;B-Class;2012;1131000;https://auto.drom.ru/himki/mercedes-benz/b-class/54111735.html;Модель не совпадает с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.6 л;156 л.с., налог;робот;передний;;черный;113 009 км;левый;2 поколение;;;;
Mercedes-Benz;C-Class;2012;1720000;https://auto.drom.ru/moscow/mercedes-benz/c-class/381850075.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;серый;102 400 км;левый;3 поколение, рестайлинг;C 200 CGI AT Особая серия;;;
Mercedes-Benz;GLK-Class;2012;1479090;https://auto.drom.ru/voronezh/mercedes-benz/glk-class/475116418.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 3.0 л;231 л.с., налог;АКПП;4WD;;черный;175 875 км;левый;1 поколение;GLK 300 4MATIC AT Особая серия;;;
Mercedes-Benz;GLK-Class;2012;2079789;https://auto.drom.ru/spb/mercedes-benz/glk-class/852015689.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.1 л;170 л.с., налог;АКПП;4WD;;коричневый;188 953 км;левый;1 поколение;;;;
Mercedes-Benz;M-Class;2012;3110000;https://auto.drom.ru/spb/mercedes-benz/m-class/433375733.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;;серый;116 399 км;левый;3 поколение;ML 350 BlueTEC AT 4MATIC;;;
Mercedes-Benz;C-Class;2012;1500000;https://auto.drom.ru/moscow/mercedes-benz/c-class/50127833.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;156 л.с., налог;АКПП;задний;седан;коричневый;130 000 км;левый;3 поколение, рестайлинг;;;;
Mercedes-Benz;E-Class;2012;2200000;https://auto.drom.ru/moscow/mercedes-benz/e-class/785924531.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;184 л.с., налог;АКПП;задний;купе;голубой;43 550 км;левый;4 поколение;E 200 BlueEfficiency AТ Elegance;;;
Mercedes-Benz;GL-Class;2012;2390000;https://auto.drom.ru/spb/mercedes-benz/gl-class/574229882.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;224 л.с., налог;АКПП;4WD;;коричневый;185 334 км;левый;1 поколение, рестайлинг;GL 350 CDI "Особая серия";;;
Mercedes-Benz;E-Class;2012;1998000;https://auto.drom.ru/moscow/mercedes-benz/e-class/731608892.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.5 л;249 л.с., налог;АКПП;4WD;седан;черный;119 050 км;левый;4 поколение;E 300 4MATIC AT Особая серия;;;
Mercedes-Benz;M-Class;2012;2468000;https://auto.drom.ru/moscow/mercedes-benz/m-class/54088598.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;;белый;155 288 км;левый;3 поколение;ML 350 BlueTEC AT 4MATIC;;;
Mercedes-Benz;E-Class;2012;1450000;https://auto.drom.ru/minsk/mercedes-benz/e-class/53432149.html;Характеристики совпадают с ПТС;7 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;белый;224 000 км;левый;4 поколение;E 200 CGI BlueEfficiency AТ Avantgarde;;;
Mercedes-Benz;E-Class;2012;1500000;https://auto.drom.ru/moscow/mercedes-benz/e-class/409936365.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.8 л;184 л.с., налог;АКПП;задний;седан;коричневый;224 630 км;левый;4 поколение;E 200 CGI BlueEfficiency AТ Avantgarde;;;
