Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;VIN;
Mercedes-Benz;GLE;2022;12531615;https://auto.drom.ru/moscow/mercedes-benz/gle-class/52715483.html;;;;;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;новый автомобиль;левый;2 поколение;черный;;;;Z9M**************;
Mercedes-Benz;GLC;2022;7388000;https://auto.drom.ru/moscow/mercedes-benz/glc-class/312746875.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;1 061 км;левый;1 поколение, рестайлинг;черный;;GLC 300d AT 4MATIC;;;
Mercedes-Benz;GLE;2022;12995650;https://auto.drom.ru/moscow/mercedes-benz/gle-class/522151580.html;;;;;Москве;дизель, 2.0 л;245 л.с., налог;АКПП;4WD;новый автомобиль;левый;2 поколение;белый;;GLE 300 d 4MATIC Sport Plus;;Z9M**************;
Mercedes-Benz;GLS-Class;2022;12500000;https://auto.drom.ru/moscow/mercedes-benz/gls-class/580597869.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;367 л.с., налог;автомат;4WD;6 000 км;левый;;черный;;;;;
Mercedes-Benz;GLE Coupe;2022;12729000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/53923910.html;;;;;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;42 км;левый;2 поколение;серый;;;;;
Mercedes-Benz;AMG GT;2022;11990000;https://auto.drom.ru/himki/mercedes-benz/amg_gt/53156344.html;;;;;Химках;бензин, 3.0 л;367 л.с., налог;автомат;4WD;8 000 км, без пробега по РФ;левый;;серый;хэтчбек 5 дв.;;;;
Mercedes-Benz;S-Class;2022;21390000;https://auto.drom.ru/moscow/mercedes-benz/s-class/359446413.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;10 км, без пробега по РФ;левый;7 поколение;черный;седан;S580 4MATIC L;;;
Mercedes-Benz;S-Class;2022;22390000;https://auto.drom.ru/moscow/mercedes-benz/s-class/727480223.html;;;;;Москве;бензин, 4.0 л;503 л.с., налог;АКПП;4WD;10 км, без пробега по РФ;левый;7 поколение;черный;седан;S580 4MATIC L;;;
Mercedes-Benz;GLE;2022;9790000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/404535651.html;;;;;Москве;бензин, 3.0 л, гибрид;367 л.с., налог;АКПП;4WD;5 000 км, без пробега по РФ;левый;2 поколение;серый;;GLE 450 4MATIC Sport Plus;;;
Mercedes-Benz;GLE Coupe;2022;17150000;https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/811707530.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;612 л.с., налог;АКПП;4WD;17 155 км;левый;2 поколение;черный;;AMG 63 S 4MATIC+;;;
