Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;
BMW;X2;2018;2950000;https://auto.drom.ru/spb/bmw/x2/52092705.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;150 л.с., налог;АКПП;передний;99 000 км, без пробега по РФ;левый;1 поколение;черный;;sDrive 18d AT Base;;
BMW;3-Series;2018;2050000;https://auto.drom.ru/moscow/bmw/3-series/51304744.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;задний;199 000 км;левый;6 поколение, рестайлинг;черный;универсал;318d AT;;
BMW;6-Series Gran Turismo;2018;5400000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/163850339.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;задний;40 000 км;левый;1 поколение;серый;;630i AT M Sport;;
BMW;5-Series;2018;2800000;https://auto.drom.ru/moscow/bmw/5-series/741039280.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;2.0 л;;автомат;;106 062 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2018;4068000;https://auto.drom.ru/voronezh/bmw/5-series/533150624.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;92 859 км;левый;7 поколение;белый;седан;;;
BMW;X3;2018;2532040;https://auto.drom.ru/minsk/bmw/x3/786810282.html;;;;;Минске;дизель, 2.0 л;150 л.с., налог;автомат;задний;180 000 км;левый;3 поколение;черный;;;;
BMW;X4;2018;3150000;https://auto.drom.ru/moscow/bmw/x4/178182917.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;141 723 км;левый;;черный;;;;
BMW;X4;2018;3600000;https://auto.drom.ru/novomoskovsk/bmw/x4/53388180.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Новомосковске;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;91 000 км;левый;1 поколение;синий;;xDrive 30d AT Exclusive;;
BMW;X2;2018;2310163;https://auto.drom.ru/minsk/bmw/x2/52919619.html;;;;;Минске;бензин, 2.0 л;231 л.с., налог;автомат;передний;78 000 км;левый;1 поколение;серый;;;;
BMW;5-Series;2018;2925000;https://auto.drom.ru/togliatti/bmw/5-series/53173118.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Тольятти;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;76 644 км;левый;7 поколение;серый;седан;520d AT xDrive Business;;
BMW;5-Series;2018;3939789;https://auto.drom.ru/spb/bmw/5-series/876684359.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;65 810 км;левый;7 поколение;черный;седан;;;
BMW;X5;2018;7300000;https://auto.drom.ru/moscow/bmw/x5/53629640.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;462 л.с., налог;АКПП;4WD;85 886 км;левый;4 поколение;черный;;xDrive 50i AT;;
BMW;X2;2018;3110500;https://auto.drom.ru/moscow/bmw/x2/54068203.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;192 л.с., налог;АКПП;4WD;85 637 км;левый;1 поколение;синий;;;;
BMW;7-Series;2018;4980000;https://auto.drom.ru/moscow/bmw/7-series/53790900.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;326 л.с., налог;АКПП;задний;45 000 км;левый;6 поколение;серый;;;;
BMW;5-Series;2018;3399000;https://auto.drom.ru/spb/bmw/5-series/54073067.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;123 922 км;левый;7 поколение;белый;седан;;;
BMW;3-Series;2018;1920000;https://auto.drom.ru/moscow/bmw/3-series/54071321.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;77 158 км;левый;6 поколение, рестайлинг;белый;седан;;;
BMW;X3;2018;3970000;https://auto.drom.ru/moscow/bmw/x3/696244694.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;94 927 км;левый;3 поколение;синий;;xDrive 30i AT M Sport;;
BMW;5-Series;2018;3590000;https://auto.drom.ru/spb/bmw/5-series/53789823.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;150 000 км;левый;7 поколение;серый;седан;520d AT xDrive M Sport;;
BMW;5-Series;2018;2860777;https://auto.drom.ru/spb/bmw/5-series/53784629.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;192 000 км;левый;7 поколение;серебристый;седан;;;
BMW;4-Series;2018;3060000;https://auto.drom.ru/spb/bmw/4-series/53784017.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;64 800 км;левый;1 поколение, рестайлинг;белый;купе;;;
BMW;5-Series;2018;4300000;https://auto.drom.ru/spb/bmw/5-series/53781310.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;106 528 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;3600000;https://auto.drom.ru/moscow/bmw/x3/53389037.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;90 000 км;левый;3 поколение;синий;;xDrive 20d AT Base;;
BMW;5-Series;2018;3670000;https://auto.drom.ru/spb/bmw/5-series/52080430.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;194 121 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;3570000;https://auto.drom.ru/moscow/bmw/x3/706799194.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;110 000 км;левый;3 поколение;белый;;xDrive 20d AT M Sport;;
BMW;X6;2018;5500000;https://auto.drom.ru/moscow/bmw/x6/52618403.html;;;;;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;119 000 км;левый;2 поколение;синий;;xDrive 40d AT M Sport;документы с проблемами или отсутствуют;
BMW;5-Series;2018;3610000;https://auto.drom.ru/moscow/bmw/5-series/654045749.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;132 583 км;левый;7 поколение;синий;седан;;;
BMW;X5;2018;5389000;https://auto.drom.ru/moscow/bmw/x5/202116239.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;36 940 км;левый;3 поколение;серый;;xDrive 25d AT Business;;
BMW;7-Series;2018;5084700;https://auto.drom.ru/moscow/bmw/7-series/802285194.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;автомат;4WD;82 615 км;левый;;белый;;;;
BMW;5-Series;2018;5154000;https://auto.drom.ru/moscow/bmw/5-series/579030421.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;79 024 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2018;2975609;https://auto.drom.ru/minsk/bmw/5-series/52493560.html;;;;;Минске;бензин, 2.0 л, гибрид;184 л.с., налог;АКПП;задний;74 000 км;левый;7 поколение;серый;седан;530e AT iPerformance;;
BMW;X3;2018;4590000;https://auto.drom.ru/moscow/bmw/x3/53120801.html;;;;;Москве;бензин, 3.0 л;360 л.с., налог;АКПП;4WD;46 457 км, без пробега по РФ;левый;3 поколение;черный;;xDrive M40i AT Base;;
BMW;7-Series;2018;6250000;https://auto.drom.ru/moscow/bmw/7-series/54066498.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;автомат;4WD;25 738 км;левый;6 поколение;черный;;;;
BMW;X4;2018;5040000;https://auto.drom.ru/moscow/bmw/x4/54066060.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;87 701 км;левый;;красный;;;;
BMW;X6;2018;6280000;https://auto.drom.ru/kazan/bmw/x6/54065159.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;79 295 км;левый;2 поколение;черный;;;;
BMW;X3;2018;3570000;https://auto.drom.ru/penza/bmw/x3/54060949.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Пензе;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;84 000 км;левый;3 поколение;серый;;xDrive 20d AT Base;;
BMW;4-Series;2018;3070759;https://auto.drom.ru/spb/bmw/4-series/54057251.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;83 440 км;левый;1 поколение, рестайлинг;коричневый;купе;430i AT xDrive Base;;
BMW;5-Series;2018;3349253;https://auto.drom.ru/kazan/bmw/5-series/53384314.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;задний;140 750 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2018;4290000;https://auto.drom.ru/moscow/bmw/5-series/52961464.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;67 950 км;левый;7 поколение;серый;седан;520d AT Executive;;
BMW;5-Series;2018;2350000;https://auto.drom.ru/moscow/bmw/5-series/52951032.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;208 757 км;левый;7 поколение;черный;седан;;;
BMW;X4;2018;4500000;https://auto.drom.ru/pervogo-otdeleniya-sovhoza-maslovskiy/bmw/x4/49126954.html;;;;;1-го отделения совхоза Масловский;дизель, 3.0 л;326 л.с., налог;АКПП;4WD;99 000 км;левый;2 поколение;белый;;xDrive M40d AT Base;;
BMW;X3;2018;3999000;https://auto.drom.ru/moscow/bmw/x3/284478201.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;97 843 км;левый;3 поколение;черный;;;;
BMW;3-Series;2018;2883198;https://auto.drom.ru/minsk/bmw/3-series/459077550.html;;;;;Минске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;47 800 км;левый;6 поколение, рестайлинг;;седан;;;
BMW;7-Series;2018;4400000;https://auto.drom.ru/kazan/bmw/7-series/760878152.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;249 л.с., налог;автомат;задний;114 000 км;левый;6 поколение;белый;;;;
BMW;4-Series;2018;2947885;https://auto.drom.ru/minsk/bmw/4-series/53767363.html;;;;;Минске;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;99 292 км;левый;1 поколение, рестайлинг;синий;открытый;430i AT xDrive;;
BMW;X5;2018;3779577;https://auto.drom.ru/minsk/bmw/x5/53768270.html;;;;;Минске;бензин, 3.0 л;306 л.с., налог;АКПП;задний;58 170 км;левый;3 поколение;черный;;;;
BMW;5-Series;2018;3719900;https://auto.drom.ru/moscow/bmw/5-series/526117734.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;121 689 км;левый;7 поколение;серый;седан;;;
BMW;3-Series;2018;2299000;https://auto.drom.ru/moscow/bmw/3-series/53620611.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;125 413 км;левый;;черный;седан;;;
BMW;X3;2018;3550000;https://auto.drom.ru/moscow/bmw/x3/52913865.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;72 232 км;левый;3 поколение;синий;;;;
BMW;X3;2018;3350000;https://auto.drom.ru/moscow/bmw/x3/808640646.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;79 666 км;левый;3 поколение;серый;;;;
BMW;X2;2018;2900000;https://auto.drom.ru/moscow/bmw/x2/818790841.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;190 л.с., налог;автомат;передний;74 062 км;левый;;белый;;;;
BMW;5-Series;2018;4499000;https://auto.drom.ru/moscow/bmw/5-series/54047866.html;Цвет не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;462 л.с., налог;АКПП;4WD;119 142 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3480000;https://auto.drom.ru/moscow/bmw/5-series/54047772.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;103 385 км;левый;7 поколение;синий;универсал;530d AT xDrive;;
BMW;1-Series;2018;2147000;https://auto.drom.ru/himki/bmw/1-series/52052611.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;68 619 км;левый;2 поколение;белый;хэтчбек 5 дв.;;;
BMW;3-Series;2018;2050000;https://auto.drom.ru/moscow/bmw/3-series/609660590.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;199 738 км;левый;6 поколение, рестайлинг;белый;универсал;320d AT;;
BMW;6-Series Gran Turismo;2018;4497000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/53758567.html;Модель не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;61 039 км;левый;1 поколение;серый;;;;
BMW;X6;2018;4469000;https://auto.drom.ru/spb/bmw/x6/53372632.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;115 564 км;левый;2 поколение;белый;;;;
